x[nm]                E_1[eV]              E_2[eV]              E_3[eV]              E_4[eV]              E_5[eV]              E_6[eV]              Psi_1[nm^-1/2]       Psi_2[nm^-1/2]       Psi_3[nm^-1/2]       Psi_4[nm^-1/2]       Psi_5[nm^-1/2]       Psi_6[nm^-1/2]      
12.75                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9501966004336      1.4505462413844      1.3910132724844      1.8424630624123      1.2355945663187      1.1943411119922
12.8                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9497013699031      1.4700814034768      1.3887393809885      1.8382944256983      1.2028260644195      1.17959999229
12.85                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9490069205187      1.4895266966593      1.3864973564519      1.8324558881607      1.1705339518606      1.1654324531001
12.9                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9481135279299      1.5088516177398      1.3842911708777      1.8249676721883      1.1389083358246      1.1519284465178
12.95                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9470215467533      1.52802585235        1.3821247327764      1.8158557140042      1.1081353997566      1.1391737117577
13                   1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.945731410432       1.5470193224986      1.3800018802409      1.8051515738337      1.0783963072818      1.1272492307814
13.05                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9442436310631      1.5658022337535      1.3779263741478      1.7928923265915      1.0498661356756      1.1162307141291
13.1                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9425587991946      1.5843451219794      1.3759018914935      1.7791204334695      1.0227128451645      1.1061881202209
13.15                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9406775835914      1.6026188995571      1.373932018881       1.7638835948673      0.99709629012627     1.0971852111788
13.2                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9386007309691      1.6205949010128      1.3720202461652      1.7472345851774      0.97316727800957     1.0892791479902
13.25                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9363290656983      1.6382449279839      1.3701699602701      1.7292310699951      0.95106668151411     1.0825201275834
13.3                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.933863489477       1.6555412934535      1.3683844391893      1.7099354063882      0.93092460925778     1.0769510641186
13.35                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9312049809727      1.6724568651818      1.3666668461777      1.6894144269162      0.91285963981301     1.0726073165187
13.4                 1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9283545954342      1.6889651082676      1.3650202241479      1.6677392081489      0.89697812362185     1.0695164639695
13.45                1.4478054423839      1.412791422186       1.4067269055969      1.3561664814032      1.2837468270643      1.269939459991       1.9253134642723      1.7050401267728      1.3634474902794      1.6449848244854      0.8833735568993      1.0676981308152
