wavelength_nm,pathway,real,imag,magnitude
687.0,C_m1_n1_l1,84.39816216194572,2.446428578444606,84.43361172603903
688.0,C_m1_n1_l1,85.81113185626415,2.5239692896016335,85.84824268107067
689.0,C_m1_n1_l1,87.26350997092318,2.6050714470497147,87.30238581900063
690.0,C_m1_n1_l1,88.75702872466249,2.689961905001178,88.79778174639792
691.0,C_m1_n1_l1,90.29352904756905,2.7788865219786216,90.33628063057627
692.0,C_m1_n1_l1,91.87496963848307,2.8721121658069895,91.91985136174428
693.0,C_m1_n1_l1,93.50343697548313,2.969928976381641,93.55059168360667
694.0,C_m1_n1_l1,95.18115640170473,3.072652925607162,95.23073941730694
695.0,C_m1_n1_l1,96.91050442737567,3.180628720923514,96.96268492275141
696.0,C_m1_n1_l1,98.69402241088048,3.2942331072955717,98.74898496392042
697.0,C_m1_n1_l1,100.53443180757775,3.413878632774646,100.59237817146892
698.0,C_m1_n1_l1,102.43465120580345,3.5400179551671576,102.49580232759543
699.0,C_m1_n1_l1,104.39781540603839,3.6731487825025133,104.46241373590631
700.0,C_m1_n1_l1,106.42729684285042,3.8138195585601875,106.4956089841335
701.0,C_m1_n1_l1,108.52672970154515,3.962636027570568,108.59904946176667
702.0,C_m1_n1_l1,110.7000371444345,4.120268840469899,110.77668906000453
703.0,C_m1_n1_l1,112.95146213777873,4.28746240022937,113.03280556057804
704.0,C_m1_n1_l1,115.28560246292119,4.465045187695285,115.37203631628793
705.0,C_m1_n1_l1,117.70745060795196,4.6539418645754145,117.79941894382287
706.0,C_m1_n1_l1,120.22243937455333,4.855187519993312,120.32043789407705
707.0,C_m1_n1_l1,122.83649420513035,5.069944515814222,122.94107794386893
708.0,C_m1_n1_l1,125.5560934465257,5.299522499637281,125.66788587493964
709.0,C_m1_n1_l1,128.38833802974185,5.545402300945647,128.50804188345018
710.0,C_m1_n1_l1,131.34103237490103,5.809264616323977,131.4694426119137
711.0,C_m1_n1_l1,134.42277874660957,6.09302463891,134.56079813679136
712.0,C_m1_n1_l1,137.64308781288153,6.398874116214035,137.7917458072862
713.0,C_m1_n1_l1,141.0125088356479,6.729332758411431,141.17298455263
714.0,C_m1_n1_l1,144.54278378971622,7.087311507737662,144.71643420872545
715.0,C_m1_n1_l1,148.24703083410785,7.476190978304076,148.4354256324042
716.0,C_m1_n1_l1,152.13996403347306,7.899919471060016,152.34492897289266
717.0,C_m1_n1_l1,156.23815817059278,8.363136488061018,156.46182959577428
718.0,C_m1_n1_l1,160.5603700759734,8.87132980349301,160.80526400406137
719.0,C_m1_n1_l1,165.1279313707996,9.43103718333133,165.3970319599263
720.0,C_m1_n1_l1,169.965232222747,10.050108222751028,170.26210629444628
721.0,C_m1_n1_l1,175.10032215132512,10.738048181155685,175.42926921194953
722.0,C_m1_n1_l1,180.56566281836226,11.506475239139803,180.93191415961815
723.0,C_m1_n1_l1,186.39908016453256,12.369737067347598,186.80906691405306
724.0,C_m1_n1_l1,192.64498076857137,13.345754951373575,193.1067005324915
725.0,C_m1_n1_l1,199.3559222084403,14.457199001556226,199.87944947529823
726.0,C_m1_n1_l1,206.59466283146787,15.733154978452555,207.19287361302727
727.0,C_m1_n1_l1,214.43686740636113,17.211537723146566,215.12649100900754
728.0,C_m1_n1_l1,222.97471780716216,18.942667141787428,223.77790199130064
729.0,C_m1_n1_l1,232.32177864493426,20.994705508416274,233.26848585295647
730.0,C_m1_n1_l1,242.6195976548626,23.46216868981402,243.75139492080183
731.0,C_m1_n1_l1,254.0466538646315,26.479691919716768,255.42293637020737
732.0,C_m1_n1_l1,266.830276270376,30.24512550970631,268.5389430820473
733.0,C_m1_n1_l1,281.2615579671968,35.05988828859436,283.43828209496246
734.0,C_m1_n1_l1,297.71033799147864,41.40258961426322,300.575480992325
735.0,C_m1_n1_l1,316.625674965119,50.06899736770736,320.5600139514045
736.0,C_m1_n1_l1,338.4634347676369,62.44448002366338,344.1755507878677
737.0,C_m1_n1_l1,363.32203373771665,81.00807310340947,372.24347960338787
738.0,C_m1_n1_l1,389.5631304626793,109.93677400466869,404.7783676216357
739.0,C_m1_n1_l1,410.25018473722514,153.6893245635067,438.0931665316343
740.0,C_m1_n1_l1,412.5068435943552,208.0489889741162,462.0024651723514
741.0,C_m1_n1_l1,393.42059175466306,256.30159582240265,469.5426179141777
742.0,C_m1_n1_l1,365.07005255489787,289.5704322919098,465.9690746499808
743.0,C_m1_n1_l1,336.69224227682855,310.96997611434193,458.32738523238277
744.0,C_m1_n1_l1,311.0700129664237,325.11679076342784,449.961643480021
745.0,C_m1_n1_l1,288.4200575056856,334.9450311364139,442.0116553379065
746.0,C_m1_n1_l1,268.3416100196772,342.10221497368684,434.7886212377863
