Feature,paper_wavelength_nm,required_transition_energy_eV_one_photon,required_transition_energy_eV_two_photon,model_transition_energy_min_eV,model_transition_energy_max_eV,one_photon_band_nm,two_photon_band_nm,inside_one_photon_band,inside_two_photon_band,reachable,closest_transition,closest_resonance_order,extrapolated_k_needed_per_nm,extrapolated_k_needed_over_computed_kmax,extrapolated_fraction_of_bz_needed,model_transition_energy_min_at_k0_eV,governing_required_energy_eV,max_bound_subband_transition_energy_eV,electron_unbinding_k_per_nm,barrier_gap_eV,required_energy_above_barrier_gap_eV,reachable_with_bound_states_at_any_k,extrapolation_warning
P1,540.0,2.296003674074074,4.592007348148148,1.4933526957039993,1.80440315052035,687.1-830.2,1374.2-1660.5,False,False,no,DeltaE_22,one-photon,1.1169928781096166,2.010012335927021,0.2010012335927021,1.4933526957039993,2.296003674074074,1.9662359033843881,0.8609598708138061,2.1448955938038,0.15110808027027423,no - above the largest bound-subband transition in this structure,parabolic fit extrapolated beyond the computed k range; indicative only
Z1,605.0,2.0493255933884296,4.098651186776859,1.4933526957039993,1.80440315052035,687.1-830.2,1374.2-1660.5,False,False,no,DeltaE_22,one-photon,0.8789464296682793,1.5816512359883446,0.15816512359883447,1.4933526957039993,2.0493255933884296,1.9662359033843881,0.8609598708138061,2.1448955938038,-0.09557000041537034,no - above the largest bound-subband transition in this structure,parabolic fit extrapolated beyond the computed k range; indicative only
P2,760.0,1.6313710315789474,3.2627420631578947,1.4933526957039993,1.80440315052035,687.1-830.2,1374.2-1660.5,True,False,yes,DeltaE_21,one-photon,0.18614716856787109,0.33496910540067865,0.03349691054006786,1.4933526957039993,1.6313710315789474,1.9662359033843881,0.8609598708138061,2.1448955938038,-0.5135245622248525,yes (already inside the computed band),parabolic fit extrapolated beyond the computed k range; indicative only
P3,1080.0,1.148001837037037,2.296003674074074,1.4933526957039993,1.80440315052035,687.1-830.2,1374.2-1660.5,False,False,no,DeltaE_22,two-photon,1.1169928781096166,2.010012335927021,0.2010012335927021,1.4933526957039993,1.148001837037037,1.9662359033843881,0.8609598708138061,2.1448955938038,-0.9968937567667628,no - the required energy falls outside the bound-subband range at every k,parabolic fit extrapolated beyond the computed k range; indicative only
Z2,1330.0,0.9322120180451127,1.8644240360902253,1.4933526957039993,1.80440315052035,687.1-830.2,1374.2-1660.5,False,False,no,DeltaE_22,two-photon,0.6452970070534165,1.16120251966984,0.116120251966984,1.4933526957039993,1.8644240360902253,1.9662359033843881,0.8609598708138061,2.1448955938038,-0.28047155771357457,"yes via two-photon, but only beyond the computed k cutoff",parabolic fit extrapolated beyond the computed k range; indicative only
P4,1520.0,0.8156855157894737,1.6313710315789474,1.4933526957039993,1.80440315052035,687.1-830.2,1374.2-1660.5,False,True,yes,DeltaE_21,two-photon,0.18614716856787109,0.33496910540067865,0.03349691054006786,1.4933526957039993,1.6313710315789474,1.9662359033843881,0.8609598708138061,2.1448955938038,-0.5135245622248525,yes (already inside the computed band),parabolic fit extrapolated beyond the computed k range; indicative only
