transition,k_per_nm,transition_energy_eV,one_photon_fundamental_wavelength_nm,two_photon_fundamental_wavelength_nm
DeltaE_11,0.12040479516699042,1.5045175139385483,824.0794625822107,1648.1589251644214
DeltaE_11,0.12225717663109796,1.5048563351262179,823.8939195667555,1647.787839133511
DeltaE_11,0.1241095580952055,1.5051998640413378,823.7058838174014,1647.4117676348028
DeltaE_11,0.12596193955931306,1.5055480783694082,823.5153710101506,1647.0307420203012
DeltaE_11,0.1278143210234206,1.50590095538473,823.322397066443,1646.644794132886
DeltaE_11,0.12966670248752815,1.5062584719491023,823.1269781524574,1646.2539563049147
DeltaE_11,0.1315190839516357,1.5066206045109274,822.929130678174,1645.858261356348
DeltaE_11,0.13337146541574324,1.5069873291045486,822.7288712962944,1645.4577425925888
DeltaE_11,0.13522384687985078,1.5073586213496186,822.5262169011286,1645.0524338022572
DeltaE_11,0.13707622834395833,1.5077344564509407,822.3211846272116,1644.642369254423
DeltaE_11,0.13892860980806587,1.5081148091988135,822.1137918476306,1644.2275836952613
DeltaE_11,0.14078099127217342,1.5084996539701354,821.904056171927,1643.808112343854
DeltaE_11,0.14263337273628096,1.5088889647286592,821.6919954444502,1643.3839908889004
DeltaE_11,0.1444857542003885,1.5092827150273829,821.4776277415382,1642.9552554830764
DeltaE_11,0.14633813566449605,1.5096808780102071,821.2609713690895,1642.521942738179
DeltaE_11,0.1481905171286036,1.5100834264143124,821.0420448597353,1642.0840897194705
DeltaE_11,0.15004289859271114,1.510490332574536,820.8208669689197,1641.6417339378395
DeltaE_11,0.15189528005681868,1.510901568425309,820.5974566723032,1641.1949133446064
DeltaE_11,0.15374766152092623,1.5113171055065824,820.3718331609941,1640.7436663219883
DeltaE_11,0.15560004298503377,1.5117369149685564,820.1440158374321,1640.2880316748642
DeltaE_11,0.15745242444914131,1.512160967577282,819.9140243108001,1639.8280486216001
DeltaE_11,0.15930480591324886,1.5125892337219073,819.6818783915462,1639.3637567830924
DeltaE_11,0.1611571873773564,1.513021683421232,819.4475980862893,1638.8951961725786
DeltaE_11,0.16300956884146395,1.5134582863332096,819.2112035911332,1638.4224071822664
DeltaE_11,0.1648619503055715,1.513899011763087,818.9727152857325,1637.945430571465
DeltaE_11,0.16671433176967904,1.514343828674021,818.7321537260294,1637.4643074520588
DeltaE_11,0.16856671323378658,1.514792705698797,818.4895396364115,1636.979079272823
DeltaE_11,0.17041909469789412,1.5152456111505732,818.2448939024162,1636.4897878048323
DeltaE_11,0.17227147616200167,1.5157025130371993,817.9982375615244,1635.9964751230489
DeltaE_11,0.1741238576261092,1.5161633790748763,817.7495917943369,1635.4991835886738
DeltaE_11,0.17597623909021676,1.5166281767034038,817.4989779149208,1634.9979558298417
DeltaE_11,0.1778286205543243,1.5170968731032815,817.2464173601893,1634.4928347203786
DeltaE_11,0.17968100201843185,1.5175694352125102,816.9919316794776,1633.9838633589552
DeltaE_11,0.1815333834825394,1.5180458297455885,816.7355425229747,1633.4710850459494
DeltaE_11,0.18338576494664693,1.518526023213207,816.4772716298218,1632.9545432596435
DeltaE_11,0.18523814641075448,1.5190099819445346,816.2171408148615,1632.434281629723
DeltaE_11,0.18709052787486202,1.519497672107512,815.9551719565106,1631.9103439130213
DeltaE_11,0.18894290933896957,1.5199890597331909,815.6913869825066,1631.3827739650133
DeltaE_11,0.1907952908030771,1.5204841107408194,815.4258078553148,1630.8516157106296
DeltaE_11,0.19264767226718466,1.5209827909628997,815.1584565576095,1630.316913115219
DeltaE_11,0.1945000537312922,1.5214850661719297,814.8893550769159,1629.7787101538318
DeltaE_11,0.19635243519539974,1.5219909021087596,814.6185253894539,1629.2370507789078
DeltaE_11,0.19820481665950732,1.5225002645115397,814.345989443738,1628.691978887476
DeltaE_11,0.20005719812361486,1.523013119144842,814.0717691441572,1628.1435382883144
DeltaE_11,0.2019095795877224,1.5235294318324717,813.7958863326616,1627.591772665323
DeltaE_11,0.20376196105182995,1.524049168487002,813.5183627722813,1627.0367255445626
DeltaE_11,0.2056143425159375,1.5245722951437317,813.2392201283667,1626.4784402567334
DeltaE_11,0.20746672398004504,1.5250987779940626,812.9584799502275,1625.916959900455
DeltaE_11,0.20931910544415258,1.5256285834190935,812.6761636527461,1625.3523273054923
DeltaE_11,0.21117148690826013,1.5261616780249252,812.3922924971738,1624.7845849943476
DeltaE_11,0.21302386837236767,1.526698028677307,812.1068875723712,1624.2137751447424
DeltaE_11,0.2148762498364752,1.5272376025374383,811.8199697755342,1623.6399395510684
DeltaE_11,0.21672863130058276,1.5277803670978205,811.531559792991,1623.063119585982
DeltaE_11,0.2185810127646903,1.5283262902187076,811.2416780807832,1622.4833561615665
DeltaE_11,0.22043339422879785,1.5288753401647883,810.9503448452294,1621.9006896904589
DeltaE_11,0.2222857756929054,1.5294274856403711,810.6575800243846,1621.3151600487693
DeltaE_11,0.22413815715701293,1.5299826958267029,810.3634032684747,1620.7268065369494
DeltaE_11,0.22599053862112048,1.530540940417586,810.0678339213387,1620.1356678426773
DeltaE_11,0.22784292008522802,1.531102189655819,809.7708910015407,1619.5417820030814
DeltaE_11,0.22969530154933557,1.5316664143682528,809.4725931843225,1618.945186368645
DeltaE_11,0.2315476830134431,1.5322335860013356,809.1729587834017,1618.3459175668033
DeltaE_11,0.23340006447755066,1.5328036766552198,808.8720057336382,1617.7440114672763
DeltaE_11,0.2352524459416582,1.5333766591181932,808.5697515736315,1617.139503147263
DeltaE_11,0.23710482740576574,1.5339525069006268,808.2662134286812,1616.5324268573625
DeltaE_11,0.2389572088698733,1.5345311942660105,807.9614079953831,1615.9228159907661
DeltaE_11,0.24080959033398083,1.535112696263794,807.6553515253762,1615.3107030507524
DeltaE_11,0.24266197179808838,1.5356969887604268,807.3480598101385,1614.696119620277
DeltaE_11,0.24451435326219592,1.5362840484683624,807.0395481669517,1614.0790963339034
DeltaE_11,0.24636673472630347,1.5368738529757966,806.7298314245758,1613.4596628491515
DeltaE_11,0.248219116190411,1.5374663807737812,806.4189239103952,1612.8378478207903
DeltaE_11,0.2500714976545186,1.538061611283367,806.1068394376423,1612.2136788752846
DeltaE_11,0.2519238791186261,1.5386595248799786,805.7935912941591,1611.5871825883182
DeltaE_11,0.25377626058273367,1.539260102919213,805.479192230499,1610.958384460998
DeltaE_11,0.2556286420468412,1.5398633277577478,805.1636544506729,1610.3273089013458
DeltaE_11,0.25748102351094876,1.5404691827750334,804.8469896025607,1609.6939792051214
DeltaE_11,0.2593334049750563,1.541077652393518,804.5292087691671,1609.0584175383342
DeltaE_11,0.26118578643916385,1.5416887220963045,804.2103224612896,1608.4206449225792
DeltaE_11,0.2630381679032714,1.54230237844309,803.8903406111501,1607.7806812223002
DeltaE_11,0.26489054936737894,1.542918609085675,803.5692725663125,1607.138545132625
DeltaE_11,0.2667429308314865,1.5435374027798625,803.2471270855413,1606.4942541710825
DeltaE_11,0.268595312295594,1.54415874939635,802.923912335236,1605.847824670472
DeltaE_11,0.27044769375970157,1.544782639928698,802.5996358874344,1605.1992717748687
DeltaE_11,0.2723000752238091,1.5454090665015847,802.274304717709,1604.548609435418
DeltaE_11,0.27415245668791666,1.5460380223724206,801.9479252065513,1603.8958504131026
DeltaE_11,0.2760048381520242,1.5466695019344576,801.6205031400061,1603.2410062800122
DeltaE_11,0.27785721961613175,1.5473035007155949,801.2920437125632,1602.5840874251264
DeltaE_11,0.2797096010802393,1.5479400153752314,800.9625515310787,1601.9251030621574
DeltaE_11,0.28156198254434683,1.5485790436976696,800.6320306204905,1601.264061240981
DeltaE_11,0.2834143640084544,1.549220584584107,800.3004844302673,1600.6009688605345
DeltaE_11,0.2852667454725619,1.5498646380403462,799.9679158430653,1599.9358316861305
DeltaE_11,0.28711912693666947,1.5505112051625332,799.6343271843917,1599.2686543687835
DeltaE_11,0.288971508400777,1.5511602881214714,799.2997202329811,1598.5994404659623
DeltaE_11,0.29082388986488455,1.5518118901402094,798.9640962346153,1597.9281924692307
DeltaE_11,0.2926762713289921,1.552466015472646,798.6274559153776,1597.2549118307552
DeltaE_11,0.29452865279309964,1.5531226693783353,798.2897994968234,1596.5795989936469
DeltaE_11,0.2963810342572072,1.5537818580937741,797.9511267129078,1595.9022534258156
DeltaE_11,0.29823341572131473,1.5544435888014116,797.611436828023,1595.222873656046
DeltaE_11,0.3000857971854223,1.5551078695971015,797.2707286557695,1594.541457311539
DeltaE_11,0.3019381786495298,1.5557747094542411,796.9290005793536,1593.858001158707
DeltaE_11,0.30379056011363736,1.55644411818598,796.5862505728929,1593.1725011457859
DeltaE_11,0.3056429415777449,1.5571161064053567,796.2424762236968,1592.4849524473937
DeltaE_11,0.30749532304185245,1.5577906854852455,795.8976747545495,1591.795349509099
DeltaE_11,0.30934770450596,1.5584678675135344,795.5518430483362,1591.1036860966724
DeltaE_11,0.31120008597006754,1.559147665249274,795.2049776720659,1590.4099553441317
DeltaE_11,0.3130524674341751,1.5598300920780652,794.8570749011758,1589.7141498023516
DeltaE_11,0.31490484889828263,1.5605151619646547,794.5081307451499,1589.0162614902997
DeltaE_11,0.3167572303623902,1.5612028894065444,794.1581409725037,1588.3162819450074
DeltaE_11,0.3186096118264977,1.5618932893865856,793.80710113617,1587.61420227234
DeltaE_11,0.32046199329060526,1.562586377325327,793.4550065988898,1586.9100131977796
DeltaE_11,0.3223143747547128,1.5632821690331906,793.1018525585697,1586.2037051171394
DeltaE_11,0.32416675621882035,1.563980680664932,792.7476340723591,1585.4952681447182
DeltaE_11,0.3260191376829279,1.5646819286711213,792.3923460821177,1584.7846921642354
DeltaE_11,0.32787151914703544,1.565385929753112,792.0359834379926,1584.0719668759853
DeltaE_11,0.329723900611143,1.5660927008187542,791.6785409215,1583.357081843
DeltaE_11,0.33157628207525053,1.5668022589379451,791.3200132685715,1582.640026537143
DeltaE_11,0.33342866353935807,1.567514621300438,790.9603951913429,1581.9207903826857
DeltaE_11,0.3352810450034656,1.5682298051744799,790.59968139941,1581.19936279882
DeltaE_11,0.33713342646757316,1.5689478278676716,790.2378666198539,1580.4757332397078
DeltaE_11,0.3389858079316807,1.569668706688975,789.8749456165806,1579.7498912331612
DeltaE_11,0.34083818939578825,1.5703924589131661,789.5109132083261,1579.0218264166522
DeltaE_11,0.3426905708598958,1.571119101745408,789.145764286502,1578.291528573004
DeltaE_11,0.34454295232400334,1.5718486522892512,788.7794938312211,1577.5589876624422
DeltaE_11,0.3463953337881109,1.5725811275165438,788.412096926274,1576.824193852548
DeltaE_11,0.3482477152522184,1.5733165442387371,788.0435687733208,1576.0871375466415
DeltaE_11,0.35010009671632597,1.5740549190797797,787.6739047052031,1575.3478094104062
DeltaE_11,0.3519524781804335,1.574796268451823,787.3031001977716,1574.6062003955433
DeltaE_11,0.35380485964454106,1.575540608532317,786.9311508809462,1573.8623017618925
DeltaE_11,0.3556572411086486,1.5762879552429616,786.5580525487801,1573.1161050975602
DeltaE_11,0.35750962257275615,1.5770383242304504,786.183801168567,1572.367602337134
DeltaE_11,0.3593620040368637,1.5777917308506935,785.8083928881542,1571.6167857763085
DeltaE_11,0.36121438550097124,1.578548190150638,785.4318240444004,1570.8636480888008
DeltaE_11,0.3630667669650788,1.579307716856682,785.0540911682982,1570.1081823365964
DeltaE_11,0.3649191484291863,1.5800703253612267,784.6751909909813,1569.3503819819625
DeltaE_11,0.36677152989329387,1.5808360297128214,784.2951204479033,1568.5902408958066
DeltaE_11,0.3686239113574014,1.5816048436063168,783.9138766829777,1567.8277533659555
DeltaE_11,0.37047629282150896,1.5823767803753621,783.5314570515212,1567.0629141030424
DeltaE_11,0.3723286742856165,1.5831518529857078,783.1478591227694,1566.2957182455389
DeltaE_11,0.37418105574972405,1.5839300740302336,782.763080681513,1565.526161363026
DeltaE_11,0.3760334372138316,1.584711455725429,782.3771197289942,1564.7542394579884
DeltaE_11,0.37788581867793913,1.5854960099069737,781.9899744842298,1563.9799489684597
DeltaE_11,0.3797382001420467,1.5862837480288696,781.6016433835632,1563.2032867671264
DeltaE_11,0.3815905816061542,1.5870746811621648,781.212125080406,1562.424250160812
DeltaE_11,0.38344296307026177,1.5878688199948616,780.8214184443868,1561.6428368887737
DeltaE_11,0.3852953445343693,1.5886661748323596,780.4295225602283,1560.8590451204566
DeltaE_11,0.38714772599847685,1.5894667555992554,780.0364367259518,1560.0728734519037
DeltaE_11,0.3890001074625844,1.5902705718410541,779.6421604511232,1559.2843209022465
DeltaE_11,0.39085248892669194,1.5910776327265155,779.2466934547841,1558.4933869095682
DeltaE_11,0.3927048703907995,1.5918879470526617,778.850035662081,1557.700071324162
DeltaE_11,0.39455725185490703,1.592701523245959,778.4521872027715,1556.904374405543
DeltaE_11,0.39640963331901463,1.5935183693678063,778.0531484076225,1556.106296815245
DeltaE_11,0.3982620147831222,1.5943384931195044,777.6529198050728,1555.3058396101455
DeltaE_11,0.4001143962472297,1.5951619018460028,777.251502118496,1554.503004236992
DeltaE_11,0.40196677771133726,1.5959886025423,776.8488962621785,1553.697792524357
DeltaE_11,0.4038191591754448,1.5968186018578496,776.4451033382779,1552.8902066765559
DeltaE_11,0.40567154063955235,1.5976519061030985,776.0401246327522,1552.0802492655043
DeltaE_11,0.4075239221036599,1.598488521254949,775.6339616118241,1551.2679232236483
DeltaE_11,0.40937630356776744,1.5993284529623937,775.2266159183725,1550.453231836745
DeltaE_11,0.411228685031875,1.6001717065543415,774.8180893672724,1549.6361787345447
DeltaE_11,0.41308106649598253,1.6010182870437413,774.4083839425433,1548.8167678850866
DeltaE_11,0.4149334479600901,1.601868199135091,773.9975017928691,1547.9950035857382
DeltaE_11,0.4167858294241976,1.6027214472308418,773.5854452276676,1547.1708904553352
DeltaE_11,0.41863821088830516,1.6035780354373403,773.1722167133969,1546.3444334267938
DeltaE_11,0.4204905923524127,1.6044379675720415,772.757818869262,1545.515637738524
DeltaE_11,0.42234297381652025,1.605301247169143,772.3422544636983,1544.6845089273966
DeltaE_11,0.4241953552806278,1.6061678774864931,771.9255264102546,1543.8510528205093
DeltaE_11,0.42604773674473534,1.6070378615114744,771.5076377639842,1543.0152755279685
DeltaE_11,0.4279001182088429,1.6079112019690247,771.0885917168249,1542.1771834336498
DeltaE_11,0.4297524996729504,1.6087879013253255,770.6683915950736,1541.3367831901471
DeltaE_11,0.43160488113705797,1.6096679617957266,770.2470408548415,1540.494081709683
DeltaE_11,0.4334572626011655,1.610551385350629,769.8245430785058,1539.6490861570117
DeltaE_11,0.43530964406527306,1.6114381737212309,769.4009019712398,1538.8018039424796
DeltaE_11,0.4371620255293806,1.612328328405982,768.9761213572203,1537.9522427144407
DeltaE_11,0.43901440699348815,1.6132218506760356,768.5502051763278,1537.1004103526557
DeltaE_11,0.4408667884575957,1.6141187415811387,768.123157480653,1536.246314961306
DeltaE_11,0.44271916992170324,1.6150190019553912,767.6949824310789,1535.3899648621577
DeltaE_11,0.4445715513858108,1.6159226324224574,767.2656842941386,1534.5313685882772
DeltaE_11,0.4464239328499183,1.6168296334024592,766.8352674380892,1533.6705348761784
DeltaE_11,0.44827631431402587,1.617740005115262,766.4037363307124,1532.8074726614248
DeltaE_11,0.4501286957781334,1.6186537475866158,765.9710955357716,1531.9421910715432
DeltaE_11,0.45198107724224096,1.6195708606536692,765.5373497097833,1531.0746994195665
DeltaE_11,0.4538334587063485,1.6204913439695232,765.1025035992543,1530.2050071985086
DeltaE_11,0.45568584017045605,1.6214151970083277,764.6665620376781,1529.3331240753562
DeltaE_11,0.4575382216345636,1.6223424190697824,764.2295299428232,1528.4590598856464
DeltaE_11,0.45939060309867114,1.6232730092840366,763.7914123138469,1527.5828246276938
DeltaE_11,0.4612429845627787,1.624206966615687,763.3522142288463,1526.7044284576925
DeltaE_11,0.4630953660268862,1.6251442898702415,762.9119408412633,1525.8238816825267
DeltaE_11,0.46494774749099377,1.6260849776953465,762.4705973787625,1524.941194757525
DeltaE_11,0.4668001289551013,1.627029028586801,762.0281891398705,1524.056378279741
DeltaE_11,0.46865251041920886,1.6279764408925572,761.5847214915743,1523.1694429831487
DeltaE_11,0.4705048918833164,1.6289272128164123,761.1401998670757,1522.2803997341514
DeltaE_11,0.47235727334742394,1.6298813424223686,760.6946297632438,1521.3892595264876
DeltaE_11,0.4742096548115315,1.6308388276373256,760.248016738859,1520.496033477718
DeltaE_11,0.47606203627563903,1.6317996662559315,759.8003664118569,1519.6007328237138
DeltaE_11,0.4779144177397466,1.6327638559429172,759.3516844577606,1518.7033689155212
DeltaE_11,0.4797667992038541,1.6337313942390737,758.9019766064243,1517.8039532128487
DeltaE_11,0.48161918066796167,1.6347022785609793,758.4512486416974,1516.9024972833947
DeltaE_11,0.4834715621320692,1.6356765062068856,757.9995063982311,1515.9990127964622
DeltaE_11,0.48532394359617675,1.6366540743588924,757.5467557600231,1515.0935115200461
DeltaE_11,0.4871763250602843,1.6376349800863998,757.0930026583761,1514.1860053167522
DeltaE_11,0.48902870652439184,1.6386192203491579,756.6382530700552,1513.2765061401103
DeltaE_11,0.4908810879884994,1.6396067919995665,756.1825130157977,1512.3650260315953
DeltaE_11,0.49273346945260693,1.6405976917862242,755.7257885582583,1511.4515771165165
DeltaE_11,0.4945858509167145,1.6415919163562336,755.2680858005338,1510.5361716010675
DeltaE_11,0.496438232380822,1.6425894622574537,754.809410884723,1509.618821769446
DeltaE_11,0.49829061384492956,1.6435903259430613,754.3497699894311,1508.6995399788623
DeltaE_11,0.5001429953090372,1.64459450377137,753.8891693294654,1507.7783386589308
DeltaE_11,0.5019953767731447,1.645601992009379,753.4276151538204,1506.8552303076408
DeltaE_11,0.5038477582372523,1.6466127868358869,752.965113743875,1505.93022748775
DeltaE_11,0.5057001397013597,1.6476268843423472,752.5016714126314,1505.0033428252627
DeltaE_11,0.5075525211654673,1.6486442805363557,752.0372945027553,1504.0745890055107
DeltaE_11,0.5094049026295748,1.6496649713430167,751.5719893855955,1503.143978771191
DeltaE_11,0.5112572840936824,1.6506889526072777,751.1057624597664,1502.2115249195328
DeltaE_11,0.5131096655577899,1.651716220095232,750.6386201502082,1501.2772403004165
DeltaE_11,0.5149620470218975,1.6527467694983935,750.1705689059027,1500.3411378118053
DeltaE_11,0.516814428486005,1.653780596432202,749.7016152002185,1499.403230400437
DeltaE_11,0.5186668099501126,1.6548176964403123,749.2317655286341,1498.4635310572683
DeltaE_11,0.5205191914142201,1.6558580649952732,748.7610264081069,1497.5220528162138
DeltaE_11,0.5223715728783277,1.6569016975007853,748.2894043757324,1496.5788087514647
DeltaE_11,0.5242239543424352,1.657948589292745,747.8169059879593,1495.6338119759187
DeltaE_11,0.5260763358065428,1.6589987356417577,747.3435378191467,1494.6870756382934
DeltaE_11,0.5279287172706503,1.6600521317535692,746.8693064610661,1493.7386129221322
DeltaE_11,0.5297810987347579,1.66110877277076,746.394218521839,1492.788437043678
DeltaE_11,0.5316334801988654,1.6621686537764722,745.9182806239685,1491.836561247937
DeltaE_11,0.533485861662973,1.6632317697917334,745.4414994052531,1490.8829988105063
DeltaE_11,0.5353382431270804,1.664298115779696,744.9638815165978,1489.9277630331956
DeltaE_11,0.537190624591188,1.665367686646508,744.4854336213456,1488.9708672426912
DeltaE_11,0.5390430060552955,1.6664404772416714,744.0061623948405,1488.012324789681
DeltaE_11,0.5408953875194031,1.6675164823600839,743.5260745232447,1487.0521490464894
DeltaE_11,0.5427477689835106,1.6685956967433473,743.0451767026864,1486.0903534053728
DeltaE_11,0.5446001504476182,1.6696781150799112,742.5634756389338,1485.1269512778676
DeltaE_11,0.5464525319117257,1.670763732007026,742.0809780462655,1484.161956092531
DeltaE_11,0.5483049133758333,1.671852542111052,741.5976906470778,1483.1953812941556
DeltaE_11,0.5501572948399408,1.672944539930465,741.1136201702992,1482.2272403405984
DeltaE_11,0.5520096763040484,1.6740397199537782,740.6287733520659,1481.2575467041318
DeltaE_11,0.5538620577681559,1.6751380766223918,740.1431569342129,1480.2863138684259
DeltaE_11,0.5557144392322635,1.6762396043313998,739.6567776636784,1479.3135553273569
DeltaE_12,0.0,1.5283667159019991,811.2202205347573,1622.4404410695147
DeltaE_12,0.0018523814641075449,1.5283679062605993,811.2195887215911,1622.4391774431822
DeltaE_12,0.0037047629282150898,1.5283714336174004,811.2177164928445,1622.435432985689
DeltaE_12,0.005557144392322634,1.5283773160701017,811.2145942600047,1622.4291885200093
DeltaE_12,0.0074095258564301795,1.5283855586344521,811.210219389765,1622.42043877953
DeltaE_12,0.009261907320537725,1.5283961683079965,811.2045882086734,1622.4091764173468
DeltaE_12,0.011114288784645269,1.528409154044646,811.1976960167996,1622.3953920335991
DeltaE_12,0.012966670248752815,1.5284245267237981,811.1895371043431,1622.3790742086862
DeltaE_12,0.014819051712860359,1.5284422991120974,811.1801047721929,1622.3602095443857
DeltaE_12,0.016671433176967905,1.5284624858193492,811.1693913556351,1622.3387827112701
DeltaE_12,0.01852381464107545,1.5284851032488997,811.1573882510424,1622.314776502085
DeltaE_12,0.020376196105182993,1.5285101728654025,811.1440841821473,1622.2881683642945
DeltaE_12,0.022228577569290538,1.5285377115426035,811.1294703228168,1622.2589406456336
DeltaE_12,0.024080959033398082,1.528567740349907,811.113535634468,1622.227071268936
DeltaE_12,0.02593334049750563,1.528600282266709,811.0962680796338,1622.1925361592675
DeltaE_12,0.027785721961613174,1.5286353617451918,811.0776548545341,1622.1553097090682
DeltaE_12,0.029638103425720718,1.5286730046350934,811.0576824295807,1622.1153648591614
DeltaE_12,0.031490484889828266,1.528713238106595,811.0363365909114,1622.072673181823
DeltaE_12,0.03334286635393581,1.5287560905707984,811.0136024832302,1622.0272049664604
DeltaE_12,0.035195247818043354,1.5288015915989999,810.9894646533108,1621.9789293066217
DeltaE_12,0.0370476292821509,1.5288497718411542,810.9639070939539,1621.9278141879079
DeltaE_12,0.03890001074625844,1.528900662943956,810.936913288166,1621.873826576332
DeltaE_12,0.04075239221036599,1.528954297468461,810.9084662536015,1621.816932507203
DeltaE_12,0.04260477367447353,1.5290107088094138,810.8785485861138,1621.7570971722275
DeltaE_12,0.044457155138581075,1.5290699311138365,810.8471425037123,1621.6942850074247
DeltaE_12,0.04630953660268862,1.529131999202788,810.8142298888476,1621.6284597776953
