Feature,wavelength_nm,electron_real,electron_imag,electron_abs,heavy_hole_signed_real,heavy_hole_signed_imag,heavy_hole_signed_abs,total_real,total_imag,total_abs,phase_difference_deg,cancellation_ratio
P1,540.0,20.946259967195346,0.19369728037910983,20.947155540783015,-19.42372408696649,-0.17737900225109862,19.424533989700805,1.5225358802288547,0.016318278128011204,1.5226233259691369,-179.99339639245204,0.0377151252196031
Z1,605.0,40.3196822312466,0.5842110619670293,40.32391446516109,-37.007826666907334,-0.5230857941082983,37.01152325095328,3.311855564339268,0.06112526785873107,3.3124195956152316,-179.97966348568093,0.04283184647864252
P2,760.0,27.1949613850052,379.44527842011416,380.4185658456352,-53.2055261073474,-377.81118174734627,381.539142240591,-26.010564722342203,1.634096672767896,26.061844698929193,-176.08339182498116,0.03420379428195237
P3,1080.0,-133.86775662511002,0.48639554529147044,133.8686402577772,126.4625936002977,-0.489206311097045,126.46353981653714,-7.405163024812325,-0.0028107658055745444,7.405163558251231,-179.98653658747452,0.028445056451097805
Z2,1330.0,-272.1269927508607,-5.404385104763041,272.1806524387573,246.91834564029796,4.3725535385043965,246.9570582878504,-25.208647110562765,-1.0318315662586448,25.229755558189865,-179.8767836525972,0.04859935049387416
P4,1520.0,-151.21380853204636,-758.4581492364199,773.3850140996409,196.95155648550877,755.4057808666099,780.6585741338894,45.73774795346242,-3.052368369809983,45.83948669563689,-176.66221703045093,0.029496911825840286
