case,major_peak_count,peak_wavelengths_nm,dominant_peak_nm,normalized_RMSE,spectral_correlation,rank1_peak_nm,rank1_peak_norm,rank2_peak_nm,rank2_peak_norm,rank3_peak_nm,rank3_peak_norm,Z1_minimum_nm,Z1_minimum_norm,Z2_minimum_nm,Z2_minimum_norm,N_k,fraction_of_bz
Nk=101,3,752.0;1377.0;1503.0,1503.0,0.2623516211977611,0.24763796458491966,1503.0,1.0,1377.0,0.9037808648849883,752.0,0.5298148697744566,550.0,0.02080660164561322,1250.0,0.1632645643085584,101,0.1
Nk=201,3,752.0;1376.0;1503.0,1503.0,0.26238490477880927,0.24756834598534982,1503.0,1.0,1376.0,0.9067561145772979,752.0,0.5298163830544701,550.0,0.020805769651132837,1250.0,0.16325635011373157,201,0.1
Nk=301,3,752.0;1376.0;1503.0,1503.0,0.2623911178693678,0.24755539373508834,1503.0,1.0,1376.0,0.9075002905390831,752.0,0.5298169782402193,550.0,0.020805620815258073,1250.0,0.16325487004214348,301,0.1
