wavelength_nm,real_chi2_pm_per_V,imag_chi2_pm_per_V,abs_chi2_pm_per_V
400.0,0.4272664959173893,0.0021383824919515002,0.42727184697005993
401.0,0.4313534370151323,0.002170679886060315,0.43135889868639016
402.0,0.4354799943080057,0.0022034794137889557,0.43548556895037027
403.0,0.4396466255383455,0.0022367897197912287,0.43965231555799267
404.0,0.44385379520868656,0.0022706196212847808,0.4438596030668022
405.0,0.4481019747063316,0.0023049781120816444,0.4481079029205031
406.0,0.45239164243070024,0.0023398743667279545,0.45239769357634724
407.0,0.4567232839235281,0.0023753177447562225,0.4567294606353746
408.0,0.46109739200199384,0.0024113177950536497,0.46110369697558173
409.0,0.46551446689485293,0.002447884260350166,0.4655209028880993
410.0,0.4699750163816536,0.0024850270818298605,0.46998158621645275
411.0,0.4744795559351251,0.0025227564038697997,0.47448626249899667
412.0,0.4790286088668109,0.002561082578910162,0.479035455114596
413.0,0.4836227064760537,0.0026000161724599436,0.48362969543166007
414.0,0.48826238820240037,0.0026395679682424916,0.48826952296059856
415.0,0.4929482017815384,0.0026797489734854047,0.4929554855098107
416.0,0.49768070340484966,0.002720570424359379,0.49768813934529305
417.0,0.5024604578826877,0.002762043791570878,0.502468049353973
418.0,0.5072880388114697,0.0028041807861135396,0.507295789210859
419.0,0.5121640287447077,0.0028469933651835673,0.5121719415501313
420.0,0.5170890193680664,0.0028904937382643967,0.5170970981402617
421.0,0.5220636116785787,0.0029346943733862298,0.5220718600632934
422.0,0.5270884161681211,0.0029796080035662084,0.5270968378983821
423.0,0.5321640530112807,0.0030252476334351936,0.532172651909732
424.0,0.5372911522577272,0.0030716265460573374,0.5372999322390378
425.0,0.5424703540292269,0.003118758309948944,0.5424793191025725
426.0,0.5477023087214248,0.0031666567863032277,0.5477114629930445
427.0,0.552987677210533,0.0032153361364279627,0.5529970248863649
428.0,0.5583271310650695,0.003264810829403204,0.5583366764534666
429.0,0.5637213527627866,0.00331509564996655,0.563731100277317
430.0,0.5691710359129472,0.0033662057066337126,0.5691809900752807
431.0,0.5746768854840989,0.0034181564400624794,0.574687050926983
432.0,0.58023961803751,0.0034709636316684433,0.5802499995078396
433.0,0.585859961966432,0.0035246434125011604,0.5858705643284141
434.0,0.5915386577413626,0.0035792122723898494,0.5915494859797815
435.0,0.5972764581614852,0.003634687069368005,0.5972875173850702
436.0,0.6030741286124698,0.0036910850393866985,0.60308542405737
437.0,0.6089324473308261,0.003748423806326721,0.6089439843641952
438.0,0.6148522056750084,0.003806721392320183,0.6148639897987047
439.0,0.620834208403468,0.0038659962283925224,0.6208462452578728
440.0,0.6268792739598743,0.0039262671654363675,0.6268915693278332
441.0,0.6329882347657174,0.003987553485529194,0.6330007945766094
442.0,0.6391619375205169,0.004049874913607065,0.6391747678544554
443.0,0.6454012435098803,0.004113251629507527,0.6454143506020512
444.0,0.6517070289216396,0.004177704280394856,0.6517204191667814
445.0,0.6580801851703297,0.004243253993581828,0.6580938651273612
446.0,0.6645216192302651,0.004309922389762458,0.6645355956270659
447.0,0.6710322539774805,0.00437773159667091,0.6710465337158298
448.0,0.6776130285408221,0.004446704263182383,0.6776276187015027
449.0,0.6842648986624733,0.0045168635738724264,0.6842798065105457
450.0,0.6909888370682219,0.004588233264051838,0.6910040700584759
451.0,0.6977858338477718,0.004660837635295067,0.6978013996303625
452.0,0.7046568968454322,0.004734701571480746,0.7046728032717063
453.0,0.7116030520615111,0.004809850555363838,0.7116193071900331
454.0,0.7186253440647672,0.004886310685699673,0.7186419561675496
455.0,0.7257248364162799,0.004964108694941071,0.7257418139852295
456.0,0.7329026121051068,0.005043271967530639,0.7329199638586925
457.0,0.740159773996127,0.00512382855881135,0.7401775088862792
458.0,0.7474974452904659,0.005205807214579431,0.747515572509716
459.0,0.7549167699989253,0.005289237391304783,0.7549352989877953
460.0,0.7624189134288555,0.0053741492770451715,0.7624378538835074
461.0,0.7700050626849174,0.005460573813081658,0.7700244245650729
462.0,0.7776764271842083,0.005548542716303935,0.7776962207213494
463.0,0.7854342391862396,0.005638088502375576,0.7854544748921019
464.0,0.7932797543382795,0.005729244509710595,0.7933004430136498
465.0,0.8012142522365739,0.005822044924293971,0.8012354049804046
466.0,0.8092390370040177,0.005916524805380588,0.8092606652228703
467.0,0.8173554378848263,0.0060127201121083895,0.8173775533026599
468.0,0.8255648098568198,0.006110667731063244,0.8255874245251356
469.0,0.8338685342619209,0.0062104055048349495,0.8338916605702799
470.0,0.8422680194555329,0.006311972261605452,0.8422916701424615
471.0,0.850764701475446,0.006415407845812353,0.8507888896397466
472.0,0.8593600447309836,0.006520753149932918,0.8593847838434658
473.0,0.868055542713119,0.0066280501474358785,0.8680808466287714
474.0,0.8768527187263022,0.006737341926950494,0.8768786016969216
475.0,0.8857531266428104,0.006848672727705067,0.8857796033301093
476.0,0.8947583516804284,0.006962087976289209,0.8947854371696417
477.0,0.9038700112043192,0.00707763432479713,0.9038977210183305
478.0,0.9130897555539904,0.007195359690411967,0.9131181056680019
479.0,0.9224192688962749,0.007315313296494001,0.9224482757530441
480.0,0.9318602701053096,0.007437545715238943,0.9318899506309781
481.0,0.9414145136705264,0.00756210891197572,0.9414448852910671
482.0,0.9510837906337145,0.007689056291176483,0.9511148712920244
483.0,0.9608699295562595,0.00781844274425568,0.9609017377299285
484.0,0.9707747975177229,0.007950324699238516,0.9708073522375071
485.0,0.9808003011469617,0.008084760172383488,0.980833622015995
486.0,0.9909483876870593,0.008221808821848043,0.9909824949008359
487.0,1.0012210460953739,0.008361532003490919,1.0012559604625384
488.0,1.0116203081801038,0.00850399282890978,1.0116560511440844
489.0,1.0221482497747882,0.00864925622581776,1.0221848434363145
490.0,1.032806991952278,0.008797389000868242,1.0328444590928227
491.0,1.0435987022797257,0.00894845990504272,1.0436370663859156
492.0,1.0545255961162767,0.00910253970172317,1.054564881405317
493.0,1.0655899379551779,0.009259701237576511,1.0656301694013404
494.0,1.0767940428121023,0.009420019516385741,1.0768352461743258
495.0,1.0881402776616147,0.009583571775970098,1.0881824795122743
496.0,1.0996310629237485,0.00975043756834384,1.0996742906786476
497.0,1.111268874002779,0.00992069884327184,1.111313155952427
498.0,1.1230562428803883,0.01009444003538918,1.1231016082226228
499.0,1.1349957597655034,0.010271748155060899,1.135042238639529
500.0,1.1470900748032151,0.01045271288316833,1.1471376983251242
501.0,1.1593418998453109,0.010637426670019061,1.1593907001451644
502.0,1.171754010285056,0.010825984838588671,1.1718040205456015
503.0,1.184329246959017,0.011018485692314527,1.1843805014561257
504.0,1.197070518118841,0.011215030627674752,1.1971230522637555
505.0,1.2099808014760849,0.011415724251799257,1.2100346518595664
506.0,1.2230631463232828,0.011620674505373737,1.22311835076176
507.0,1.2363206757346947,0.011829992791113863,1.2363772733185165
508.0,1.2497565888502762,0.012043794108102778,1.24981461999418
509.0,1.2633741632466415,0.012262197192303002,1.263433669742553
510.0,1.2771767573989767,0.01248532466357271,1.2772377824712668
511.0,1.2911678132380733,0.012713303179536482,1.291230401601404
512.0,1.3053508588068639,0.01294626359668214,1.3054150567267608
513.0,1.3197295110211118,0.013184341139078548,1.3197953663774147
514.0,1.3343074785390987,0.013427675575133685,1.3343750408924466
515.0,1.3490885647454958,0.01367641140283896,1.3491578854070125
516.0,1.3640766708548222,0.01393069804397393,1.3641478029591834
517.0,1.3792757991402376,0.014190690047776011,1.3793487977223067
518.0,1.3946900562937208,0.014456547304612297,1.3947649783689553
519.0,1.410323656924026,0.014728435270225378,1.41040056157287
520.0,1.4261809271991912,0.015006525201163032,1.4262598756556808
521.0,1.4422663086407272,0.015290994402041045,1.4423473643855536
522.0,1.4585843620770762,0.015582026485332849,1.4586675909353648
523.0,1.4751397717643115,0.015879811644425038,1.475225242008395
524.0,1.4919373496825925,0.016184546940728985,1.4920251321400706
525.0,1.5089820400173037,0.01649643660569158,1.5090722081847077
526.0,1.526278923834451,0.016815692358607564,1.5263715539968468
527.0,1.5438332239603367,0.017142533741196817,1.5439283953172296
528.0,1.5616503100762669,0.01747718846997921,1.5617481048741872
529.0,1.5797357040396331,0.017819892807551564,1.579836207711821
