wavelength_nm,real_chi2_pm_per_V,imag_chi2_pm_per_V,abs_chi2_pm_per_V
400.0,0.39990191351781185,0.0019130121049855788,0.39990648913279875
401.0,0.40357722115452177,0.0019406026388461427,0.4035818868252237
402.0,0.40728579184093316,0.001968594163254474,0.40729054936061987
403.0,0.41102797522181456,0.001996992996548094,0.41103282642140987
404.0,0.4148041255797691,0.0020258055707005258,0.4148090723287126
405.0,0.41861460191127153,0.0020550384336866386,0.4186196461184022
406.0,0.4224597680042033,0.0020846982519045565,0.4224649116186654
407.0,0.42633999251692034,0.0021147918126557465,0.4263452375290928
408.0,0.4302556490588864,0.0021453260266848053,0.4302609975013357
409.0,0.4342071162729135,0.002176307930780634,0.43421257022137094
410.0,0.4381947779190395,0.00220774469044064,0.438200339493404
411.0,0.4422190229600896,0.002239643602599738,0.4422246943254559
412.0,0.4462802456489534,0.0022720120984259257,0.44628602901666725
413.0,0.4503788456176255,0.002304857746184293,0.45038474324636607
414.0,0.45451522796804256,0.0023381882541713456,0.454521242164933
415.0,0.45868980336476944,0.002372011473721643,0.4586959364865164
416.0,0.46290298812956887,0.0024063354022887426,0.46290924258363225
417.0,0.4671552043379079,0.0024411681866025672,0.46716158258370066
418.0,0.4714468799174392,0.0024765181259053196,0.4714533844675593
419.0,0.4757784487485144,0.0025123936752682327,0.47578508217000903
420.0,0.4801503507667699,0.0025488034489913576,0.4801571156824334
421.0,0.4845630320678382,0.0025857562240888398,0.48456993115754426
422.0,0.489016945014241,0.002623260943862093,0.48902398101631045
423.0,0.49351254834451,0.002661326721563398,0.4935197240571153
424.0,0.4980503072845918,0.0026999628441525193,0.4980576255671989
425.0,0.5026306936616013,0.002739178776149063,0.5026381574364507
426.0,0.5072541860199652,0.002778984163583324,0.5072617982735925
427.0,0.5119212697400327,0.002819388838048498,0.5119290335248309
428.0,0.516632437159202,0.002860402820857214,0.5166403555950255
429.0,0.5213881876956297,0.0029020363273054768,0.5213962639714425
430.0,0.5261890279745884,0.00294429977104712,0.5261972653501574
431.0,0.5310354719575391,0.0029872037685821032,0.5310438737651733
432.0,0.535928041073983,0.0030307591438619897,0.535936610720321
433.0,0.5408672643561696,0.0030749769330160677,0.5408760053240163
434.0,0.5458536785767277,0.003119868389201779,0.5458625944269414
435.0,0.5508878283892958,0.003165444987583132,0.5508969227627285
436.0,0.5559702664722301,0.003211718430440949,0.5559795430917212
437.0,0.5611015536754681,0.0032587006524189663,0.5611110163478938
438.0,0.5662822591706278,0.003306403825909847,0.5662919117890084
439.0,0.5715129606044281,0.003354840366585424,0.5715228071500943
440.0,0.576794244255516,0.0034040229390755105,0.5768042888003362
441.0,0.5821267051947902,0.003453964462799883,0.5821369519034609
442.0,0.5875109474493075,0.0035046781179581044,0.5875214005817094
443.0,0.5929475841698791,0.003556177351682119,0.5929582480834991
444.0,0.5984372378024351,0.0036084758843565757,0.5984481169548587
445.0,0.6039805402632763,0.0036615877161121856,0.603991639214751
446.0,0.6095781331183008,0.0037155271334974533,0.6095894565343732
447.0,0.6152306677663224,0.003770308716334406,0.6152422204205523
448.0,0.620938805626586,0.0038259473447640933,0.6209505924033377
449.0,0.6267032183305917,0.0038824582064878686,0.626715244227908
450.0,0.6325245879183464,0.0039398568042106384,0.6325368580509056
451.0,0.6384036070391604,0.003998158963292512,0.6384161266413205
452.0,0.6443409791571185,0.004057380839615553,0.6443537535860498
453.0,0.6503374187613442,0.004117538927672452,0.6503504535002562
