x[nm]                       Envelope_real_part[nm^-1/2] Envelope_imag_part[nm^-1/2]
7.1142317671146             0.0013776253738352          -0.00040005128462851
7.260978922993              -0.038506188119785          0.011181886103464
7.4003918486039             -0.030852543153749          0.0089593294063342
7.532837099151              -0.031412349412024          0.0091218926234609
7.6586629098899             -0.031333587082846          0.0090990206790516
7.7782001117354             -0.031674040947616          0.0091978857323123
7.891763001107              -0.032274536637852          0.0093722648319252
7.9996501663019             -0.033102007077249          0.0096125555659383
8.1021452725658             -0.034121807292144          0.0099086973137459
8.1995178079279             -0.035304529297971          0.010252150234093
8.2920237917592             -0.036624653907897          0.010635503761184
8.3799064479186             -0.038060072062133          0.01105233760258
8.4633968442558             -0.039593058983331          0.011497504626063
8.5427145001525             -0.041216850510933          0.011969040574024
8.6180679636999             -0.042963061445943          0.012476126129393
8.6896553600291             -0.044696045989037          0.012979370847349
8.7576649122373             -0.046322547553246          0.013451693768057
8.8222754362784             -0.047815983096404          0.013885375390723
8.8836568111193             -0.049165997440702          0.014277408655325
8.9419704253995             -0.050368537374643          0.014626616541973
8.9973696017656             -0.051423544425364          0.01493298207062
9.05                        -0.052334001525285          0.015197371460755
9.1                         -0.053105303692756          0.015421351382143
9.15                        -0.053776496223719          0.015616260273446
9.2                         -0.054338660126609          0.015779508131531
9.25                        -0.05478412728629           0.015908868197682
9.3                         -0.055106930374167          0.016002607607859
9.35                        -0.055303411855609          0.016059664243538
9.4                         -0.055373021272944          0.016079878256256
9.45                        -0.055319348479521          0.016064292110439
9.5                         -0.055151459911517          0.016015538625942
9.55                        -0.054885628149426          0.015938343228747
9.6                         -0.05454757420984           0.015840175094381
9.65                        -0.054159257881925          0.015727411168298
9.7                         -0.053730335051591          0.015602855441799
9.75                        -0.053267260514116          0.015468382335312
9.8                         -0.052774634788307          0.015325327802349
9.85                        -0.052255783439077          0.01517465756011
9.9                         -0.051713153388502          0.015017082175006
9.95                        -0.051148584185592          0.014853135837216
10                          -0.050563493831673          0.014683230322876
10.05                       -0.049959006208886          0.014507691998283
10.1                        -0.049336038587985          0.01432678723146
10.15                       -0.048695361837065          0.014140739876275
10.2                        -0.048037641954097          0.013949743333163
10.25                       -0.047363468814787          0.013753968897264
10.3                        -0.046673376161626          0.013553571563089
10.35                       -0.045967855585614          0.013348694084694
10.4                        -0.045247366381606          0.013139469837596
10.45                       -0.044512342563566          0.012926024855946
10.5                        -0.043763197919699          0.012708479300497
10.55                       -0.043000329709871          0.012486948532306
10.6                        -0.042224121418044          0.012261543912021
10.65                       -0.041434944842785          0.012032373406942
10.7                        -0.040633161720319          0.011799542062349
10.75                       -0.039819125013955          0.011563152375936
10.8                        -0.038993179962301          0.011323304602206
10.85                       -0.038155664950236          0.011080097005398
10.9                        -0.037306912247232          0.010833626073882
10.95                       -0.036447248644217          0.010583986705106
11                          -0.03557699601107           0.010331272367483
11.05                       -0.034696471790478          0.010075575243805
11.1                        -0.033805989439573          0.0098169863594939
11.15                       -0.032905858827746          0.0095555956981179
11.2                        -0.031996386596908          0.0092914923060125
11.25                       -0.031077876489053          0.0090247643873999
