requested_index,k_per_nm,kx_per_nm,ky_per_nm,kz_per_nm
0,0,0,0,0
1,0.0018523814641075449,0,0.0018523814641075449,0
2,0.0037047629282150898,0,0.0037047629282150898,0
3,0.0055571443923226344,0,0.0055571443923226344,0
4,0.0074095258564301795,0,0.0074095258564301795,0
5,0.0092619073205377246,0,0.0092619073205377246,0
6,0.011114288784645269,0,0.011114288784645269,0
7,0.012966670248752815,0,0.012966670248752815,0
8,0.014819051712860359,0,0.014819051712860359,0
9,0.016671433176967905,0,0.016671433176967905,0
10,0.018523814641075449,0,0.018523814641075449,0
11,0.020376196105182993,0,0.020376196105182993,0
12,0.022228577569290538,0,0.022228577569290538,0
13,0.024080959033398082,0,0.024080959033398082,0
14,0.02593334049750563,0,0.02593334049750563,0
15,0.027785721961613174,0,0.027785721961613174,0
16,0.029638103425720718,0,0.029638103425720718,0
17,0.031490484889828266,0,0.031490484889828266,0
18,0.03334286635393581,0,0.03334286635393581,0
19,0.035195247818043354,0,0.035195247818043354,0
20,0.037047629282150898,0,0.037047629282150898,0
21,0.038900010746258443,0,0.038900010746258443,0
22,0.040752392210365987,0,0.040752392210365987,0
23,0.042604773674473531,0,0.042604773674473531,0
24,0.044457155138581075,0,0.044457155138581075,0
25,0.04630953660268862,0,0.04630953660268862,0
26,0.048161918066796164,0,0.048161918066796164,0
27,0.050014299530903715,0,0.050014299530903715,0
28,0.051866680995011259,0,0.051866680995011259,0
29,0.053719062459118803,0,0.053719062459118803,0
30,0.055571443923226348,0,0.055571443923226348,0
31,0.057423825387333892,0,0.057423825387333892,0
32,0.059276206851441436,0,0.059276206851441436,0
33,0.06112858831554898,0,0.06112858831554898,0
34,0.062980969779656532,0,0.062980969779656532,0
35,0.064833351243764076,0,0.064833351243764076,0
36,0.06668573270787162,0,0.06668573270787162,0
37,0.068538114171979164,0,0.068538114171979164,0
38,0.070390495636086708,0,0.070390495636086708,0
39,0.072242877100194253,0,0.072242877100194253,0
40,0.074095258564301797,0,0.074095258564301797,0
41,0.075947640028409341,0,0.075947640028409341,0
42,0.077800021492516885,0,0.077800021492516885,0
43,0.07965240295662443,0,0.07965240295662443,0
44,0.081504784420731974,0,0.081504784420731974,0
45,0.083357165884839518,0,0.083357165884839518,0
46,0.085209547348947062,0,0.085209547348947062,0
47,0.087061928813054607,0,0.087061928813054607,0
48,0.088914310277162151,0,0.088914310277162151,0
49,0.090766691741269695,0,0.090766691741269695,0
50,0.092619073205377239,0,0.092619073205377239,0
51,0.094471454669484783,0,0.094471454669484783,0
52,0.096323836133592328,0,0.096323836133592328,0
53,0.098176217597699872,0,0.098176217597699872,0
54,0.10002859906180743,0,0.10002859906180743,0
55,0.10188098052591497,0,0.10188098052591497,0
56,0.10373336199002252,0,0.10373336199002252,0
57,0.10558574345413006,0,0.10558574345413006,0
58,0.10743812491823761,0,0.10743812491823761,0
59,0.10929050638234515,0,0.10929050638234515,0
60,0.1111428878464527,0,0.1111428878464527,0
61,0.11299526931056024,0,0.11299526931056024,0
62,0.11484765077466778,0,0.11484765077466778,0
63,0.11670003223877533,0,0.11670003223877533,0
64,0.11855241370288287,0,0.11855241370288287,0
65,0.12040479516699042,0,0.12040479516699042,0
66,0.12225717663109796,0,0.12225717663109796,0
67,0.1241095580952055,0,0.1241095580952055,0
68,0.12596193955931306,0,0.12596193955931306,0
69,0.12781432102342061,0,0.12781432102342061,0
70,0.12966670248752815,0,0.12966670248752815,0
71,0.1315190839516357,0,0.1315190839516357,0
72,0.13337146541574324,0,0.13337146541574324,0
73,0.13522384687985078,0,0.13522384687985078,0
74,0.13707622834395833,0,0.13707622834395833,0
75,0.13892860980806587,0,0.13892860980806587,0
76,0.14078099127217342,0,0.14078099127217342,0
77,0.14263337273628096,0,0.14263337273628096,0
78,0.14448575420038851,0,0.14448575420038851,0
79,0.14633813566449605,0,0.14633813566449605,0
80,0.14819051712860359,0,0.14819051712860359,0
81,0.15004289859271114,0,0.15004289859271114,0
82,0.15189528005681868,0,0.15189528005681868,0
83,0.15374766152092623,0,0.15374766152092623,0
84,0.15560004298503377,0,0.15560004298503377,0
85,0.15745242444914131,0,0.15745242444914131,0
86,0.15930480591324886,0,0.15930480591324886,0
87,0.1611571873773564,0,0.1611571873773564,0
88,0.16300956884146395,0,0.16300956884146395,0
89,0.16486195030557149,0,0.16486195030557149,0
90,0.16671433176967904,0,0.16671433176967904,0
91,0.16856671323378658,0,0.16856671323378658,0
92,0.17041909469789412,0,0.17041909469789412,0
93,0.17227147616200167,0,0.17227147616200167,0
94,0.17412385762610921,0,0.17412385762610921,0
95,0.17597623909021676,0,0.17597623909021676,0
96,0.1778286205543243,0,0.1778286205543243,0
97,0.17968100201843185,0,0.17968100201843185,0
98,0.18153338348253939,0,0.18153338348253939,0
99,0.18338576494664693,0,0.18338576494664693,0
100,0.18523814641075448,0,0.18523814641075448,0
101,0.18709052787486202,0,0.18709052787486202,0
102,0.18894290933896957,0,0.18894290933896957,0
103,0.19079529080307711,0,0.19079529080307711,0
104,0.19264767226718466,0,0.19264767226718466,0
105,0.1945000537312922,0,0.1945000537312922,0
106,0.19635243519539974,0,0.19635243519539974,0
107,0.19820481665950732,0,0.19820481665950732,0
108,0.20005719812361486,0,0.20005719812361486,0
109,0.2019095795877224,0,0.2019095795877224,0
110,0.20376196105182995,0,0.20376196105182995,0
111,0.20561434251593749,0,0.20561434251593749,0
112,0.20746672398004504,0,0.20746672398004504,0
113,0.20931910544415258,0,0.20931910544415258,0
114,0.21117148690826013,0,0.21117148690826013,0
115,0.21302386837236767,0,0.21302386837236767,0
116,0.21487624983647521,0,0.21487624983647521,0
117,0.21672863130058276,0,0.21672863130058276,0
118,0.2185810127646903,0,0.2185810127646903,0
119,0.22043339422879785,0,0.22043339422879785,0
120,0.22228577569290539,0,0.22228577569290539,0
121,0.22413815715701293,0,0.22413815715701293,0
122,0.22599053862112048,0,0.22599053862112048,0
123,0.22784292008522802,0,0.22784292008522802,0
124,0.22969530154933557,0,0.22969530154933557,0
125,0.23154768301344311,0,0.23154768301344311,0
126,0.23340006447755066,0,0.23340006447755066,0
127,0.2352524459416582,0,0.2352524459416582,0
128,0.23710482740576574,0,0.23710482740576574,0
129,0.23895720886987329,0,0.23895720886987329,0
130,0.24080959033398083,0,0.24080959033398083,0
131,0.24266197179808838,0,0.24266197179808838,0
132,0.24451435326219592,0,0.24451435326219592,0
133,0.24636673472630347,0,0.24636673472630347,0
134,0.24821911619041101,0,0.24821911619041101,0
135,0.25007149765451858,0,0.25007149765451858,0
136,0.25192387911862613,0,0.25192387911862613,0
137,0.25377626058273367,0,0.25377626058273367,0
138,0.25562864204684121,0,0.25562864204684121,0
139,0.25748102351094876,0,0.25748102351094876,0
140,0.2593334049750563,0,0.2593334049750563,0
141,0.26118578643916385,0,0.26118578643916385,0
142,0.26303816790327139,0,0.26303816790327139,0
143,0.26489054936737894,0,0.26489054936737894,0
144,0.26674293083148648,0,0.26674293083148648,0
145,0.26859531229559402,0,0.26859531229559402,0
146,0.27044769375970157,0,0.27044769375970157,0
147,0.27230007522380911,0,0.27230007522380911,0
148,0.27415245668791666,0,0.27415245668791666,0
149,0.2760048381520242,0,0.2760048381520242,0
150,0.27785721961613175,0,0.27785721961613175,0
151,0.27970960108023929,0,0.27970960108023929,0
152,0.28156198254434683,0,0.28156198254434683,0
153,0.28341436400845438,0,0.28341436400845438,0
154,0.28526674547256192,0,0.28526674547256192,0
155,0.28711912693666947,0,0.28711912693666947,0
156,0.28897150840077701,0,0.28897150840077701,0
157,0.29082388986488455,0,0.29082388986488455,0
158,0.2926762713289921,0,0.2926762713289921,0
159,0.29452865279309964,0,0.29452865279309964,0
160,0.29638103425720719,0,0.29638103425720719,0
161,0.29823341572131473,0,0.29823341572131473,0
162,0.30008579718542228,0,0.30008579718542228,0
163,0.30193817864952982,0,0.30193817864952982,0
164,0.30379056011363736,0,0.30379056011363736,0
165,0.30564294157774491,0,0.30564294157774491,0
166,0.30749532304185245,0,0.30749532304185245,0
167,0.30934770450596,0,0.30934770450596,0
168,0.31120008597006754,0,0.31120008597006754,0
169,0.31305246743417509,0,0.31305246743417509,0
170,0.31490484889828263,0,0.31490484889828263,0
171,0.31675723036239017,0,0.31675723036239017,0
172,0.31860961182649772,0,0.31860961182649772,0
173,0.32046199329060526,0,0.32046199329060526,0
174,0.32231437475471281,0,0.32231437475471281,0
175,0.32416675621882035,0,0.32416675621882035,0
176,0.3260191376829279,0,0.3260191376829279,0
177,0.32787151914703544,0,0.32787151914703544,0
178,0.32972390061114298,0,0.32972390061114298,0
179,0.33157628207525053,0,0.33157628207525053,0
180,0.33342866353935807,0,0.33342866353935807,0
181,0.33528104500346562,0,0.33528104500346562,0
182,0.33713342646757316,0,0.33713342646757316,0
183,0.3389858079316807,0,0.3389858079316807,0
184,0.34083818939578825,0,0.34083818939578825,0
185,0.34269057085989579,0,0.34269057085989579,0
186,0.34454295232400334,0,0.34454295232400334,0
187,0.34639533378811088,0,0.34639533378811088,0
188,0.34824771525221843,0,0.34824771525221843,0
189,0.35010009671632597,0,0.35010009671632597,0
190,0.35195247818043351,0,0.35195247818043351,0
191,0.35380485964454106,0,0.35380485964454106,0
192,0.3556572411086486,0,0.3556572411086486,0
193,0.35750962257275615,0,0.35750962257275615,0
194,0.35936200403686369,0,0.35936200403686369,0
195,0.36121438550097124,0,0.36121438550097124,0
196,0.36306676696507878,0,0.36306676696507878,0
197,0.36491914842918632,0,0.36491914842918632,0
198,0.36677152989329387,0,0.36677152989329387,0
199,0.36862391135740141,0,0.36862391135740141,0
200,0.37047629282150896,0,0.37047629282150896,0
201,0.3723286742856165,0,0.3723286742856165,0
202,0.37418105574972405,0,0.37418105574972405,0
203,0.37603343721383159,0,0.37603343721383159,0
204,0.37788581867793913,0,0.37788581867793913,0
205,0.37973820014204668,0,0.37973820014204668,0
206,0.38159058160615422,0,0.38159058160615422,0
207,0.38344296307026177,0,0.38344296307026177,0
208,0.38529534453436931,0,0.38529534453436931,0
209,0.38714772599847685,0,0.38714772599847685,0
210,0.3890001074625844,0,0.3890001074625844,0
211,0.39085248892669194,0,0.39085248892669194,0
212,0.39270487039079949,0,0.39270487039079949,0
213,0.39455725185490703,0,0.39455725185490703,0
214,0.39640963331901463,0,0.39640963331901463,0
215,0.39826201478312218,0,0.39826201478312218,0
216,0.40011439624722972,0,0.40011439624722972,0
217,0.40196677771133726,0,0.40196677771133726,0
218,0.40381915917544481,0,0.40381915917544481,0
219,0.40567154063955235,0,0.40567154063955235,0
220,0.4075239221036599,0,0.4075239221036599,0
221,0.40937630356776744,0,0.40937630356776744,0
222,0.41122868503187499,0,0.41122868503187499,0
223,0.41308106649598253,0,0.41308106649598253,0
224,0.41493344796009007,0,0.41493344796009007,0
225,0.41678582942419762,0,0.41678582942419762,0
226,0.41863821088830516,0,0.41863821088830516,0
227,0.42049059235241271,0,0.42049059235241271,0
228,0.42234297381652025,0,0.42234297381652025,0
229,0.42419535528062779,0,0.42419535528062779,0
230,0.42604773674473534,0,0.42604773674473534,0
231,0.42790011820884288,0,0.42790011820884288,0
232,0.42975249967295043,0,0.42975249967295043,0
233,0.43160488113705797,0,0.43160488113705797,0
234,0.43345726260116552,0,0.43345726260116552,0
235,0.43530964406527306,0,0.43530964406527306,0
236,0.4371620255293806,0,0.4371620255293806,0
237,0.43901440699348815,0,0.43901440699348815,0
238,0.44086678845759569,0,0.44086678845759569,0
239,0.44271916992170324,0,0.44271916992170324,0
240,0.44457155138581078,0,0.44457155138581078,0
241,0.44642393284991833,0,0.44642393284991833,0
242,0.44827631431402587,0,0.44827631431402587,0
243,0.45012869577813341,0,0.45012869577813341,0
244,0.45198107724224096,0,0.45198107724224096,0
245,0.4538334587063485,0,0.4538334587063485,0
246,0.45568584017045605,0,0.45568584017045605,0
247,0.45753822163456359,0,0.45753822163456359,0
248,0.45939060309867114,0,0.45939060309867114,0
249,0.46124298456277868,0,0.46124298456277868,0
250,0.46309536602688622,0,0.46309536602688622,0
251,0.46494774749099377,0,0.46494774749099377,0
252,0.46680012895510131,0,0.46680012895510131,0
253,0.46865251041920886,0,0.46865251041920886,0
254,0.4705048918833164,0,0.4705048918833164,0
255,0.47235727334742394,0,0.47235727334742394,0
256,0.47420965481153149,0,0.47420965481153149,0
257,0.47606203627563903,0,0.47606203627563903,0
258,0.47791441773974658,0,0.47791441773974658,0
259,0.47976679920385412,0,0.47976679920385412,0
260,0.48161918066796167,0,0.48161918066796167,0
261,0.48347156213206921,0,0.48347156213206921,0
262,0.48532394359617675,0,0.48532394359617675,0
263,0.4871763250602843,0,0.4871763250602843,0
264,0.48902870652439184,0,0.48902870652439184,0
265,0.49088108798849939,0,0.49088108798849939,0
266,0.49273346945260693,0,0.49273346945260693,0
267,0.49458585091671448,0,0.49458585091671448,0
268,0.49643823238082202,0,0.49643823238082202,0
269,0.49829061384492956,0,0.49829061384492956,0
270,0.50014299530903716,0,0.50014299530903716,0
271,0.50199537677314465,0,0.50199537677314465,0
272,0.50384775823725225,0,0.50384775823725225,0
273,0.50570013970135974,0,0.50570013970135974,0
274,0.50755252116546734,0,0.50755252116546734,0
275,0.50940490262957483,0,0.50940490262957483,0
276,0.51125728409368243,0,0.51125728409368243,0
277,0.51310966555778992,0,0.51310966555778992,0
278,0.51496204702189752,0,0.51496204702189752,0
279,0.51681442848600501,0,0.51681442848600501,0
280,0.51866680995011261,0,0.51866680995011261,0
281,0.52051919141422009,0,0.52051919141422009,0
282,0.52237157287832769,0,0.52237157287832769,0
283,0.52422395434243518,0,0.52422395434243518,0
284,0.52607633580654278,0,0.52607633580654278,0
285,0.52792871727065027,0,0.52792871727065027,0
286,0.52978109873475787,0,0.52978109873475787,0
287,0.53163348019886536,0,0.53163348019886536,0
288,0.53348586166297296,0,0.53348586166297296,0
289,0.53533824312708045,0,0.53533824312708045,0
290,0.53719062459118805,0,0.53719062459118805,0
291,0.53904300605529554,0,0.53904300605529554,0
292,0.54089538751940314,0,0.54089538751940314,0
293,0.54274776898351063,0,0.54274776898351063,0
294,0.54460015044761823,0,0.54460015044761823,0
295,0.54645253191172571,0,0.54645253191172571,0
296,0.54830491337583331,0,0.54830491337583331,0
297,0.5501572948399408,0,0.5501572948399408,0
298,0.5520096763040484,0,0.5520096763040484,0
299,0.55386205776815589,0,0.55386205776815589,0
300,0.55571443923226349,0,0.55571443923226349,0
301,0.55756682069637098,0,0.55756682069637098,0
302,0.55941920216047858,0,0.55941920216047858,0
303,0.56127158362458607,0,0.56127158362458607,0
304,0.56312396508869367,0,0.56312396508869367,0
305,0.56497634655280116,0,0.56497634655280116,0
306,0.56682872801690876,0,0.56682872801690876,0
307,0.56868110948101624,0,0.56868110948101624,0
308,0.57053349094512384,0,0.57053349094512384,0
309,0.57238587240923133,0,0.57238587240923133,0
310,0.57423825387333893,0,0.57423825387333893,0
311,0.57609063533744642,0,0.57609063533744642,0
312,0.57794301680155402,0,0.57794301680155402,0
313,0.57979539826566151,0,0.57979539826566151,0
314,0.58164777972976911,0,0.58164777972976911,0
315,0.5835001611938766,0,0.5835001611938766,0
316,0.5853525426579842,0,0.5853525426579842,0
317,0.58720492412209169,0,0.58720492412209169,0
318,0.58905730558619929,0,0.58905730558619929,0
319,0.59090968705030678,0,0.59090968705030678,0
320,0.59276206851441438,0,0.59276206851441438,0
321,0.59461444997852186,0,0.59461444997852186,0
322,0.59646683144262946,0,0.59646683144262946,0
323,0.59831921290673695,0,0.59831921290673695,0
324,0.60017159437084455,0,0.60017159437084455,0
325,0.60202397583495204,0,0.60202397583495204,0
326,0.60387635729905964,0,0.60387635729905964,0
327,0.60572873876316713,0,0.60572873876316713,0
328,0.60758112022727473,0,0.60758112022727473,0
329,0.60943350169138222,0,0.60943350169138222,0
330,0.61128588315548982,0,0.61128588315548982,0
331,0.61313826461959731,0,0.61313826461959731,0
332,0.61499064608370491,0,0.61499064608370491,0
333,0.61684302754781239,0,0.61684302754781239,0
334,0.61869540901191999,0,0.61869540901191999,0
335,0.62054779047602748,0,0.62054779047602748,0
336,0.62240017194013508,0,0.62240017194013508,0
337,0.62425255340424257,0,0.62425255340424257,0
338,0.62610493486835017,0,0.62610493486835017,0
339,0.62795731633245766,0,0.62795731633245766,0
340,0.62980969779656526,0,0.62980969779656526,0
341,0.63166207926067275,0,0.63166207926067275,0
342,0.63351446072478035,0,0.63351446072478035,0
343,0.63536684218888795,0,0.63536684218888795,0
344,0.63721922365299544,0,0.63721922365299544,0
345,0.63907160511710304,0,0.63907160511710304,0
346,0.64092398658121053,0,0.64092398658121053,0
347,0.64277636804531812,0,0.64277636804531812,0
348,0.64462874950942561,0,0.64462874950942561,0
349,0.64648113097353321,0,0.64648113097353321,0
350,0.6483335124376407,0,0.6483335124376407,0
351,0.6501858939017483,0,0.6501858939017483,0
352,0.65203827536585579,0,0.65203827536585579,0
353,0.65389065682996339,0,0.65389065682996339,0
354,0.65574303829407088,0,0.65574303829407088,0
355,0.65759541975817848,0,0.65759541975817848,0
356,0.65944780122228597,0,0.65944780122228597,0
357,0.66130018268639357,0,0.66130018268639357,0
358,0.66315256415050106,0,0.66315256415050106,0
359,0.66500494561460866,0,0.66500494561460866,0
360,0.66685732707871614,0,0.66685732707871614,0
361,0.66870970854282374,0,0.66870970854282374,0
362,0.67056209000693123,0,0.67056209000693123,0
363,0.67241447147103883,0,0.67241447147103883,0
364,0.67426685293514632,0,0.67426685293514632,0
365,0.67611923439925392,0,0.67611923439925392,0
366,0.67797161586336141,0,0.67797161586336141,0
367,0.67982399732746901,0,0.67982399732746901,0
368,0.6816763787915765,0,0.6816763787915765,0
369,0.6835287602556841,0,0.6835287602556841,0
370,0.68538114171979159,0,0.68538114171979159,0
371,0.68723352318389919,0,0.68723352318389919,0
372,0.68908590464800668,0,0.68908590464800668,0
373,0.69093828611211427,0,0.69093828611211427,0
374,0.69279066757622176,0,0.69279066757622176,0
375,0.69464304904032936,0,0.69464304904032936,0
376,0.69649543050443685,0,0.69649543050443685,0
377,0.69834781196854445,0,0.69834781196854445,0
378,0.70020019343265194,0,0.70020019343265194,0
379,0.70205257489675954,0,0.70205257489675954,0
380,0.70390495636086703,0,0.70390495636086703,0
381,0.70575733782497463,0,0.70575733782497463,0
382,0.70760971928908212,0,0.70760971928908212,0
383,0.70946210075318972,0,0.70946210075318972,0
384,0.71131448221729721,0,0.71131448221729721,0
385,0.71316686368140481,0,0.71316686368140481,0
386,0.71501924514551229,0,0.71501924514551229,0
387,0.71687162660961989,0,0.71687162660961989,0
388,0.71872400807372738,0,0.71872400807372738,0
389,0.72057638953783498,0,0.72057638953783498,0
390,0.72242877100194247,0,0.72242877100194247,0
391,0.72428115246605007,0,0.72428115246605007,0
392,0.72613353393015756,0,0.72613353393015756,0
393,0.72798591539426516,0,0.72798591539426516,0
394,0.72983829685837265,0,0.72983829685837265,0
395,0.73169067832248025,0,0.73169067832248025,0
396,0.73354305978658774,0,0.73354305978658774,0
397,0.73539544125069534,0,0.73539544125069534,0
398,0.73724782271480283,0,0.73724782271480283,0
399,0.73910020417891042,0,0.73910020417891042,0
400,0.74095258564301791,0,0.74095258564301791,0
401,0.74280496710712551,0,0.74280496710712551,0
402,0.744657348571233,0,0.744657348571233,0
403,0.7465097300353406,0,0.7465097300353406,0
404,0.74836211149944809,0,0.74836211149944809,0
405,0.75021449296355569,0,0.75021449296355569,0
406,0.75206687442766318,0,0.75206687442766318,0
407,0.75391925589177078,0,0.75391925589177078,0
408,0.75577163735587827,0,0.75577163735587827,0
409,0.75762401881998587,0,0.75762401881998587,0
410,0.75947640028409336,0,0.75947640028409336,0
411,0.76132878174820096,0,0.76132878174820096,0
412,0.76318116321230844,0,0.76318116321230844,0
413,0.76503354467641604,0,0.76503354467641604,0
414,0.76688592614052353,0,0.76688592614052353,0
415,0.76873830760463113,0,0.76873830760463113,0
416,0.77059068906873862,0,0.77059068906873862,0
417,0.77244307053284622,0,0.77244307053284622,0
418,0.77429545199695371,0,0.77429545199695371,0
419,0.77614783346106131,0,0.77614783346106131,0
420,0.7780002149251688,0,0.7780002149251688,0
421,0.7798525963892764,0,0.7798525963892764,0
422,0.78170497785338389,0,0.78170497785338389,0
423,0.78355735931749149,0,0.78355735931749149,0
424,0.78540974078159898,0,0.78540974078159898,0
425,0.78726212224570657,0,0.78726212224570657,0
426,0.78911450370981406,0,0.78911450370981406,0
427,0.79096688517392166,0,0.79096688517392166,0
428,0.79281926663802926,0,0.79281926663802926,0
429,0.79467164810213675,0,0.79467164810213675,0
430,0.79652402956624435,0,0.79652402956624435,0
431,0.79837641103035184,0,0.79837641103035184,0
432,0.80022879249445944,0,0.80022879249445944,0
433,0.80208117395856693,0,0.80208117395856693,0
434,0.80393355542267453,0,0.80393355542267453,0
435,0.80578593688678202,0,0.80578593688678202,0
436,0.80763831835088962,0,0.80763831835088962,0
437,0.80949069981499711,0,0.80949069981499711,0
438,0.81134308127910471,0,0.81134308127910471,0
439,0.81319546274321219,0,0.81319546274321219,0
440,0.81504784420731979,0,0.81504784420731979,0
441,0.81690022567142728,0,0.81690022567142728,0
442,0.81875260713553488,0,0.81875260713553488,0
443,0.82060498859964237,0,0.82060498859964237,0
444,0.82245737006374997,0,0.82245737006374997,0
