wavelength_nm,photon_energy_eV,chi2_raw_real_pm_per_V,chi2_raw_imag_pm_per_V,chi2_raw_abs_pm_per_V,chi2_scaled_real_pm_per_V,chi2_scaled_imag_pm_per_V,chi2_scaled_abs_pm_per_V
1.400000000000000000e+03,8.856014171428571169e-01,-9.151852552607684377e-01,-3.840890253202235982e+01,3.841980423903589070e+01,-3.613006569253502676e+01,-1.516322693884240380e+03,1.516753076026320969e+03
1.401000000000000000e+03,8.849692962169878330e-01,-7.613879772567050397e-01,-3.834978151566876647e+01,3.835733898423404753e+01,-3.005839252507722037e+01,-1.513988689711438610e+03,1.514287046611490723e+03
1.402000000000000000e+03,8.843380770328101992e-01,-5.520174007493098278e-01,-3.838521946319821154e+01,3.838918853594877589e+01,-2.179277347165316669e+01,-1.515387723803047720e+03,1.515544416514596605e+03
1.403000000000000000e+03,8.837077576621524821e-01,-2.805698841763882290e-01,-3.833365926820715686e+01,3.833468602129031666e+01,-1.107645505472155811e+01,-1.513352208893428724e+03,1.513392743480422268e+03
1.404000000000000000e+03,8.830783361823361099e-01,-1.202633395705240971e-01,-3.824723681978524326e+01,3.824742589534072579e+01,-4.747806342059835316e+00,-1.509940387384237965e+03,1.509947851787976106e+03
1.405000000000000000e+03,8.824498106761564653e-01,2.567343981282473389e-02,-3.827051873563171114e+01,3.827052734703102033e+01,1.013546778271025239e+00,-1.510859520580653907e+03,1.510859860545072024e+03
1.406000000000000000e+03,8.818221792318633456e-01,2.538785921870151951e-01,-3.828285020675826189e+01,3.828369201491232587e+01,1.002272508316536026e+01,-1.511346347547464120e+03,1.511379580801313068e+03
1.407000000000000000e+03,8.811954399431414231e-01,4.407863440494131924e-01,-3.824946553343959010e+01,3.825200525717421129e+01,1.740154736468074503e+01,-1.510028373472604244e+03,1.510128637746799086e+03
1.408000000000000000e+03,8.805695909090908158e-01,6.148305979322307158e-01,-3.827669225894600658e+01,3.828162988889332752e+01,2.427253910110530555e+01,-1.511103241512146042e+03,1.511298171329182196e+03
1.409000000000000000e+03,8.799446302342085469e-01,8.462646724426682310e-01,-3.828534688401433073e+01,3.829469871829689964e+01,3.340919014250643926e+01,-1.511444912414802502e+03,1.511814108033976481e+03
1.410000000000000000e+03,8.793205560283687827e-01,1.025433780376565407e+00,-3.825649287685840250e+01,3.827023336321657609e+01,4.048250300732100015e+01,-1.510305801870741334e+03,1.510848254529276346e+03
1.411000000000000000e+03,8.786973664068036260e-01,1.190891912722487955e+00,-3.830738907939725379e+01,3.832589570549019697e+01,4.701452825211046616e+01,-1.512315103409046287e+03,1.513045715722391151e+03
1.412000000000000000e+03,8.780750594900849082e-01,1.445626073256320643e+00,-3.834822049839081615e+01,3.837545895669367013e+01,5.707102981976050415e+01,-1.513927063219452748e+03,1.515002394451231567e+03
1.413000000000000000e+03,8.774536334041046493e-01,1.664354499862598979e+00,-3.830903132411416578e+01,3.834516862517588720e+01,6.570608198726715443e+01,-1.512379936631788951e+03,1.513806580094197898e+03
1.414000000000000000e+03,8.768330862800565173e-01,1.822434911933941359e+00,-3.832896690905552362e+01,3.837226828483962748e+01,7.194684651008846288e+01,-1.513166961979290818e+03,1.514876431775338915e+03
1.415000000000000000e+03,8.762134162544168436e-01,2.049063432831551790e+00,-3.838574243078787873e+01,3.844039389645423910e+01,8.089378189914224038e+01,-1.515408369735946280e+03,1.517565923120213029e+03
1.416000000000000000e+03,8.755946214689265261e-01,2.284431528204904360e+00,-3.838238928651423265e+01,3.845031124384534138e+01,9.018574185903356977e+01,-1.515275992906023248e+03,1.517957444302046042e+03
1.417000000000000000e+03,8.749767000705716002e-01,2.479855492728988864e+00,-3.839803830399927165e+01,3.847803306901501941e+01,9.790077074041464300e+01,-1.515893791353395727e+03,1.519051858092849898e+03
1.418000000000000000e+03,8.743596502115654756e-01,2.711116462863268239e+00,-3.842830597380784496e+01,3.852382188324263268e+01,1.070305878949645688e+02,-1.517088711062009679e+03,1.520859528022536097e+03
1.419000000000000000e+03,8.737434700493305062e-01,2.928145989787583225e+00,-3.842242380470057839e+01,3.853383824595638174e+01,1.155985701913587320e+02,-1.516856492333573215e+03,1.521254958172625948e+03
1.420000000000000000e+03,8.731281577464787835e-01,3.120745927620853344e+00,-3.845905508890147217e+01,3.858546324039560460e+01,1.232021109677137929e+02,-1.518302637468640114e+03,1.523293031261920305e+03
1.421000000000000000e+03,8.725137114707951502e-01,3.373755780587486264e+00,-3.850279445207057449e+01,3.865032223262108602e+01,1.331905396011475489e+02,-1.520029398313578440e+03,1.525853561642395562e+03
1.422000000000000000e+03,8.719001293952179932e-01,3.612767496004678058e+00,-3.848495453298775715e+01,3.865415649559983535e+01,1.426263439147214456e+02,-1.519325106537999545e+03,1.526004932277476200e+03
1.423000000000000000e+03,8.712874096978214800e-01,3.802155671222947841e+00,-3.850240555681414634e+01,3.868968365610664506e+01,1.501030893853155703e+02,-1.520014045344240913e+03,1.527407488356260501e+03
1.424000000000000000e+03,8.706755505617976842e-01,4.038824173770290571e+00,-3.855115631841615453e+01,3.876214331269090962e+01,1.594463873626773136e+02,-1.521938648269295300e+03,1.530268080938362345e+03
1.425000000000000000e+03,8.700645501754384892e-01,4.284736708624881985e+00,-3.855654168622188394e+01,3.879388966659058013e+01,1.691546251078130751e+02,-1.522151254068482785e+03,1.531521376755028996e+03
1.426000000000000000e+03,8.694544067321177128e-01,4.503291979884414431e+00,-3.857472223326332283e+01,3.883669442717172160e+01,1.777828413762305502e+02,-1.522868993296860936e+03,1.533211240968706534e+03
1.427000000000000000e+03,8.688451184302732333e-01,4.747412343491064668e+00,-3.859989644569463252e+01,3.889074349478909198e+01,1.874203270364213836e+02,-1.523862831368084926e+03,1.535345012631231157e+03
1.428000000000000000e+03,8.682366834733893368e-01,4.977137781146682372e+00,-3.860233865397436404e+01,3.892187624008690250e+01,1.964895237985336678e+02,-1.523959245886428789e+03,1.536574084151267925e+03
1.429000000000000000e+03,8.676291000699789535e-01,5.197955069544000217e+00,-3.863817540107782378e+01,3.898624546207872044e+01,2.052070409241447919e+02,-1.525374023954160975e+03,1.539115279177928642e+03
1.430000000000000000e+03,8.670223664335663383e-01,5.460427088958443420e+00,-3.866696311942086339e+01,3.905061204222648996e+01,2.155690209160472079e+02,-1.526510517520784333e+03,1.541656369908766692e+03
1.431000000000000000e+03,8.664164807826694181e-01,5.701422408127717389e+00,-3.866171300147348688e+01,3.907984480117858794e+01,2.250831347669071931e+02,-1.526303251171985266e+03,1.542810432974404875e+03
1.432000000000000000e+03,8.658114413407820287e-01,5.925545132660646530e+00,-3.868842698287379278e+01,3.913957674181409629e+01,2.339311452806444720e+02,-1.527357876885581845e+03,1.545168555471132322e+03
1.433000000000000000e+03,8.652072463363572608e-01,6.181480806647449810e+00,-3.871560007323378727e+01,3.920597395797648943e+01,2.440350806981483629e+02,-1.528430627494414466e+03,1.547789812498557922e+03
