wavelength_nm,photon_energy_eV,chi2_raw_real_pm_per_V,chi2_raw_imag_pm_per_V,chi2_raw_abs_pm_per_V,chi2_scaled_real_pm_per_V,chi2_scaled_imag_pm_per_V,chi2_scaled_abs_pm_per_V
1.400000000000000000e+03,8.856014171428571169e-01,1.007579690090408375e+00,-3.034744092792520220e+01,3.036416288498321947e+01,3.977765177505816041e+01,-1.198068946176199688e+03,1.198729102580098242e+03
1.401000000000000000e+03,8.849692962169878330e-01,1.169744402921246040e+00,-3.026995848029440239e+01,3.029255169784995871e+01,4.617965802888476645e+01,-1.195010061751622970e+03,1.195902006229307517e+03
1.402000000000000000e+03,8.843380770328101992e-01,1.284826527656903083e+00,-3.025677119351261624e+01,3.028403840743083464e+01,5.072291820799579654e+01,-1.194489448536983218e+03,1.195565914994954028e+03
1.403000000000000000e+03,8.837077576621524821e-01,1.453683510655620292e+00,-3.026551709205751450e+01,3.030040792792693694e+01,5.738912469823100793e+01,-1.194834722772064197e+03,1.196212157761082381e+03
1.404000000000000000e+03,8.830783361823361099e-01,1.610192736054193219e+00,-3.023834664572126485e+01,3.028118769985820791e+01,6.356786125745041005e+01,-1.193762076545104719e+03,1.195453373570933763e+03
1.405000000000000000e+03,8.824498106761564653e-01,1.748076763235412612e+00,-3.024945822075051893e+01,3.029992566028990453e+01,6.901130446348112457e+01,-1.194200743944351643e+03,1.196193118597910143e+03
1.406000000000000000e+03,8.818221792318633456e-01,1.930133586767068143e+00,-3.025842120190642248e+01,3.031991868878850482e+01,7.619861977058658908e+01,-1.194554588257404703e+03,1.196982411726153941e+03
1.407000000000000000e+03,8.811954399431414231e-01,2.083160192429509117e+00,-3.023263661676566016e+01,3.030432103164040214e+01,8.223986801350578446e+01,-1.193536653637462678e+03,1.196366640903611824e+03
1.408000000000000000e+03,8.805695909090908158e-01,2.215702890033384165e+00,-3.025920929714101248e+01,3.034022225668572048e+01,8.747244397991960341e+01,-1.194585701010187677e+03,1.197783964458458513e+03
1.409000000000000000e+03,8.799446302342085469e-01,2.407990181275575292e+00,-3.029008849522625013e+01,3.038565249853550654e+01,9.506364196358946117e+01,-1.195804762887484458e+03,1.199577478518071530e+03
1.410000000000000000e+03,8.793205560283687827e-01,2.585053454019091923e+00,-3.027072025013529455e+01,3.038089870003991777e+01,1.020538197873523245e+02,-1.195040135219520153e+03,1.199389806075855631e+03
1.411000000000000000e+03,8.786973664068036260e-01,2.729413636535916954e+00,-3.028395754226383119e+01,3.040670622117671229e+01,1.077529313581927397e+02,-1.195562722566121465e+03,1.200408646172627414e+03
1.412000000000000000e+03,8.780750594900849082e-01,2.911341558861545220e+00,-3.031053184238548326e+01,3.045002873956966383e+01,1.149351578496571733e+02,-1.196611833883867575e+03,1.202118950645416817e+03
1.413000000000000000e+03,8.774536334041046493e-01,3.086103747931797869e+00,-3.030974416457980070e+01,3.046645085442802170e+01,1.218344925312241855e+02,-1.196580737610517190e+03,1.202767269753741857e+03
1.414000000000000000e+03,8.768330862800565173e-01,3.251367926342754178e+00,-3.033381412505306685e+01,3.050756746719933332e+01,1.283588607815728722e+02,-1.197530981561801354e+03,1.204390488563204599e+03
1.415000000000000000e+03,8.762134162544168436e-01,3.447736402101954756e+00,-3.034934701201360951e+01,3.054455353011397989e+01,1.361111774719256857e+02,-1.198144195359830746e+03,1.205850639800489716e+03
1.416000000000000000e+03,8.755946214689265261e-01,3.619253119574907807e+00,-3.034217125908562096e+01,3.055726345501563657e+01,1.428823860704515880e+02,-1.197860907989113912e+03,1.206352407523477268e+03
1.417000000000000000e+03,8.749767000705716002e-01,3.783978667124369810e+00,-3.037143352197869461e+01,3.060624885106345872e+01,1.493854900267157291e+02,-1.199016135823655532e+03,1.208286273445168490e+03
1.418000000000000000e+03,8.743596502115654756e-01,3.985011779999772852e+00,-3.039267636214216139e+01,3.065281545536481289e+01,1.573219592091148229e+02,-1.199854769538731261e+03,1.210124649296194093e+03
1.419000000000000000e+03,8.737434700493305062e-01,4.167127207613368078e+00,-3.039159786939878671e+01,3.067595426746617804e+01,1.645115881126403963e+02,-1.199812192351824706e+03,1.211038132983200057e+03
1.420000000000000000e+03,8.731281577464787835e-01,4.346479806327077533e+00,-3.041460255504782495e+01,3.072360550600028262e+01,1.715921449030870463e+02,-1.200720380938734479e+03,1.212919328477414410e+03
1.421000000000000000e+03,8.725137114707951502e-01,4.544674073906217693e+00,-3.042509430216865596e+01,3.076264659833238468e+01,1.794165409653660390e+02,-1.201134578512969711e+03,1.214460609024231189e+03
1.422000000000000000e+03,8.719001293952179932e-01,4.721966533713804814e+00,-3.043276259750425083e+01,3.079691554785262397e+01,1.864157667317536777e+02,-1.201437310678542417e+03,1.215813492924254206e+03
1.423000000000000000e+03,8.712874096978214800e-01,4.914065411515238679e+00,-3.046315555906663874e+01,3.085695846133482689e+01,1.939995264509271635e+02,-1.202637176707335357e+03,1.218183892136886925e+03
1.424000000000000000e+03,8.706755505617976842e-01,5.121873630731892391e+00,-3.046928748054583380e+01,3.089678088509115028e+01,2.022034661107800559e+02,-1.202879255264208268e+03,1.219756018411956802e+03
1.425000000000000000e+03,8.700645501754384892e-01,5.305247080733902720e+00,-3.047457091519073202e+01,3.093291320022452240e+01,2.094427597475111895e+02,-1.203087836903504694e+03,1.221182465037804150e+03
1.426000000000000000e+03,8.694544067321177128e-01,5.500928977338904957e+00,-3.049825083886043586e+01,3.099037792353907861e+01,2.171679713792961479e+02,-1.204022682818976818e+03,1.223451081382335360e+03
1.427000000000000000e+03,8.688451184302732333e-01,5.703080923879139341e+00,-3.050726448708698513e+01,3.103575870684318971e+01,2.251486103443452294e+02,-1.204378527387803160e+03,1.225242642896827647e+03
1.428000000000000000e+03,8.682366834733893368e-01,5.897652193765493323e+00,-3.052525184855207385e+01,3.108976200964167091e+01,2.328299761907288143e+02,-1.205088639955322151e+03,1.227374607836720315e+03
1.429000000000000000e+03,8.676291000699789535e-01,6.110920568511866158e+00,-3.054092371735261580e+01,3.114628985455271248e+01,2.412494741507688616e+02,-1.205707340536471065e+03,1.229606237704393152e+03
1.430000000000000000e+03,8.670223664335663383e-01,6.311797053045693495e+00,-3.054069351282036493e+01,3.118609854218484756e+01,2.491797598940903811e+02,-1.205698252425812143e+03,1.231177821699015794e+03
1.431000000000000000e+03,8.664164807826694181e-01,6.506847890210358365e+00,-3.056124218628611544e+01,3.124625727083436288e+01,2.568800582977565909e+02,-1.206509481538108503e+03,1.233552793111188294e+03
1.432000000000000000e+03,8.658114413407820287e-01,6.723056444646035246e+00,-3.058004435317626957e+01,3.131035931764636260e+01,2.654156298994026884e+02,-1.207251761334465073e+03,1.236083440484526818e+03
1.433000000000000000e+03,8.652072463363572608e-01,6.934938972725766426e+00,-3.058814521080651971e+01,3.136443855695199190e+01,2.737804168260013853e+02,-1.207571570374945850e+03,1.238218403277560810e+03
1.434000000000000000e+03,8.646038940027893638e-01,7.148777270868445832e+00,-3.059974900600882464e+01,3.142371167922757280e+01,2.822224144598830549e+02,-1.208029669847737750e+03,1.240558412351470224e+03
1.435000000000000000e+03,8.640013825783972035e-01,7.359935470512282585e+00,-3.060498574707252217e+01,3.147751265123432773e+01,2.905586060460067301e+02,-1.208236408098336142e+03,1.242682389591873061e+03
