wavelength_nm,photon_energy_eV,chi2_raw_real_pm_per_V,chi2_raw_imag_pm_per_V,chi2_raw_abs_pm_per_V,chi2_scaled_real_pm_per_V,chi2_scaled_imag_pm_per_V,chi2_scaled_abs_pm_per_V
1.400000000000000000e+03,8.856014171428571169e-01,-1.560068182814290605e+00,-4.441481848727385540e+01,4.444220869840418686e+01,-6.158902321241361477e+01,-1.753426752062332298e+03,1.754508074255607198e+03
1.401000000000000000e+03,8.849692962169878330e-01,-1.245542976156746917e+00,-4.437347068186004861e+01,4.439094815003782202e+01,-4.917206575689029791e+01,-1.751794406133182292e+03,1.752484388920571291e+03
1.402000000000000000e+03,8.843380770328101992e-01,-1.026642140960385641e+00,-4.427961819318908709e+01,4.429151816567363653e+01,-4.053020717106555537e+01,-1.748089258392221836e+03,1.748559050475447293e+03
1.403000000000000000e+03,8.837077576621524821e-01,-8.259643980596689250e-01,-4.428286512585956558e+01,4.429056740370268841e+01,-3.260776743293141777e+01,-1.748217442156120114e+03,1.748521515897315794e+03
1.404000000000000000e+03,8.830783361823361099e-01,-5.494638551388628667e-01,-4.425480819976328917e+01,4.425821911606860226e+01,-2.169196353167211555e+01,-1.747109799110996619e+03,1.747244456689311392e+03
1.405000000000000000e+03,8.824498106761564653e-01,-3.595461857197890243e-01,-4.417382524190664839e+01,4.417528845363858636e+01,-1.419431446789962692e+01,-1.743912720081895941e+03,1.743970485365693094e+03
1.406000000000000000e+03,8.818221792318633456e-01,-2.038310448105250527e-01,-4.421485719539381165e+01,4.421532702473088250e+01,-8.046927107762430254e+00,-1.745532596676785261e+03,1.745551144795556866e+03
1.407000000000000000e+03,8.811954399431414231e-01,7.924812759734473078e-02,-4.426373334681668581e+01,4.426380428819713586e+01,3.128590675651239383e+00,-1.747462149793550907e+03,1.747464950446993726e+03
1.408000000000000000e+03,8.805695909090908158e-01,3.314492554916133038e-01,-4.419779245399919887e+01,4.419903524304297093e+01,1.308509212295125756e+01,-1.744858907689698071e+03,1.744907971034562252e+03
1.409000000000000000e+03,8.799446302342085469e-01,4.867512364188598117e-01,-4.419860530419493472e+01,4.420128547454432777e+01,1.921616858078096968e+01,-1.744890997729174842e+03,1.744996806613479066e+03
