wavelength_nm,photon_energy_eV,chi2_raw_real_pm_per_V,chi2_raw_imag_pm_per_V,chi2_raw_abs_pm_per_V,chi2_scaled_real_pm_per_V,chi2_scaled_imag_pm_per_V,chi2_scaled_abs_pm_per_V
1.400000000000000000e+03,8.856014171428571169e-01,-9.621285760996608483e-01,-3.869570240558552854e+01,3.870766172295331131e+01,-3.798331371634820641e+01,-1.527645099061643805e+03,1.528117233986952215e+03
1.401000000000000000e+03,8.849692962169878330e-01,-7.908461219951355980e-01,-3.861276006844121156e+01,3.862085806519169751e+01,-3.122135346491051067e+01,-1.524370666838779471e+03,1.524690362936253905e+03
1.402000000000000000e+03,8.843380770328101992e-01,-6.048161304142564143e-01,-3.863903723115002009e+01,3.864377052904913512e+01,-2.387718377034540040e+01,-1.525408047641655230e+03,1.525594910752762416e+03
1.403000000000000000e+03,8.837077576621524821e-01,-3.297459906113965888e-01,-3.861030489177121439e+01,3.861171294120291719e+01,-1.301784992071932479e+01,-1.524273740348908859e+03,1.524329327912381132e+03
1.404000000000000000e+03,8.830783361823361099e-01,-1.468429003042032444e-01,-3.851112931093246061e+01,3.851140926583615709e+01,-5.797125340444353014e+00,-1.520358445352401759e+03,1.520369497529000228e+03
1.405000000000000000e+03,8.824498106761564653e-01,-1.704404101991223441e-02,-3.851705506934901990e+01,3.851705884039692762e+01,-6.728717690498958737e-01,-1.520592384917792742e+03,1.520592533792796985e+03
1.406000000000000000e+03,8.818221792318633456e-01,2.042401437468845393e-01,-3.854749825429015431e+01,3.854803932369090091e+01,8.063077686413629763e+00,-1.521794233686105827e+03,1.521815594249861533e+03
1.407000000000000000e+03,8.811954399431414231e-01,4.103607231408470946e-01,-3.851109718240235935e+01,3.851328345020112209e+01,1.620039199658050322e+01,-1.520357176968872864e+03,1.520443487362027327e+03
1.408000000000000000e+03,8.805695909090908158e-01,5.745625150039654905e-01,-3.852239779804992281e+01,3.852668236683311420e+01,2.268281890713645765e+01,-1.520803307392593979e+03,1.520972455388271328e+03
1.409000000000000000e+03,8.799446302342085469e-01,7.977842692831551563e-01,-3.854638621163207546e+01,3.855464109178835486e+01,3.149526054094752681e+01,-1.521750332001656261e+03,1.522076221607739853e+03
1.410000000000000000e+03,8.793205560283687827e-01,9.958269862080221246e-01,-3.851738827967268008e+01,3.853025916437010778e+01,3.931367362320889214e+01,-1.520605539534100444e+03,1.521113661695123028e+03
1.411000000000000000e+03,8.786973664068036260e-01,1.153826485165643234e+00,-3.855047406519018693e+01,3.856773737476403596e+01,4.555124382433722730e+01,-1.521911713991528813e+03,1.522593242136118533e+03
1.412000000000000000e+03,8.780750594900849082e-01,1.395802670010220181e+00,-3.860567899392287927e+01,3.863090363524293736e+01,5.510408069994068825e+01,-1.524091117221857075e+03,1.525086946145810543e+03
1.413000000000000000e+03,8.774536334041046493e-01,1.633614160158645356e+00,-3.857301030471815295e+01,3.860758758576044158e+01,6.449250201913473290e+01,-1.522801409066845963e+03,1.524166465407456599e+03
1.414000000000000000e+03,8.768330862800565173e-01,1.791488518395557117e+00,-3.857400147638196586e+01,3.861558002945780999e+01,7.072513186263142870e+01,-1.522840538955707416e+03,1.524481994437420553e+03
1.415000000000000000e+03,8.762134162544168436e-01,2.003164400094900710e+00,-3.863836851442841436e+01,3.869025961492867793e+01,7.908176071712858857e+01,-1.525381647763660567e+03,1.527430226299159585e+03
1.416000000000000000e+03,8.755946214689265261e-01,2.251460716613498114e+00,-3.864454836324863862e+01,3.871007870772051263e+01,8.888410639027355842e+01,-1.525625618416116822e+03,1.528212652720934784e+03
1.417000000000000000e+03,8.749767000705716002e-01,2.449679187307798767e+00,-3.864677171788818555e+01,3.872433204505006188e+01,9.670945795324026051e+01,-1.525713392939059986e+03,1.528775351924287179e+03
1.418000000000000000e+03,8.743596502115654756e-01,2.670564910414368498e+00,-3.868227949294625745e+01,3.877435574849886279e+01,1.054296767728818907e+02,-1.527115183711003738e+03,1.530750208579155242e+03
