wavelength_nm,photon_energy_eV,chi2_raw_real_pm_per_V,chi2_raw_imag_pm_per_V,chi2_raw_abs_pm_per_V,chi2_scaled_real_pm_per_V,chi2_scaled_imag_pm_per_V,chi2_scaled_abs_pm_per_V
1.400000000000000000e+03,8.856014171428571169e-01,-1.616084953724618689e+00,-4.152214158401086763e+01,4.155357953654894487e+01,-6.380047668725915599e+01,-1.639228445280836468e+03,1.640469565899760710e+03
1.401000000000000000e+03,8.849692962169878330e-01,-1.383364559975682750e+00,-4.154684554690390996e+01,4.156986976650378551e+01,-5.461304379778799500e+01,-1.640203718644410856e+03,1.641112678400789264e+03
1.402000000000000000e+03,8.843380770328101992e-01,-1.094203946605003530e+00,-4.149016532899842247e+01,4.150459132800115469e+01,-4.319744034840830693e+01,-1.637966073332031783e+03,1.638535588945021573e+03
1.403000000000000000e+03,8.837077576621524821e-01,-9.067469928106181021e-01,-4.141071533819319939e+01,4.142064141137652911e+01,-3.579693644367286964e+01,-1.634829513416360669e+03,1.635221379078663631e+03
1.404000000000000000e+03,8.830783361823361099e-01,-7.107273914236503787e-01,-4.142432070571209124e+01,4.143041732054611259e+01,-2.805839276147846206e+01,-1.635366631796932779e+03,1.635607316503323091e+03
1.405000000000000000e+03,8.824498106761564653e-01,-4.517881193365811399e-01,-4.138786002240573936e+01,4.139032579889924790e+01,-1.783588004385665826e+01,-1.633927221715224050e+03,1.634024566669353817e+03
1.406000000000000000e+03,8.818221792318633456e-01,-2.874084454458347704e-01,-4.131912224164781833e+01,4.132012181050231447e+01,-1.134643063232979188e+01,-1.631213562901265732e+03,1.631253024297927595e+03
1.407000000000000000e+03,8.811954399431414231e-01,-1.318327359658906517e-01,-4.137016575775142257e+01,4.137037581040448941e+01,-5.204547804386296050e+00,-1.633228680145998851e+03,1.633236972692355494e+03
1.408000000000000000e+03,8.805695909090908158e-01,1.404266659202911827e-01,-4.140391500990267559e+01,4.140415314670433133e+01,5.543822559988827336e+00,-1.634561047216261159e+03,1.634570448480363666e+03
1.409000000000000000e+03,8.799446302342085469e-01,3.619952372641673799e-01,-4.134077609263373176e+01,4.134236094483573254e+01,1.429099914750320899e+01,-1.632068422673230543e+03,1.632130990130302280e+03
1.410000000000000000e+03,8.793205560283687827e-01,5.100043097494811883e-01,-4.135603255346229901e+01,4.135917713106725557e+01,2.013416312031214872e+01,-1.632670723604984687e+03,1.632794866552862459e+03
1.411000000000000000e+03,8.786973664068036260e-01,7.442071434215451475e-01,-4.141761631023911150e+01,4.142430186610879872e+01,2.938012039214156701e+01,-1.635101952872664697e+03,1.635365888039205402e+03
1.412000000000000000e+03,8.780750594900849082e-01,9.891797548983007893e-01,-4.140447598361843973e+01,4.141629037064446095e+01,3.905125144965103345e+01,-1.634583193570876801e+03,1.635049606875629479e+03
1.413000000000000000e+03,8.774536334041046493e-01,1.180718244665652783e+00,-4.141696145903796378e+01,4.143378804879807831e+01,4.661288793599445768e+01,-1.635076100383477524e+03,1.635740387520884497e+03
1.414000000000000000e+03,8.768330862800565173e-01,1.421253351080628446e+00,-4.145566235471767413e+01,4.148001810940195355e+01,5.610883331555344711e+01,-1.636603950504783825e+03,1.637565477159278998e+03
1.415000000000000000e+03,8.762134162544168436e-01,1.653163005494167503e+00,-4.143962049602743036e+01,4.147258244644901737e+01,6.526425949897331691e+01,-1.635970643308259923e+03,1.637271928952057578e+03
1.416000000000000000e+03,8.755946214689265261e-01,1.836629868069112437e+00,-4.146957078637776561e+01,4.151022175896775934e+01,7.250724091626833001e+01,-1.637153033378082228e+03,1.638757869450013231e+03
1.417000000000000000e+03,8.749767000705716002e-01,2.093772155324896911e+00,-4.153377138716702177e+01,4.158651280739788092e+01,8.265881151629194790e+01,-1.639687571506491395e+03,1.641769719319412161e+03
1.418000000000000000e+03,8.743596502115654756e-01,2.361849072338703781e+00,-4.151311568315196610e+01,4.158024897428182953e+01,9.324206399625165886e+01,-1.638872116997473086e+03,1.641522433099852833e+03
1.419000000000000000e+03,8.737434700493305062e-01,2.547815571214949504e+00,-4.151063020971705697e+01,4.158874588867521283e+01,1.005837270993082484e+02,-1.638773994439265380e+03,1.641857877834623423e+03
1.420000000000000000e+03,8.731281577464787835e-01,2.775482798357161940e+00,-4.157700438081006666e+01,4.166954041078297877e+01,1.095716689672545812e+02,-1.641394341683818084e+03,1.645047517718538074e+03
1.421000000000000000e+03,8.725137114707951502e-01,3.047645962760479943e+00,-4.159225937593230782e+01,4.170376704698460912e+01,1.203162400280922242e+02,-1.641996584751806495e+03,1.646398731155698670e+03
1.422000000000000000e+03,8.719001293952179932e-01,3.272555121254185462e+00,-4.159515608685452293e+01,4.172369383110078900e+01,1.291952977101514080e+02,-1.642110942315272723e+03,1.647185409060548864e+03
1.423000000000000000e+03,8.712874096978214800e-01,3.513610176442812261e+00,-4.163167214367312852e+01,4.177967905513745706e+01,1.387117698445292149e+02,-1.643552538455622198e+03,1.649395617114742208e+03
1.424000000000000000e+03,8.706755505617976842e-01,3.764928781892821430e+00,-4.163655634208642908e+01,4.180642908405910418e+01,1.486334307022295036e+02,-1.643745358880245021e+03,1.650451665927439535e+03
1.425000000000000000e+03,8.700645501754384892e-01,3.982014448042594523e+00,-4.166131538659496414e+01,4.185118443731018800e+01,1.572036292864104610e+02,-1.644722806778837594e+03,1.652218536453116030e+03
1.426000000000000000e+03,8.694544067321177128e-01,4.245116980776208138e+00,-4.171348625680211342e+01,4.192893933641648374e+01,1.675905009464320585e+02,-1.646782430179658149e+03,1.655288176830819111e+03
1.427000000000000000e+03,8.688451184302732333e-01,4.519353668698259163e+00,-4.170707286241652412e+01,4.195121552867922787e+01,1.784169314346546571e+02,-1.646529239517842370e+03,1.656167605651602571e+03
1.428000000000000000e+03,8.682366834733893368e-01,4.736062687156648465e+00,-4.171274107307966972e+01,4.198074627262437275e+01,1.869722605639854294e+02,-1.646753011505471932e+03,1.657333432693237000e+03
1.429000000000000000e+03,8.676291000699789535e-01,4.984342727795969097e+00,-4.176530907828990991e+01,4.206167750854948650e+01,1.967739636911715024e+02,-1.648828313167789247e+03,1.660528469822324723e+03
1.430000000000000000e+03,8.670223664335663383e-01,5.260135290601297697e+00,-4.178030240879894563e+01,4.211012577333531937e+01,2.076618176577759982e+02,-1.649420226130905348e+03,1.662441130651746562e+03
1.431000000000000000e+03,8.664164807826694181e-01,5.505258899348083546e+00,-4.179291385323798380e+01,4.215395027625551450e+01,2.173389098485687043e+02,-1.649918106001063961e+03,1.664171252679333520e+03
1.432000000000000000e+03,8.658114413407820287e-01,5.768037042748780152e+00,-4.182189258878557325e+01,4.221778003441724536e+01,2.277129751310392294e+02,-1.651062140624658014e+03,1.666691150527627542e+03
1.433000000000000000e+03,8.652072463363572608e-01,6.027395633484666781e+00,-4.182773150084727121e+01,4.225977544461779445e+01,2.379520418853881836e+02,-1.651292651633384821e+03,1.668349062868991041e+03
1.434000000000000000e+03,8.646038940027893638e-01,6.270722748011412939e+00,-4.185909620656642005e+01,4.232618455534365154e+01,2.475582113271383946e+02,-1.652530880583802855e+03,1.670970789474960156e+03
1.435000000000000000e+03,8.640013825783972035e-01,6.553729679964627408e+00,-4.189419800447824116e+01,4.240371680827611556e+01,2.587308771717152922e+02,-1.653916644020429885e+03,1.674031640134035115e+03
1.436000000000000000e+03,8.633997103064066092e-01,6.825879940701451432e+00,-4.189152224615486375e+01,4.244398983442718531e+01,2.694749388162184118e+02,-1.653811009315930960e+03,1.675621555478617665e+03
1.437000000000000000e+03,8.627988754349338318e-01,7.073799803041941558e+00,-4.191390226404635655e+01,4.250663297243792016e+01,2.792624226741111215e+02,-1.654694537008244424e+03,1.678094607441053313e+03
1.438000000000000000e+03,8.621988762169680021e-01,7.351747661522656685e+00,-4.194511602162712904e+01,4.258451539875104430e+01,2.902353643034497281e+02,-1.655926806765019364e+03,1.681169282391083243e+03
1.439000000000000000e+03,8.615997109103543661e-01,7.624812976259181418e+00,-4.195653388164436848e+01,4.264373937970851358e+01,3.010155508318834450e+02,-1.656377565810927990e+03,1.683507351443514608e+03
1.440000000000000000e+03,8.610013777777777433e-01,7.896365589832647913e+00,-4.198343275621559201e+01,4.271956478621908104e+01,3.117360183120915167e+02,-1.657439490814338342e+03,1.686500818506759515e+03
1.441000000000000000e+03,8.604038750867452068e-01,8.184164805592050840e+00,-4.199729225731322657e+01,4.278730080889974374e+01,3.230978759380477641e+02,-1.657986641986458608e+03,1.689174929497005223e+03
1.442000000000000000e+03,8.598072011095699851e-01,8.451233555704510181e+00,-4.200737700944515751e+01,4.284907317348564959e+01,3.336413275840610595e+02,-1.658384772042559462e+03,1.691613604702535667e+03
1.443000000000000000e+03,8.592113541233540319e-01,8.730338557461733373e+00,-4.204037196707109558e+01,4.293729947793177359e+01,3.446599513988978742e+02,-1.659687360758554178e+03,1.695096639593148893e+03
1.444000000000000000e+03,8.586163324099722605e-01,9.025910659133135283e+00,-4.205493560676643483e+01,4.301261061730529178e+01,3.563286702608788801e+02,-1.660262310208286635e+03,1.698069804203597187e+03
1.445000000000000000e+03,8.580221342560553355e-01,9.306586920235687899e+00,-4.206840758675412673e+01,4.308553674946123380e+01,3.674093249083151136e+02,-1.660794162660197799e+03,1.700948812503118916e+03
1.446000000000000000e+03,8.574287579529736858e-01,9.599159018351532069e+00,-4.208962399481065830e+01,4.317036369877072133e+01,3.789596083771155577e+02,-1.661631752877518238e+03,1.704297646232063244e+03
1.447000000000000000e+03,8.568362017968209621e-01,9.889409183946840542e+00,-4.209934942416454362e+01,4.324529611351314884e+01,3.904182256242208950e+02,-1.662015697438932420e+03,1.707255859393367473e+03
1.448000000000000000e+03,8.562444640883977165e-01,1.017760294280693856e+01,-4.212393559415399125e+01,4.333600756417077093e+01,4.017956591874694254e+02,-1.662986320525067640e+03,1.710837003923926204e+03
1.449000000000000000e+03,8.556535431331951935e-01,1.048636242857192613e+01,-4.214322811514976763e+01,4.342827964528314766e+01,4.139849951058061492e+02,-1.663747958725579565e+03,1.714479759675303512e+03
1.450000000000000000e+03,8.550634372413792317e-01,1.078631557961832321e+01,-4.215000680224351015e+01,4.350824838133903683e+01,4.258266708645588778e+02,-1.664015570565475855e+03,1.717636798832611021e+03
1.451000000000000000e+03,8.544741447277739432e-01,1.108634188290332290e+01,-4.216778873839957242e+01,4.360079567428688563e+01,4.376712345579356906e+02,-1.664717573266859063e+03,1.721290419511759183e+03
1.452000000000000000e+03,8.538856639118456160e-01,1.139351592777421196e+01,-4.218186349547099212e+01,4.369349852262911327e+01,4.497979797785682763e+02,-1.665273222404204034e+03,1.724950181271726706e+03
1.453000000000000000e+03,8.532979931176875033e-01,1.170130163738908102e+01,-4.220149122177108580e+01,4.379367901136402708e+01,4.619488725553976565e+02,-1.666048093979703253e+03,1.728905148441812116e+03
1.454000000000000000e+03,8.527111306740027263e-01,1.202493092628283122e+01,-4.221681815382751779e+01,4.389599866519970561e+01,4.747252447713464107e+02,-1.666653177004020790e+03,1.732944566465070466e+03
1.455000000000000000e+03,8.521250749140892866e-01,1.234090918477538068e+01,-4.221964917693986052e+01,4.398632533107024756e+01,4.871995664140127360e+02,-1.666764941316697104e+03,1.736510520301116685e+03
1.456000000000000000e+03,8.515398241758240783e-01,1.265402475199466359e+01,-4.223594154574005444e+01,4.409080517159177504e+01,4.995608735351207201e+02,-1.667408138255955691e+03,1.740635219076462590e+03
1.457000000000000000e+03,8.509553768016471231e-01,1.298136228813633686e+01,-4.225312595266986193e+01,4.420228975548700845e+01,5.124836414845034369e+02,-1.668086551449013996e+03,1.745036454035926681e+03
1.458000000000000000e+03,8.503717311385459166e-01,1.331403092806299604e+01,-4.226623332048363579e+01,4.431363107052928996e+01,5.256168729754015203e+02,-1.668604009589259931e+03,1.749432032967784153e+03
1.459000000000000000e+03,8.497888855380396622e-01,1.365232245139376488e+01,-4.227218205631209713e+01,4.442210355351066653e+01,5.389720870054678699e+02,-1.668838856266513858e+03,1.753714354949504241e+03
1.460000000000000000e+03,8.492068383561642841e-01,1.398212841642803639e+01,-4.227605372166986797e+01,4.452824534305165116e+01,5.519923046214989881e+02,-1.668991703488332178e+03,1.757904664842277271e+03
1.461000000000000000e+03,8.486255879534564395e-01,1.431878506335895018e+01,-4.229446780894453894e+01,4.465254318549523305e+01,5.652829763183201521e+02,-1.669718662515565029e+03,1.762811746973585741e+03
1.462000000000000000e+03,8.480451326949384194e-01,1.467292490966819685e+01,-4.230667197705995619e+01,4.477889256311852506e+01,5.792638570612596141e+02,-1.670200463760939328e+03,1.767799820467448853e+03
1.463000000000000000e+03,8.474654709501024952e-01,1.502764440602215856e+01,-4.230922711783907886e+01,4.489878390004275843e+01,5.932676214707286135e+02,-1.670301336675654966e+03,1.772532940733687838e+03
1.464000000000000000e+03,8.468866010928961519e-01,1.538002052782897877e+01,-4.231038280733911705e+01,4.501903513781718402e+01,6.071788731612224410e+02,-1.670346961468358359e+03,1.777280269315987653e+03
1.465000000000000000e+03,8.463085215017064344e-01,1.573293626347638430e+01,-4.232005540678478894e+01,4.514988785261757442e+01,6.211114279522595325e+02,-1.670728820388594841e+03,1.782446127435541939e+03
1.466000000000000000e+03,8.457312305593450708e-01,1.610382883535407927e+01,-4.233373243453610257e+01,4.529324679240025375e+01,6.357536797912015345e+02,-1.671268767801747117e+03,1.788105711527599624e+03
1.467000000000000000e+03,8.451547266530333724e-01,1.648309648595006038e+01,-4.233293728014540847e+01,4.542873593365617069e+01,6.507265664852531017e+02,-1.671237376364651482e+03,1.793454608426957293e+03
1.468000000000000000e+03,8.445790081743869138e-01,1.685699596830271929e+01,-4.232928153564412810e+01,4.556233519475485849e+01,6.654875263916243284e+02,-1.671093053356574956e+03,1.798728895848244292e+03
1.469000000000000000e+03,8.440040735194008770e-01,1.723332884352457839e+01,-4.233281155202421786e+01,4.570617635427679204e+01,6.803445527978815335e+02,-1.671232412817378417e+03,1.804407517212546281e+03
1.470000000000000000e+03,8.434299210884352860e-01,1.762375457338745477e+01,-4.234156501391675675e+01,4.586289189628948293e+01,6.957579428048939008e+02,-1.671577985641455825e+03,1.810594398825215876e+03
1.471000000000000000e+03,8.428565492861997965e-01,1.802833688294166237e+01,-4.233972299897291691e+01,4.601818199792980124e+01,7.117302121768105962e+02,-1.671505265806269335e+03,1.816725006307596232e+03
1.472000000000000000e+03,8.422839565217390412e-01,1.842978599816664342e+01,-4.232978445527370326e+01,4.616782065430585646e+01,7.275787879945620489e+02,-1.671112907827732670e+03,1.822632503673764859e+03
1.473000000000000000e+03,8.417121412084180854e-01,1.883261181629264769e+01,-4.232672442955451686e+01,4.632730154842404602e+01,7.434817138643576300e+02,-1.670992102854510676e+03,1.828928557011679004e+03
1.474000000000000000e+03,8.411411017639076615e-01,1.924908570458271839e+01,-4.232842111312636746e+01,4.649970466994960105e+01,7.599234439475833369e+02,-1.671059085237102181e+03,1.835734759439559411e+03
1.475000000000000000e+03,8.405708366101694029e-01,1.968106193239304247e+01,-4.232279432801862384e+01,4.667508027329418496e+01,7.769771818642343533e+02,-1.670836948664849388e+03,1.842658310746013512e+03
1.476000000000000000e+03,8.400013441734416331e-01,2.011503507287952175e+01,-4.230726614315944545e+01,4.684569782265281646e+01,7.941097547334341016e+02,-1.670223920498340703e+03,1.849394021610225309e+03
1.477000000000000000e+03,8.394326228842247106e-01,2.055030963367389063e+01,-4.229558353792894820e+01,4.702373456940437535e+01,8.112937056170273991e+02,-1.669762709730344568e+03,1.856422630647404958e+03
1.478000000000000000e+03,8.388646711772664855e-01,2.099884535619598935e+01,-4.228842722425109457e+01,4.721506733442424064e+01,8.290011861812268990e+02,-1.669480189790462191e+03,1.863976145446255032e+03
1.479000000000000000e+03,8.382974874915483099e-01,2.146372617615488920e+01,-4.227576748011747299e+01,4.741236186268212549e+01,8.473539453278204974e+02,-1.668980403124791337e+03,1.871765021223875237e+03
1.480000000000000000e+03,8.377310702702701617e-01,2.193532025332930502e+01,-4.225346396593219822e+01,4.760791417124310243e+01,8.659717332462536206e+02,-1.668099895677740051e+03,1.879485116924741078e+03
1.481000000000000000e+03,8.371654179608372104e-01,2.241068173448200440e+01,-4.223144060231447128e+01,4.780934250908561722e+01,8.847382523122257680e+02,-1.667230448131786716e+03,1.887437188963439667e+03
1.482000000000000000e+03,8.366005290148447182e-01,2.289893098101387636e+01,-4.221244958535656622e+01,4.802345197993899717e+01,9.040135599618239439e+02,-1.666480712833590815e+03,1.895889892066837092e+03
1.483000000000000000e+03,8.360364018880647174e-01,2.340439125095844020e+01,-4.218921716647064102e+01,4.824619751801753864e+01,9.239683315811066677e+02,-1.665563533698853462e+03,1.904683533438609174e+03
1.484000000000000000e+03,8.354730350404312444e-01,2.392109938374824196e+01,-4.215713033948856037e+01,4.847104944384624048e+01,9.443671510269501823e+02,-1.664296796543656001e+03,1.913560331665619060e+03
1.485000000000000000e+03,8.349104269360269059e-01,2.444579662409203991e+01,-4.212195395197803549e+01,4.870170404943781506e+01,9.650813677970966182e+02,-1.662908088427702978e+03,1.922666210507531787e+03
