wavelength_nm,photon_energy_eV,chi2_raw_real_pm_per_V,chi2_raw_imag_pm_per_V,chi2_raw_abs_pm_per_V,chi2_scaled_real_pm_per_V,chi2_scaled_imag_pm_per_V,chi2_scaled_abs_pm_per_V
1.400000000000000000e+03,8.856014171428571169e-01,-6.336380354763153644e-01,-3.668678885364415265e+01,3.669226040395809463e+01,-2.501502697453857493e+01,-1.448336370927049302e+03,1.448552379075286353e+03
1.401000000000000000e+03,8.849692962169878330e-01,-4.104552513318092677e-01,-3.671069233729355830e+01,3.671298687653688830e+01,-1.620412381997871520e+01,-1.449280042636759390e+03,1.449370627415217314e+03
1.402000000000000000e+03,8.843380770328101992e-01,-1.639740716038103063e-01,-3.664494519093783964e+01,3.664531205410859371e+01,-6.473436875062079210e+00,-1.446684449336633634e+03,1.446698932514092348e+03
1.403000000000000000e+03,8.837077576621524821e-01,-9.532404770556732534e-03,-3.658487311116775942e+01,3.658487435302991742e+01,-3.763242563057577761e-01,-1.444312898685108166e+03,1.444312947711861170e+03
1.404000000000000000e+03,8.830783361823361099e-01,1.684290484209346461e-01,-3.659372122168102948e+01,3.659410883181144669e+01,6.649312310266164872e+00,-1.444662208086960391e+03,1.444677510321556611e+03
1.405000000000000000e+03,8.824498106761564653e-01,3.722886130245785519e-01,-3.656004979912797381e+01,3.656194524537918511e+01,1.469736533433134440e+01,-1.443332913606078364e+03,1.443407742824730349e+03
1.406000000000000000e+03,8.818221792318633456e-01,5.143030362112488429e-01,-3.654257153886599951e+01,3.654619053042594601e+01,2.030387003873675411e+01,-1.442642899548458217e+03,1.442785771608568439e+03
1.407000000000000000e+03,8.811954399431414231e-01,7.016282965478667366e-01,-3.659169398646029947e+01,3.659842006241896684e+01,2.769917489415056977e+01,-1.444582176048334077e+03,1.444847710883869013e+03
1.408000000000000000e+03,8.805695909090908158e-01,9.380185548471008383e-01,-3.657408881187792815e+01,3.658611555260235093e+01,3.703148822888972092e+01,-1.443887151614173945e+03,1.444361948306911927e+03
1.409000000000000000e+03,8.799446302342085469e-01,1.088978527368611227e+00,-3.653706886411727339e+01,3.655329363291792788e+01,4.299114906563630711e+01,-1.442425662656786926e+03,1.443066190855033256e+03
1.410000000000000000e+03,8.793205560283687827e-01,1.247315806822067774e+00,-3.659388763344248474e+01,3.661513906638841576e+01,4.924205430623763391e+01,-1.444668777759973409e+03,1.445507750704503678e+03
