wavelength_nm,photon_energy_eV,chi2_raw_real_pm_per_V,chi2_raw_imag_pm_per_V,chi2_raw_abs_pm_per_V,chi2_scaled_real_pm_per_V,chi2_scaled_imag_pm_per_V,chi2_scaled_abs_pm_per_V
1.400000000000000000e+03,8.856014171428571169e-01,-2.993648215675688909e-03,-3.379731200727714224e+01,3.379731213986060823e+01,-1.181844944187748353e-01,-1.334264397328050791e+03,1.334264402562236228e+03
1.401000000000000000e+03,8.849692962169878330e-01,1.570557739234324790e-01,-3.380556340603421717e+01,3.380592823330728436e+01,6.200313430124878344e+00,-1.334590149494002617e+03,1.334604552297442069e+03
1.402000000000000000e+03,8.843380770328101992e-01,3.919320251249833742e-01,-3.378626034302623538e+01,3.378853353845155283e+01,1.547285616040571909e+01,-1.333828095111530274e+03,1.333917837269827260e+03
1.403000000000000000e+03,8.837077576621524821e-01,5.613647977799648414e-01,-3.369953278124106077e+01,3.370420804751429955e+01,2.216179391514316421e+01,-1.330404228209567236e+03,1.330588800323913574e+03
1.404000000000000000e+03,8.830783361823361099e-01,6.728664218465175706e-01,-3.369665250114105248e+01,3.370336984641601674e+01,2.656370159360648131e+01,-1.330290519308961620e+03,1.330555709470919282e+03
1.405000000000000000e+03,8.824498106761564653e-01,8.631517447835367340e-01,-3.372910012921724388e+01,3.374014265620828468e+01,3.407586503649426390e+01,-1.331571500320424775e+03,1.332007441812384286e+03
1.406000000000000000e+03,8.818221792318633456e-01,1.053700994540077485e+00,-3.369883263657063566e+01,3.371530226549204201e+01,4.159844789257994790e+01,-1.330376587605884879e+03,1.331026782494232975e+03
1.407000000000000000e+03,8.811954399431414231e-01,1.199555271268077705e+00,-3.369881706171673841e+01,3.372016020436257833e+01,4.735654393862943579e+01,-1.330375972735298774e+03,1.331218566233660795e+03
1.408000000000000000e+03,8.805695909090908158e-01,1.387880382037412152e+00,-3.372003631206096941e+01,3.374858605692325142e+01,5.479132130696808645e+01,-1.331213675161639912e+03,1.332340773911811084e+03
1.409000000000000000e+03,8.799446302342085469e-01,1.564815783078028044e+00,-3.370232430629909004e+01,3.373863233864005196e+01,6.177645095824410504e+01,-1.330514433201561360e+03,1.331947816864710376e+03
1.410000000000000000e+03,8.793205560283687827e-01,1.713098891529331036e+00,-3.372895985629536142e+01,3.377243610993650691e+01,6.763043343735665758e+01,-1.331565962567435918e+03,1.333282336264554033e+03
