wavelength_nm,photon_energy_eV,chi2_raw_real_pm_per_V,chi2_raw_imag_pm_per_V,chi2_raw_abs_pm_per_V,chi2_scaled_real_pm_per_V,chi2_scaled_imag_pm_per_V,chi2_scaled_abs_pm_per_V
1.400000000000000000e+03,8.856014171428571169e-01,-1.961153675407719899e+00,-4.287664674103555740e+01,4.292147433970692560e+01,-7.742324378406634366e+01,-1.692702165517112917e+03,1.694471888177661867e+03
1.401000000000000000e+03,8.849692962169878330e-01,-1.748437926017222699e+00,-4.275853424358843569e+01,4.279426697399151180e+01,-6.902556259860452315e+01,-1.688039271018601767e+03,1.689449942671598137e+03
1.402000000000000000e+03,8.843380770328101992e-01,-1.567156775510540223e+00,-4.277259195360780097e+01,4.280129206915211171e+01,-6.186886963510323767e+01,-1.688594247165307706e+03,1.689727282312059288e+03
1.403000000000000000e+03,8.837077576621524821e-01,-1.266765366878469523e+00,-4.277101274416801147e+01,4.278976776820020689e+01,-5.000989216036510498e+01,-1.688531902475558582e+03,1.689272321146481318e+03
1.404000000000000000e+03,8.830783361823361099e-01,-1.027444392190165701e+00,-4.266264771816351953e+01,4.267501789458518857e+01,-4.056187878013863468e+01,-1.684253822725246437e+03,1.684742177715860635e+03
1.405000000000000000e+03,8.824498106761564653e-01,-8.772631677585915888e-01,-4.263634412094697979e+01,4.264536822053851495e+01,-3.463296168569502242e+01,-1.683215398329834898e+03,1.683571655502012845e+03
1.406000000000000000e+03,8.818221792318633456e-01,-6.475815402893915218e-01,-4.266119599359857517e+01,4.266611073739384352e+01,-2.556549448041763384e+01,-1.684196510936624691e+03,1.684390537244592906e+03
1.407000000000000000e+03,8.811954399431414231e-01,-4.217414843387805590e-01,-4.261487574359589559e+01,4.261696259145799814e+01,-1.664968643980786212e+01,-1.682367860763480621e+03,1.682450246214857316e+03
1.408000000000000000e+03,8.805695909090908158e-01,-2.591994467294843618e-01,-4.262167005287463439e+01,4.262245819341366371e+01,-1.023278400080485717e+01,-1.682636089342519881e+03,1.682667203883850561e+03
1.409000000000000000e+03,8.799446302342085469e-01,-1.494384587669453195e-02,-4.267340316157018520e+01,4.267340577817099501e+01,-5.899593881351832270e-01,-1.684678430611574640e+03,1.684678533910834176e+03
1.410000000000000000e+03,8.793205560283687827e-01,2.382111966488956178e-01,-4.263024249348143258e+01,4.263090803193428258e+01,9.404201099338878933e+00,-1.682974515732683585e+03,1.683000790137656850e+03
1.411000000000000000e+03,8.786973664068036260e-01,3.905542816231356573e-01,-4.262045810025846748e+01,4.262224749262739465e+01,1.541846502708796862e+01,-1.682588243371022372e+03,1.682658885750220861e+03
1.412000000000000000e+03,8.780750594900849082e-01,6.079606538046636866e-01,-4.270676601589922683e+01,4.271109316902741426e+01,2.400132457791861285e+01,-1.685995543307249818e+03,1.686166372465482254e+03
1.413000000000000000e+03,8.774536334041046493e-01,8.992497783617851015e-01,-4.271061507891221254e+01,4.272008064813181960e+01,3.550095828079251703e+01,-1.686147498224261881e+03,1.686521183918776615e+03
1.414000000000000000e+03,8.768330862800565173e-01,1.100289360999901378e+00,-4.267553714895576178e+01,4.268971899216288790e+01,4.343768287918570081e+01,-1.684762677056744906e+03,1.685322553785275431e+03
1.415000000000000000e+03,8.762134162544168436e-01,1.296396147107480523e+00,-4.272803223188036981e+01,4.274769445688086478e+01,5.117966847618912141e+01,-1.686835099862618108e+03,1.687611333392218285e+03
1.416000000000000000e+03,8.755946214689265261e-01,1.560991466644803038e+00,-4.275963405537032713e+01,4.278811749666166264e+01,6.162547299704186798e+01,-1.688082689847413121e+03,1.689207171037521675e+03
1.417000000000000000e+03,8.749767000705716002e-01,1.786161449265456502e+00,-4.275699944476854597e+01,4.279429137446698661e+01,7.051482760290599572e+01,-1.687978679589851481e+03,1.689450905963758942e+03
1.418000000000000000e+03,8.743596502115654756e-01,2.015158525415797985e+00,-4.280325054555309805e+01,4.285066068508101012e+01,7.955526980534601478e+01,-1.689804599861285396e+03,1.691676277148249255e+03
1.419000000000000000e+03,8.737434700493305062e-01,2.287171096874556220e+00,-4.281311781599103483e+01,4.287416714937221229e+01,9.029389569503001667e+01,-1.690194144084249274e+03,1.692604275161938858e+03
1.420000000000000000e+03,8.731281577464787835e-01,2.497552595230615236e+00,-4.280176523534649391e+01,4.287457144074631543e+01,9.859942434336097961e+01,-1.689745962164676484e+03,1.692620235945639251e+03
1.421000000000000000e+03,8.725137114707951502e-01,2.714746188258163606e+00,-4.286780845437313303e+01,4.295368259587863236e+01,1.071738837098933743e+02,-1.692353243945346549e+03,1.695743419165116393e+03
1.422000000000000000e+03,8.719001293952179932e-01,3.009571345445853030e+00,-4.290231879159917128e+01,4.300774903874105348e+01,1.188131143856193290e+02,-1.693715657450023173e+03,1.697877876774820834e+03
1.423000000000000000e+03,8.712874096978214800e-01,3.253807496357183471e+00,-4.287625226701988623e+01,4.299953804040781336e+01,1.284551711453777614e+02,-1.692686592307187993e+03,1.697553719553672636e+03
1.424000000000000000e+03,8.706755505617976842e-01,3.463621060344427072e+00,-4.291210652641463241e+01,4.305166149388451657e+01,1.367382786435246373e+02,-1.694102061732468883e+03,1.699611471017007716e+03
1.425000000000000000e+03,8.700645501754384892e-01,3.732620736348331025e+00,-4.295675707068546245e+01,4.311862052050486227e+01,1.473579601882434815e+02,-1.695864794565454758e+03,1.702254907432307164e+03
1.426000000000000000e+03,8.694544067321177128e-01,3.988677563765195444e+00,-4.296175671995262491e+01,4.314651885346114568e+01,1.574666785514534126e+02,-1.696062172807098932e+03,1.703356289471220407e+03
1.427000000000000000e+03,8.688451184302732333e-01,4.233612571077718378e+00,-4.299489045320797942e+01,4.320282491325470886e+01,1.671363250560636118e+02,-1.697370240165345194e+03,1.705579163613406536e+03
1.428000000000000000e+03,8.682366834733893368e-01,4.508713503185703964e+00,-4.301203677376923906e+01,4.324770288560869602e+01,1.779968745371704131e+02,-1.698047149768840882e+03,1.707350874947234161e+03
1.429000000000000000e+03,8.676291000699789535e-01,4.746111518370388360e+00,-4.301305076321841625e+01,4.327410438708133711e+01,1.873689725190771469e+02,-1.698087180467761982e+03,1.708393164447753179e+03
1.430000000000000000e+03,8.670223664335663383e-01,4.989527072490631099e+00,-4.306588538111999043e+01,4.335396018897099424e+01,1.969786334160321530e+02,-1.700173007577246608e+03,1.711545745142883561e+03
1.431000000000000000e+03,8.664164807826694181e-01,5.285361847002353564e+00,-4.309315661329710423e+01,4.341607071986017985e+01,2.086577221860968905e+02,-1.701249632669720313e+03,1.713997770618955201e+03
1.432000000000000000e+03,8.658114413407820287e-01,5.542375574881033273e+00,-4.308338897640042831e+01,4.343842000700370676e+01,2.188042174653440384e+02,-1.700864021821305641e+03,1.714880085109967467e+03
1.433000000000000000e+03,8.652072463363572608e-01,5.785134802832891054e+00,-4.311825049088723460e+01,4.350461251501782556e+01,2.283879676437388184e+02,-1.702240299248536303e+03,1.717493260583628626e+03
1.434000000000000000e+03,8.646038940027893638e-01,6.065985203674015835e+00,-4.314856574592243987e+01,4.357286887985898005e+01,2.394754970524958253e+02,-1.703437097546598807e+03,1.720187913858983165e+03
1.435000000000000000e+03,8.640013825783972035e-01,6.330959380645272638e+00,-4.316121678490851821e+01,4.362306363648992402e+01,2.499362582653381537e+02,-1.703936540546819970e+03,1.722169523422808197e+03
1.436000000000000000e+03,8.633997103064066092e-01,6.602917135058460119e+00,-4.319369823889120141e+01,4.369546981375577133e+01,2.606727200648053326e+02,-1.705218856951544922e+03,1.725028004726044401e+03
1.437000000000000000e+03,8.627988754349338318e-01,6.887764447873611751e+00,-4.320232213023474088e+01,4.374793636886158055e+01,2.719180412336007180e+02,-1.705559314535380054e+03,1.727099301298773980e+03
1.438000000000000000e+03,8.621988762169680021e-01,7.142210212262418700e+00,-4.321624618291728837e+01,4.380245542042887763e+01,2.819631573778021902e+02,-1.706109014101926732e+03,1.729251627183941309e+03
1.439000000000000000e+03,8.615997109103543661e-01,7.420694877116893906e+00,-4.325917641061545282e+01,4.389103617122768952e+01,2.929572912733366366e+02,-1.707803831558844877e+03,1.732748655055684139e+03
1.440000000000000000e+03,8.610013777777777433e-01,7.717630514483770021e+00,-4.327071284822523722e+01,4.395357108531290891e+01,3.046798403669221784e+02,-1.708259271860470790e+03,1.735217434508793303e+03
1.441000000000000000e+03,8.604038750867452068e-01,7.987497402578201289e+00,-4.328224356872197376e+01,4.401309717684462441e+01,3.153337580727026079e+02,-1.708714486459520003e+03,1.737567430408637392e+03
