paper_feature,paper_wavelength_nm,nearest_Re_zero_crossing_nm,crossing_error_nm,left_sample_nm,Re_before_pm_per_V,right_sample_nm,Re_after_pm_per_V,sign_flip,Im_at_interpolated_crossing_pm_per_V,abs_chi_at_interpolated_crossing_pm_per_V,abs_chi_normalized_at_crossing,Re_at_paper_wavelength_pm_per_V,Im_at_paper_wavelength_pm_per_V,abs_chi_at_paper_wavelength_pm_per_V,Re_changes_sign_near_paper_feature
Z1,605.0,714.0286425430866,109.02864254308656,714.0,0.015486015794714519,715.0,-0.5251788179076894,YES,27.278972623707087,27.27912198956507,0.33475147937052996,3.3118555643392713,0.0611252678587312,3.3124195956152347,NO
Z2,1330.0,1437.4801147300982,107.4801147300982,1437.0,-0.2308656439370114,1438.0,0.24998951309980896,YES,-52.99692881378773,52.99747333820763,0.6503502059066117,-25.208647110562737,-1.0318315662586444,25.229755558189833,NO
