index,k_per_nm,weight_per_nm2,S_real,S_imag,weighted_real,weighted_imag
0,0,0,21.881822078943038,-2.0002321834927876,0,0
1,0.0058496256761290891,1.0891966057957513e-05,21.869101681283929,-1.9987274393395271,0.00023819751323056614,-2.1770071428394463e-05
2,0.011699251352258178,2.1783932115915026e-05,21.831020975439955,-1.9941921951386616,0.00047556547895010105,-4.3441347404988179e-05
3,0.017548877028387269,3.2675898173872545e-05,21.767820039369326,-1.986566575444332,0.00071128307107361439,-6.4912847134837679e-05
4,0.023398502704516357,4.3567864231830053e-05,21.67989455101462,-1.9757608853708328,0.00094454670235899713,-8.6079682008396779e-05
5,0.029248128380645444,5.4459830289787568e-05,21.567789619707526,-1.9616693089772692,0.0011745781624151138,-0.00010683217765158693
6,0.035097754056774538,6.535179634774509e-05,21.432192011597493,-1.9441864452284019,0.0014006322476276885,-0.00012705607663061297
7,0.040947379732903626,7.6243762405702598e-05,21.273921323007748,-1.9232245793303662,0.0016220038027890131,-0.00014663387787927176
8,0.046797005409032713,8.7135728463660106e-05,21.093920501826069,-1.8987296324412597,0.0018380341290811493,-0.00016544718967830677
9,0.052646631085161801,9.8027694521617614e-05,20.893245893960689,-1.8706940741076528,0.0020481167260582201,-0.00018337982724002529
10,0.058496256761290888,0.00010891966057957514,20.673056780608832,-1.8391656311904718,0.002251702327686198,-0.00020032129629888625
11,0.064345882437419982,0.00011981162663753264,20.434604238570529,-1.8042512672067268,0.0024483031735173543,-0.00021617027918686748
12,0.070195508113549077,0.00013070359269549018,20.179219131738442,-1.7661165196032744,0.0026374964383077842,-0.00023083777423100308
13,0.076045133789678157,0.00014159555875344767,19.908299120882766,-1.7249807774983257,0.0028189267378521663,-0.00024424961702883204
14,0.081894759465807251,0.0001524875248114052,19.623294726457615,-1.6811094069096977,0.0029923076414822224,-0.00025634821239682918
15,0.087744385141936332,0.00016337949086936269,19.325694649211904,-1.6348037743723309,0.0031574221524850077,-0.00026709340832826393
16,0.093594010818065426,0.00017427145692732021,19.017010703616627,-1.5863902064072564,0.0033141221617217125,-0.00027646253252582481
17,0.099443636494194521,0.00018516342298527773,18.698762821197704,-1.5362087942686458,0.0034623269295628156,-0.00028444967876686876
18,0.1052932621703236,0.00019605538904323523,18.372464623521701,-1.4846027589334976,0.0036020206994476231,-0.00029106437147736721
19,0.1111428878464527,0.00020694735510119275,18.039610051308458,-1.4319088734457668,0.0037332495871751775,-0.00029632975410552999
20,0.11699251352258178,0.00021783932115915027,17.701661480111724,-1.3784492305653457,0.0038561179202166174,-0.00030028044463870795
21,0.12284213919871087,0.00022873128721710779,17.360039671601108,-1.3245244627838644,0.0039707842202253785,-0.0003029601853231015
22,0.12869176487483996,0.00023962325327506529,17.016115819992066,-1.2704083775792987,0.0040774570308918043,-0.00030441938842344906
23,0.13454139055096906,0.00025051521933302281,16.671205870287871,-1.2163438632669519,0.0041763907951411433,-0.00030471264969069675
24,0.14039101622709815,0.00026140718539098036,16.326567219877191,-1.1625398443706083,0.0042678819840447392,-0.00030389626862178904
25,0.14624064190322722,0.0002722991514489378,15.98339787564975,-1.109169011230775,0.0043522656788101818,-0.00030202578057159741
26,0.15209026757935631,0.00028319111750689535,15.642838131055097,-1.0563660058892865,0.0044299128113129667,-0.00029915346970408262
27,0.15793989325548541,0.0002940830835648529,15.30597485686453,-1.004225702998875,0.0045012282828728288,-0.0002953257913329913
28,0.1637895189316145,0.00030497504962281039,14.973848572655029,-0.95280116632550227,0.0045666502114899161,-0.00029058058298079165
29,0.1696391446077436,0.00031586701568076789,14.647463593895438,-0.902100769927626,0.0046266506126964469,-0.00028494387804036222
30,0.17548877028387266,0.00032675898173872538,14.327801749669952,-0.85208382186167775,0.004681737910276481,-0.0002784260419875633
31,0.18133839596000176,0.00033765094779668287,14.015840467995996,-0.80265377567144092,0.0047324618181859516,-0.0002710168081080481
32,0.18718802163613085,0.00034854291385464042,13.712576478155938,-0.75364769109096352,0.0047794213621510737,-0.00026267856227266638
33,0.19303764731225995,0.00035943487991259797,13.419057063058261,-0.70481988730408007,0.0048232771640006455,-0.00025333685155315286
34,0.19888727298838904,0.00037032684597055547,13.136421842794824,-0.6558164947757017,0.0048647696683809197,-0.00024286645404575087
35,0.20473689866451811,0.00038121881202851296,12.865959705009413,-0.60613542874802384,0.0049047458743504057,-0.00023107022807571502
36,0.2105865243406472,0.00039211077808647046,12.609188086873747,-0.55506234083890704,0.0049441985517827188,-0.0002176459263528415
37,0.2164361500167763,0.000403002744144428,12.367965961095084,-0.50156564047228813,0.0049843242218061967,-0.0002021323294788897
38,0.22228577569290539,0.0004138947102023855,12.144658525040455,-0.4441190521255971,0.0050266099207285494,-0.00018381852637488217
39,0.22813540136903449,0.00042478667626034305,11.942381977212513,-0.38039017349927717,0.0050729647467315274,-0.00016158467748285317
40,0.23398502704516355,0.00043567864231830054,11.765371470808702,-0.30666869834665067,0.0051259210687724021,-0.00013360900213718922
41,0.23983465272129265,0.00044657060837625804,11.619528800636999,-0.21675971479876366,0.0051889400455459164,-9.679851770914807e-05
42,0.24568427839742174,0.00045746257443421559,11.513180070752863,-0.099706586510466932,0.005266848995091309,-4.5612031753126038e-05
43,0.25153390407355081,0.00046835454049217303,11.45780509972591,0.065226127426997182,0.0053663150425310056,3.0548952939155191e-05
44,0.25738352974967993,0.00047924650655013058,11.466949721505472,0.32039441651656819,0.0054954955948174899,0.00015354790483373276
45,0.263233155425809,0.00049013847260808807,11.54312055854237,0.75880685664756675,0.0056577274796949777,0.0003719204337217828
46,0.26908278110193812,0.00050103043866604562,11.597447098371742,1.5845155096275598,0.0058106740071034516,0.00079389050086184918
47,0.27493240677806718,0.00051192240472400317,11.082526422186323,3.0486500135209518,0.0056733935764629257,0.0015606722460835105
48,0.28078203245419631,0.00052281437078196072,8.8895900831321129,4.0780847194045311,0.0046476054458222732,0.0021320812965710087
49,0.28663165813032537,0.00053370633683991816,6.9463455301238604,2.8423112144286051,0.003707308627306745,0.0015169595064117099
50,0.29248128380645444,0.0005445983028978756,6.6866732286221424,1.5013212318959472,0.0036415508923402771,0.00081761699499508075
51,0.29833090948258356,0.00055549026895583325,6.9072527432187556,0.83560456585543386,0.0038369116840765035,0.00046417020502775722
52,0.30418053515871263,0.00056638223501379069,7.1563907350219793,0.55096707696103864,0.0040532525791337334,0.00031205796446820828
53,0.31003016083484175,0.00057727420107174824,7.3871246289410397,0.46600415269094198,0.0042643964683893735,0.00026901217494078051
54,0.31587978651097082,0.00058816616712970579,7.6298963324379745,0.52376727503692178,0.0044876468814470426,0.00030806219062643673
55,0.32172941218709988,0.00059905813318766323,7.9297559248027234,0.7506382958420813,0.0047503847809461314,0.00044967597620632608
56,0.32757903786322901,0.00060995009924562078,8.321155415886885,1.291580875999323,0.0050754895717584408,0.00078779988349953292
57,0.33342866353935807,0.00062084206530357822,8.6538087627533073,2.5666919558638215,0.005372648505009966,0.0015935103348765755
58,0.33927828921548719,0.00063173403136153577,7.5278675613033421,5.0115527579541412,0.0047556101220578937,0.0031659684271633927
59,0.34512791489161626,0.00064262599741949332,3.6701633167601351,5.0163704332631163,0.0023585423621254177,0.003223650053101366
60,0.35097754056774533,0.00065351796347745076,2.5233123127507326,2.4874592819992585,0.0016490299238464351,0.0016255993242052372
61,0.35682716624387445,0.00066440992953540842,2.8768405213915536,1.1656962842646628,0.0019114014081023697,0.00077450018608797198
62,0.36267679192000352,0.00067530189559336575,3.2560999575631246,0.59435400726009202,0.0021988504735838557,0.0004013683877562532
63,0.36852641759613264,0.00068619386165132341,3.5049678233941677,0.31963055907824456,0.0024050874056984776,0.0002193285276356721
64,0.3743760432722617,0.00069708582770928085,3.6530278538358587,0.17215699526479405,0.0025464739451362276,0.00012000820154010171
65,0.38022566894839077,0.0007079777937672384,3.7337975878297307,0.086130687112368265,0.0026434457786051291,6.0978613837470801e-05
66,0.38607529462451989,0.00071886975982519594,3.7698230657334744,0.032865593112613556,0.0027100118018473065,2.362608102737712e-05
67,0.39192492030064896,0.00072976172588315338,3.7754897026850944,-0.0015226160882327866,0.0027552078814855482,-1.111146944406214e-06
68,0.39777454597677808,0.00074065369194111093,3.76010541359841,-0.024354877303353395,0.0027849359566694204,-1.803852979150146e-05
