wavelength_nm,photon_energy_eV,chi2_real_pm_per_V,chi2_imag_pm_per_V,chi2_abs_real_pm_per_V,chi2_abs_pm_per_V
400,3.0996049599999997,0.014898262531449179,6.8028946980187497e-05,0.014898262531449179,0.014898417848671373
401,3.0918752718204487,0.015029661676448924,6.8965718301937747e-05,0.015029661676448924,0.015029819905069335
402,3.084184039800995,0.015162169002294619,6.9915219653975656e-05,0.015162169002294619,0.015162330196644678
403,3.0765309776674936,0.015295795083454182,7.0877634779812243e-05,0.015295795083454182,0.01529595929891725
404,3.0689158019801979,0.015430550620431652,7.1853150407531405e-05,0.015430550620431652,0.015430717913464918
405,3.0613382320987652,0.015566446441611481,7.2841956305413468e-05,0.015566446441611481,0.015566616869768369
406,3.0537979901477832,0.015703493505136161,7.3844245338749174e-05,0.015703493505136161,0.015703667127089239
407,3.0462948009828006,0.015841702900815241,7.4860213527864035e-05,0.015841702900815241,0.015841879776379679
408,3.0388283921568626,0.01598108585206922,7.58900601073859e-05,0.01598108585206922,0.015981266042226758
409,3.0313984938875302,0.016121653717907219,7.6933987586784626e-05,0.016121653717907219,0.016121837284830711
410,3.0240048390243901,0.016263417994939536,7.7992201812215764e-05,0.016263417994939536,0.016263605002018053
411,3.0166471630170313,0.016406390319426194,7.9064912029699159e-05,0.016406390319426194,0.01640658083129071
412,3.009325203883495,0.016550582469361842,8.0152330949663752e-05,0.016550582469361842,0.01655077655191152
413,3.0020387021791763,0.0166960063665978,8.1254674812896132e-05,0.0166960063665978,0.016696204087026881
414,2.9947874009661835,0.016842674079002064,8.2372163457923266e-05,0.016842674079002064,0.016842875505827404
415,2.9875710457831324,0.016990597822658104,8.3505020389865707e-05,0.016990597822658104,0.01699080302574733
416,2.9803893846153846,0.017139789964103584,8.4653472850798898e-05,0.017139789964103584,0.017139999014703929
417,2.9732421678657071,0.017290263022608998,8.5817751891659308e-05,0.017290263022608998,0.017290475993376811
418,2.9661291483253587,0.017442029672498034,8.6998092445734413e-05,0.017442029672498034,0.017442246637528979
419,2.9590500811455844,0.017595102745509628,8.8194733403771785e-05,0.017595102745509628,0.017595323780369619
420,2.9520047238095235,0.017749495233203461,8.9407917690755153e-05,0.017749495233203461,0.017749720414960292
421,2.9449928361045128,0.017905220289409246,9.0637892344381756e-05,0.017905220289409246,0.017905449696665014
422,2.9380141800947865,0.018062291232720934,9.1884908595292919e-05,0.018062291232720934,0.018062524945645198
423,2.9310685200945623,0.018220721549036714,9.3149221949086658e-05,0.018220721549036714,0.018220959649400483
424,2.9241556226415093,0.018380524894145919,9.4431092270175405e-05,0.018380524894145919,0.018380767465356423
425,2.9172752564705879,0.018541715096363931,9.5730783867528077e-05,0.018541715096363931,0.018541962223500241
426,2.9104271924882625,0.018704306159215721,9.7048565582333134e-05,0.018704306159215721,0.018704557929065224
427,2.9036112037470723,0.018868312264169469,9.8384710877654321e-05,0.018868312264169469,0.018868568765265221
428,2.8968270654205606,0.019033747773420706,9.9739497930110204e-05,0.019033747773420706,0.019034009096079708
429,2.8900745547785545,0.019200627232730236,0.00010111320972364013,0.019200627232730236,0.019200893469092595
430,2.8833534511627903,0.019368965374312756,0.00010250613414540679,0.019368965374312756,0.019369236618381837
431,2.8766635359628769,0.019538777119782212,0.00010391856408388923,0.019538777119782212,0.019539053467465772
432,2.8700045925925926,0.019710077583151825,0.00010535079752922854,0.019710077583151825,0.019710359132304112
433,2.8633764064665126,0.019882882073890953,0.00010680313767587774,0.019882882073890953,0.019883168924355887
434,2.8567787649769585,0.020057206100040081,0.00010827589302761672,0.020057206100040081,0.020057498353695455
435,2.8502114574712643,0.020233065371385833,0.00010976937750500679,0.020233065371385833,0.020233363132188639
436,2.8436742752293576,0.020410475802695539,0.00011128391055532537,0.020410475802695539,0.020410779176728372
437,2.8371670114416472,0.020589453517015438,0.00011281981726506685,0.020589453517015438,0.020589762612534101
438,2.8306894611872142,0.020770014849031231,0.00011437742847506891,0.020770014849031231,0.020770329776513479
439,2.8242414214123004,0.020952176348493903,0.00011595708089833222,0.020952176348493903,0.020952497220689419
440,2.8178226909090909,0.021135954783711698,0.00011755911724060594,0.021135954783711698,0.021136281715693324
441,2.8114330702947843,0.021321367145111028,0.00011918388632382182,0.021321367145111028,0.021321700254327263
442,2.8050723619909501,0.021508430648865089,0.00012083174321243046,0.021508430648865089,0.021508770055193926
443,2.7987403702031601,0.021697162740594959,0.00012250304934274836,0.021697162740594959,0.021697508566399057
444,2.7924369009009009,0.021887581099142531,0.00012419817265536701,0.021887581099142531,0.021887933469325795
445,2.7861617617977528,0.02207970364041853,0.00012591748773072795,0.02207970364041853,0.022080062682484119
446,2.7799147623318383,0.022273548521325424,0.0001276613759279364,0.022273548521325424,0.022273914365435226
447,2.7736957136465321,0.022469134143759083,0.00012943022552690746,0.022469134143759083,0.022469506922794723
448,2.7675044285714283,0.022666479158689426,0.00013122443187393813,0.022666479158689426,0.022666859008314822
449,2.7613407216035633,0.022865602470322877,0.00013304439753078772,0.022865602470322877,0.022865989529048378
450,2.7552044088888885,0.023066523240347803,0.00013489053242737398,0.023066523240347803,0.023066917649596008
451,2.7490953082039908,0.023269260892265886,0.00013676325401817794,0.023269260892265886,0.023269662796439144
452,2.7430132389380528,0.023473835115808639,0.00013866298744246797,0.023473835115808639,0.023474244662358302
453,2.7369580220750551,0.023680265871447316,0.00014059016568843189,0.023680265871447316,0.023680683210944756
454,2.7309294801762114,0.023888573394989475,0.00014254522976134314,0.023888573394989475,0.023888998681198984
455,2.7249274373626373,0.024098778202273116,0.00014452862885586614,0.024098778202273116,0.024099211592226683
456,2.7189517192982455,0.024310901093953549,0.00014654082053261339,0.024310901093953549,0.024311342748027601
457,2.7130021531728663,0.024524963160390809,0.00014858227089908118,0.024524963160390809,0.024525413242384966
