feature,wavelength_nm,electron_real,electron_imag,signed_hh_real,signed_hh_imag,total_real,total_imag,phase_difference_deg,cancellation_ratio
P1,540.0,20.946259967172146,0.1936972803788714,-19.423724086945004,-0.17737900225088074,1.5225358802271423,0.016318278127990665,-179.99339639245207,0.037715125219602436
Z1,605.0,40.3196822311979,0.5842110619661846,-37.00782666686283,-0.5230857941075492,3.311855564335069,0.06112526785863537,-179.97966348568096,0.042831846478639836
P2,760.0,27.19496138555708,379.4452784199754,-53.20552610789165,-377.8111817472073,-26.01056472233457,1.6340966727681234,-176.08339182498176,0.034203794281949605
P3,1080.0,-133.86775662498871,0.48639554529138834,126.4625936001835,-0.4892063110969436,-7.405163024805219,-0.002810765805555282,-179.98653658747452,0.028445056451096244
Z2,1330.0,-272.12699275049295,-5.404385104747929,246.9183456399751,4.372553538492792,-25.20864711051786,-1.0318315662551374,-179.87678365259748,0.04859935049385214
P4,1520.0,-151.2138085330646,-758.4581492361423,196.95155648651635,755.4057808663321,45.73774795345176,-3.0523683698102104,-176.6622170304522,0.029496911825835123
