wavelength_nm,consistent scalar Abrupt reference production,consistent scalar Abrupt reference k0_only,consistent scalar Linear 0.2 nm production,consistent scalar Linear 0.2 nm k0_only,consistent scalar Linear 0.4 nm production,consistent scalar Linear 0.4 nm k0_only,consistent scalar Linear 0.7 nm production,consistent scalar Linear 0.7 nm k0_only,consistent scalar Linear 1.0 nm production,consistent scalar Linear 1.0 nm k0_only,consistent scalar Linear 1.4 nm production,consistent scalar Linear 1.4 nm k0_only,consistent scalar Asymmetric inner grading A production,consistent scalar Asymmetric inner grading A k0_only,consistent scalar Asymmetric inner grading B production,consistent scalar Asymmetric inner grading B k0_only,consistent scalar Inner interfaces graded only production,consistent scalar Inner interfaces graded only k0_only,consistent scalar Outer interfaces graded only production,consistent scalar Outer interfaces graded only k0_only,consistent scalar Fermi-like 0.7 nm production,consistent scalar Fermi-like 0.7 nm k0_only,consistent scalar erf 0.7 nm production,consistent scalar erf 0.7 nm k0_only,consistent scalar Cosine 0.7 nm production,consistent scalar Cosine 0.7 nm k0_only,raw unanchored production labels frozen matrices,pureHH alternative branch A k0_only,pureHH alternative branch A production,pureHH alternative branch B k0_only,pureHH alternative branch B production
400.0,0.00926726650652535,0.0005861263290693563,0.009293444279560163,0.0005899803634336032,0.009322910530944924,0.0005887859576007225,0.009387401774061289,0.0005933810935214109,0.009472617677724117,0.0005971960342144299,0.009616709797952589,0.0006017430864909772,0.009316934092660852,0.0005885545042222467,0.009316911219707395,0.0005924830486016465,0.009329261802293737,0.0005892732213939423,0.00932783282048507,0.0005884269388773818,0.009326202816349691,0.0005886386363685959,0.009347055912712128,0.0005916307261682551,0.00934817815400536,0.0005900631178135095,0.005105364306016408,0.0006511168616883029,0.0058453206910518895,0.0006511168616867715,0.006070546550316715
401.0,0.009355046960206077,0.0005912464315802581,0.00938156496548587,0.0005951389182293646,0.009411447135820549,0.0005939411155219972,0.009476834771858378,0.0005985911454123287,0.009563227622237356,0.0006024583602252272,0.009709291902289316,0.0006070757351486481,0.00940547994720449,0.0005937110677197734,0.00940529784696198,0.000597665728580158,0.009417892979504277,0.0005944344230784244,0.009416433504183681,0.0005935798480063595,0.009414780244116436,0.0005937929974589321,0.0094359251233814,0.0005968161344831276,0.009437069813632341,0.0005952353940455911,0.0051529827843560215,0.000656980070594922,0.005900620339679707,0.0006569800705933758,0.0061283022772036745
402.0,0.009443664750014366,0.0005964090177158266,0.009470527685190067,0.0006003403434102387,0.009500831895317037,0.0005991392152205417,0.009567128989765866,0.0006038448041697017,0.009654715910029463,0.0006077649980496556,0.009802780964995058,0.0006124537218359287,0.009494875058419531,0.0005989106322422921,0.009494529744870991,0.0006028915116436592,0.00950737374629842,0.0005996386416175665,0.009505883228346107,0.0005987756928191915,0.009504206367720865,0.0005989903006546523,0.009525647300704064,0.0006020448121511053,0.009526814840808634,0.0006004508386467625,0.005201042921034535,0.0006628945044695452,0.005956445148190362,0.0006628945044679861,0.006186611746834924
403.0,0.0095331293523562,0.0006016144840720455,0.009560341989651682,0.0006055850400390137,0.009591074461436927,0.0006043806596852706,0.009658294294684162,0.0006091424816593452,0.009747092690438533,0.0006131163696259698,0.00989718760933125,0.0006178774838655132,0.009585129105237629,0.0006041536019160444,0.009584616511663174,0.0006081608014489905,0.009597713778591237,0.0006048862810097428,0.009596191659034754,0.0006040148764065947,0.009594490847531337,0.0006042309490356177,0.009616232175401786,0.0006073171661909718,0.009617422973562629,0.0006057098577945902,0.005249549510397514,0.0006688606760088294,0.006012800997971719,0.0006688606760072573,0.0062454812411333795
404.0,0.00962345038055699,0.0006068632318632147,0.009651017568176325,0.000610873413859455,0.009682184626457998,0.0006096658566241637,0.009750340697935669,0.0006144845946029422,0.0098403682627062,0.0006185129019100746,0.009992522617737656,0.0006233474638221947,0.009676251907468111,0.0006094403856065501,0.009675567884745844,0.0006134740063695926,0.009688922893033443,0.0006101777499878855,0.009687368602852313,0.0006092978065814913,0.009685643484347025,0.0006095153504028925,0.009707689619984243,0.0006126336083996267,0.009708904091859602,0.0006110128624362348,0.005298507412600561,0.0006748791043433984,0.006069693853909038,0.0006748791043418115,0.006304917132496841
405.0,0.00971463758732916,0.0006121556669879673,0.009742564250894805,0.0006162058753633554,0.009774172325476525,0.0006149952185320812,0.009843278357902333,0.0006198715646483476,0.009934553078740369,0.0006239550269487321,0.010088796934808951,0.0006288641096409223,0.009768253428355836,0.0006147713969868068,0.009767393743222755,0.0006188315395631525,0.009781011049564942,0.0006155134620875572,0.00977942400949069,0.0006146248959469145,0.009777674221944267,0.0006148439173466326,0.009800029651326496,0.0006179945554209441,0.00980126822018209,0.0006163602683571983,0.005347921554727376,0.0006809503151371725,0.0061271297658532465,0.0006809503151355732,0.006364925885413561
406.0,0.009806700867293152,0.0006174922000963953,0.009834992011317127,0.0006215828398587592,0.00986704763900577,0.0006203691627597921,0.009937117582720997,0.0006253038184410634,0.010029657745939247,0.0006294431819541511,0.010186021670339166,0.0006344278746862715,0.009861143777194992,0.0006201470546067203,0.009860104110466112,0.0006242338190404402,0.009873988354023814,0.0006208938357162602,0.009872367974335362,0.0006199965619650771,0.009870593149678827,0.0006202170673151281,0.009893262433303008,0.0006234004288158169,0.009894525530167864,0.0006217524962512825,0.005397796931929705,0.0006870748406885384,0.006185114870120093,0.0006870748406869258,0.006425514058112482
407.0,0.00989965025955386,0.0006228732466583495,0.00992831096894148,0.0006270047275393295,0.00996082079563217,0.0006257881115841316,0.010031868833038589,0.0006307817876970024,0.010125693030078962,0.0006349778093798183,0.010284208102435242,0.0006400392178332749,0.009954933212000363,0.00062556778196366,0.009953709156746154,0.0006296812677352794,0.009967865060813914,0.0006263192942239094,0.009966210741128087,0.000625413227027656,0.009964410505145968,0.0006256352226850641,0.009987398279479913,0.0006288516551334175,0.0099886863433053,0.0006271899717917085,0.005448138608591149,0.000693253220033382,0.006243655391021325,0.0006932532200317542,0.006486688304248984
408.0,0.00999349595033383,0.0006282992270328949,0.010022531391921542,0.0006324719635549313,0.010055502174730167,0.0006312524922794334,0.010127542724828806,0.0006363059092764792,0.010222669858265416,0.0006405593569976745,0.010383367680701595,0.0006456986035497234,0.01004963214223844,0.0006310340075742951,0.010048219201917842,0.0006351743135757644,0.01006265157563006,0.0006317902659745059,0.010060962704687903,0.0006308753185272609,0.010059136676898296,0.0006310988108329378,0.010082447655866288,0.0006343486659836691,0.010083761133689209,0.0006326731257035311,0.005498951719514207,0.0006994859990500492,0.0063027576424281315,0.0006994859990484097,0.00654845537462741
409.0,0.010088248275664244,0.000633770566538977,0.010117663699792544,0.0006379849780834329,0.010151102309237199,0.0006367627371901525,0.010224150032271869,0.0006418766252595195,0.010320599321954069,0.0006461882779766612,0.010483512029497493,0.0006514065019799291,0.010145251131618325,0.0006365461650476612,0.010143644718167814,0.0006407133895566966,0.010158358458245259,0.0006373071844191046,0.010156634413692966,0.000636383268930147,0.010154782207225268,0.0006366082642077825,0.010178421183728022,0.0006398918981110215,0.010179760530837585,0.0006382023938372465,0.005550241471132884,0.0007057737305662581,0.006362428029368355,0.0007057737305646031,0.0066108221189607125
410.0,0.010183917724135553,0.0006392876955272826,0.010213718466257602,0.0006435442064037177,0.010247631888490682,0.0006423192838047622,0.010321701690698732,0.0006474943830224774,0.010419492680036944,0.0006518650309626382,0.010584652951269917,0.0006571633890299881,0.010241800900945655,0.0006421046931594743,0.010239996332821756,0.0006462989338132586,0.01025499642535922,0.0006428704881699885,0.010253236573523472,0.0006419375158502212,0.010251357794993646,0.000642164020405106,0.010275329642462906,0.0006454817934694468,0.01027669532257194,0.0006437782172437345,0.005602013142749269,0.0007121169744680036,0.0064226730496579,0.0007121169744663358,0.006673795487668628
411.0,0.010280514939709854,0.0006448510494533798,0.01031070642203672,0.0006491500889700286,0.010345101761128303,0.0006479225748309681,0.010420208799601928,0.0006531596353159825,0.010519361362000327,0.0006575900801597268,0.010686802429962583,0.0006629697464545679,0.01033929233104019,0.0006477100359277684,0.010337284831215206,0.0006519313896960054,0.010352576353510536,0.0006484806210761934,0.01035078004916981,0.0006475385021242953,0.010348874298551896,0.0006477665222421322,0.010373183972541836,0.0006511187992988182,0.010374576457961191,0.0006494010422504832,0.005654272087796711,0.0007185162978105177,0.0064834992955669826,0.0007185162978088352,0.00673738253371529
412.0,0.010378050724595099,0.000650461068952111,0.010408638457778691,0.000654803071487533,0.010443522938053418,0.0006535730582721747,0.010519682625714295,0.0006588728403442869,0.01062021697115474,0.0006633638954130994,0.01078997263450515,0.0006688260619452752,0.010437736465719029,0.0006533626426898463,0.010435521159627887,0.0006576112058471214,0.010451109282055265,0.0006541380323003084,0.010449275868204643,0.0006531866758886802,0.010447342738700169,0.0006534162178343619,0.010471995278515148,0.0006568033682025594,0.010473415050333213,0.0006550713205391519,0.005707023735128169,0.0007249722749313037,0.0065449134555226555,0.0007249722749296065,0.0068015904144869
413.0,0.01047653604218461,0.0006561181999132616,0.01050752562703992,0.0006605036049892567,0.010542906595467947,0.0006592711875053638,0.010620134606157516,0.0006646344618459784,0.010722071287938763,0.0006691869522932169,0.010894175922382378,0.0006747328292205957,0.01053714451484771,0.0006590629681805883,0.010534716428284603,0.0006633388362780433,0.010550606416211562,0.000659843176396651,0.010548735223822693,0.0006588824906571274,0.010546774301726562,0.0006591135606734764,0.010571774832087074,0.0006625359582267099,0.01057322238035354,0.0006607895092244978,0.005760273590333109,0.0007314854875653102,0.006606922315848367,0.000731485487563598,0.0068664263937112165
414.0,0.010575982020062163,0.000661822893558605,0.010607379149328477,0.000666252145914358,0.010643264077972997,0.0006650174213602755,0.010721576351663471,0.0006704449691761631,0.010824936273299291,0.0006750597321816047,0.010999424843288062,0.0006806905481174851,0.010637527857459063,0.0006648114726121045,0.010634881914424143,0.0006691147404484307,0.010651079130174221,0.0006655965133908105,0.010649169477949487,0.0006646264054001176,0.010647180342512838,0.0006648590097065925,0.010672534075261052,0.0006683170329403524,0.010674009899174362,0.0006665560709347054,0.005814027237080328,0.0007380565249622906,0.0066695327625408436,0.0007380565249605635,0.006931897843419171
415.0,0.010676399953075354,0.0006675756065202287,0.010708210413219042,0.0006720491561877464,0.010744606901740833,0.0006708122242000407,0.010824019649867837,0.000676304837390064,0.010928824072149543,0.0006809827223581661,0.011105732142863811,0.0006866997246846111,0.010738898044944904,0.0006706086217548624,0.010736029065436943,0.0006749393833465283,0.01075253897029974,0.0006713985088605769,0.010750590164420499,0.0006704188846255719,0.010748572387710438,0.0006706530294169466,0.01077428462355516,0.0006741470615174712,0.010775789231655312,0.0006723714738931195,0.0058682903384902245,0.0007446859840063797,0.00673275178308661,0.0007446859840046393,0.006998012245950361
416.0,0.010777801306478447,0.0006733768009203056,0.010810030979537186,0.0006778951033011568,0.01084694675775847,0.000676656066003193,0.010927476468680792,0.0006822145473281502,0.011033747016907918,0.0006869564160900141,0.011213110766526677,0.0006927608712772888,0.010841266804319682,0.0006764548870201724,0.010838169502074703,0.0006808132355709425,0.010854997658363964,0.0006772496340183428,0.010853008992232786,0.0006762603984609599,0.010850962138988987,0.0006764960899059698,0.010877038269292308,0.0006800265188202633,0.010878572179658047,0.000678236192001439,0.00592306863853575,0.0007513744693379581,0.006796586468317373,0.0007513744693362027,0.00706477719600307
417.0,0.010880197719146696,0.0006792269444522007,0.010912852584617258,0.0006837904603955951,0.010950295515146508,0.0006825494224471652,0.01103195895973477,0.0006881745857027358,0.01113971763111864,0.0006929813127219637,0.011321573863386942,0.0006988745066541917,0.010944646041559019,0.000682350745544195,0.010941315021734023,0.000686736773413858,0.010958467094894767,0.0006831503657949133,0.01095643784887179,0.00068215142273692,0.010954361476359507,0.0006823886669768504,0.01098080698496595,0.0006859558854839334,0.010982370725416276,0.0006841507049243822,0.0059783679634726455,0.0007581225934778354,0.006861044014307249,0.0007581225934760637,0.007132200402730189
418.0,0.010983601006864695,0.000685126510463087,0.011016687143634766,0.0006897357063452953,0.011054665224553376,0.0006884927749932594,0.01113747946191264,0.0006941854451861787,0.011246748633157765,0.0006990579177686208,0.011431134790259267,0.0007050411560757564,0.011049047845015121,0.0006882966802734097,0.011045477601814159,0.000692710478945751,0.011062959362581412,0.0006891011869248373,0.011060888803714232,0.000688092439072282,0.011058782461573801,0.0006883312422195614,0.011085602926682203,0.0006919356480029726,0.011087197034984472,0.0006901154981758538,0.006034194223300899,0.0007649309769538218,0.006926131724311013,0.0007649309769520363,0.0072002896918825
419.0,0.01108802316568947,0.00069107597803796,0.01112154675401498,0.0006957313258431455,0.011160068121628858,0.0006944866109731265,0.011244050504957474,0.0007002476245006323,0.011354852940026179,0.0007051867430081632,0.011541807115769695,0.0007112613514045007,0.011154484488912441,0.0006942931800516314,0.011150669403153212,0.0006987348401015907,0.011168486729762716,0.0006951025860332841,0.011166374111509761,0.0006940839349606873,0.011164237341602575,0.0006943243030973965,0.011191438437684116,0.0006979662988190403,0.011193063461764907,0.0006961310632066887,0.006090553413256663,0.0007718002484297389,0.006991857010745894,0.0007718002484279371,0.007269053007999938
420.0,0.011193476375392034,0.0006970758320851743,0.011227443698921218,0.000701777809487614,0.011266516630577485,0.0007005314236768046,0.011351684813167439,0.0007063616285094346,0.011464043671232067,0.000711368306577809,0.011653604624561179,0.000717535631207092,0.011260968436922172,0.0007003407397085639,0.011256902773543184,0.0007048103507685855,0.011275061653996058,0.0007011550577244142,0.011272906215943148,0.0007001264038587208,0.011270738552194471,0.0007003683430350929,0.011298326051955257,0.0007040483364103428,0.011299982550118342,0.0007021978974939164,0.0061474516153364805,0.0007787310448368977,0.0070582273972173955,0.0007787310448350812,0.007338498416652604
421.0,0.011299973002977356,0.0007031265634235152,0.011334390450823541,0.0007078756538712979,0.011374023367795406,0.0007066277124423198,0.011460395309176823,0.0007125279683101161,0.011574334152765547,0.0007176031330710317,0.01176654132160011,0.0007238645408583666,0.011368512345822741,0.0007064398601499697,0.011364190251327483,0.0007109375108754969,0.011382696785709741,0.0007072591026714009,0.011380497753280637,0.0007062203452756144,0.011378298721517745,0.0007064638615084887,0.011406278497909785,0.0007101822653826833,0.011407967039058466,0.0007083165046316692,0.006204894999854679,0.000785724011508145,0.00712525052059005,0.0007857240115063136,0.007408634106733091
422.0,0.011407525606287605,0.000709228668870806,0.011442399675150051,0.0007140253616709674,0.011482601145591645,0.0007127759827469175,0.011570195117826362,0.0007187471613291333,0.011685737921167769,0.000723891753636556,0.011880631436587236,0.0007302486326472636,0.011477129069244326,0.000712591048449435,0.011472544569081299,0.000717116826483566,0.011491404971941085,0.0007134152277080177,0.011489161556099598,0.0007123662648645944,0.011486930673886871,0.0007126113641358273,0.01151530870216719,0.0007163685965621291,0.01151702986603278,0.0007144873944237238,0.006262889827033431,0.0007927798023144989,0.007192934133105151,0.0007927798023126525,0.0074794683928004245
