x[nm]                  E_3_real[eV]           Psi_3_y1_real[nm^-1/2] E_3_imag[eV]           Psi_3_y1_imag[nm^-1/2]
7.1142317671146        1.4167478423565        1.4167478423565        1.4167478423565        1.4167364410323
7.260978922993         1.4167478423565        1.4167478423565        1.4167478423565        1.4164994928537
7.4003918486039        1.4167478423565        1.4167478423565        1.4167478423565        1.4160506115694
7.532837099151         1.4167478423565        1.4167478423565        1.4167478423565        1.4154967408859
7.6586629098899        1.4167478423565        1.4167478423565        1.4167478423565        1.4148644294676
7.7782001117354        1.4167478423565        1.4167478423565        1.4167478423565        1.4141732030919
7.891763001107         1.4167478423565        1.4167478423565        1.4167478423565        1.4134334314204
7.9996501663019        1.4167478423565        1.4167478423565        1.4167478423565        1.4126503159331
8.1021452725658        1.4167478423565        1.4167478423565        1.4167478423565        1.4118258911724
8.1995178079279        1.4167478423565        1.4167478423565        1.4167478423565        1.4109603109324
8.2920237917592        1.4167478423565        1.4167478423565        1.4167478423565        1.4100526684889
8.3799064479186        1.4167478423565        1.4167478423565        1.4167478423565        1.4091015298914
8.4633968442558        1.4167478423565        1.4167478423565        1.4167478423565        1.4081052878861
8.5427145001525        1.4167478423565        1.4167478423565        1.4167478423565        1.4070624047376
8.6180679636999        1.4167478423565        1.4167478423565        1.4167478423565        1.4059715971768
8.6896553600291        1.4167478423565        1.4167478423565        1.4167478423565        1.4048466626504
8.7576649122373        1.4167478423565        1.4167478423565        1.4167478423565        1.4037010408299
8.8222754362784        1.4167478423565        1.4167478423566        1.4167478423565        1.4025452056124
8.8836568111193        1.4167478423565        1.4167478423566        1.4167478423565        1.401388510156
8.9419704253995        1.4167478423565        1.4167478423566        1.4167478423565        1.4002392461771
8.9973696017656        1.4167478423565        1.4167478423566        1.4167478423565        1.3991046801369
9.05                   1.4167478423565        1.4167478423566        1.4167478423565        1.3979910865082
9.1                    1.4167478423565        1.4167478423566        1.4167478423565        1.3969037868243
9.15                   1.4167478423565        1.4167478423566        1.4167478423565        1.3957911526116
9.2                    1.4167478423565        1.4167478423566        1.4167478423565        1.3946567180714
9.25                   1.4167478423565        1.4167478423566        1.4167478423565        1.3935044803849
9.3                    1.4167478423565        1.4167478423566        1.4167478423565        1.3923389205695
9.35                   1.4167478423565        1.4167478423566        1.4167478423565        1.3911650221403
9.4                    1.4167478423565        1.4167478423566        1.4167478423565        1.3899882877224
9.45                   1.4167478423565        1.4167478423566        1.4167478423565        1.3888147539062
9.5                    1.4167478423565        1.4167478423566        1.4167478423565        1.3876510048438
9.55                   1.4167478423565        1.4167478423566        1.4167478423565        1.3865041853585
9.6                    1.4167478423565        1.4167478423566        1.4167478423565        1.3853820147089
9.65                   1.4167478423565        1.4167478423566        1.4167478423565        1.3842864147742
9.7                    1.4167478423565        1.4167478423567        1.4167478423565        1.383214977294
9.75                   1.4167478423565        1.4167478423567        1.4167478423565        1.3821668629074
9.8                    1.4167478423565        1.4167478423567        1.4167478423565        1.3811413108643
9.85                   1.4167478423565        1.4167478423567        1.4167478423565        1.3801376304496
9.9                    1.4167478423565        1.4167478423567        1.4167478423565        1.3791551939572
9.95                   1.4167478423565        1.4167478423567        1.4167478423565        1.3781934307986
10                     1.4167478423565        1.4167478423567        1.4167478423565        1.3772518224611
10.05                  1.4167478423565        1.4167478423567        1.4167478423565        1.3763298981128
10.1                   1.4167478423565        1.4167478423567        1.4167478423565        1.3754272307135
10.15                  1.4167478423565        1.4167478423567        1.4167478423565        1.3745434335294
10.2                   1.4167478423565        1.4167478423567        1.4167478423565        1.3736781569803
10.25                  1.4167478423565        1.4167478423567        1.4167478423565        1.3728310857635
10.3                   1.4167478423565        1.4167478423567        1.4167478423565        1.3720019362156
10.35                  1.4167478423565        1.4167478423567        1.4167478423565        1.3711904538823
10.4                   1.4167478423565        1.4167478423567        1.4167478423565        1.3703964112703
10.45                  1.4167478423565        1.4167478423567        1.4167478423565        1.3696196057645
10.5                   1.4167478423565        1.4167478423567        1.4167478423565        1.3688598576932
10.55                  1.4167478423565        1.4167478423567        1.4167478423565        1.368117008529
10.6                   1.4167478423565        1.4167478423567        1.4167478423565        1.3673909192142
10.65                  1.4167478423565        1.4167478423567        1.4167478423565        1.3666814686001
10.7                   1.4167478423565        1.4167478423567        1.4167478423565        1.3659885519936
10.75                  1.4167478423565        1.4167478423567        1.4167478423565        1.3653120798001
10.8                   1.4167478423565        1.4167478423568        1.4167478423565        1.3646519762595
10.85                  1.4167478423565        1.4167478423568        1.4167478423565        1.3640081782657
10.9                   1.4167478423565        1.4167478423568        1.4167478423565        1.3633806342663
10.95                  1.4167478423565        1.4167478423568        1.4167478423565        1.3627693032349
11                     1.4167478423565        1.4167478423568        1.4167478423565        1.3621741537133
11.05                  1.4167478423565        1.4167478423568        1.4167478423565        1.361595162917
11.1                   1.4167478423565        1.4167478423568        1.4167478423565        1.3610323159013
11.15                  1.4167478423565        1.4167478423568        1.4167478423565        1.3604856047834
11.2                   1.4167478423565        1.4167478423568        1.4167478423565        1.3599550280167
11.25                  1.4167478423565        1.4167478423568        1.4167478423565        1.3594405897144
11.3                   1.4167478423565        1.4167478423568        1.4167478423565        1.3589422990187
11.35                  1.4167478423565        1.4167478423568        1.4167478423565        1.3584601695137
11.4                   1.4167478423565        1.4167478423568        1.4167478423565        1.3579942186775
11.45                  1.4167478423565        1.4167478423568        1.4167478423565        1.3575444673735
11.5                   1.4167478423565        1.4167478423568        1.4167478423565        1.3571109393756
11.55                  1.4167478423565        1.4167478423568        1.4167478423565        1.356693660928
11.6                   1.4167478423565        1.4167478423568        1.4167478423565        1.3562926603355
