|k|[1/nm]            Band_1[m_0]          Band_2[m_0]          Band_3[m_0]          Band_4[m_0]          Band_5[m_0]          Band_6[m_0]          Band_7[m_0]          Band_8[m_0]          Band_9[m_0]          Band_10[m_0]         Band_11[m_0]         Band_12[m_0]         Band_13[m_0]         Band_14[m_0]        
0.00555714439232     -0.07844364074904    -0.07937187329582    0.17699916806518     0.18555964907479     -0.16434384196506    -0.1662115915061     -0.74950485164129    -0.067086579507354   0.081754260940618    -0.74621655217899    0.068749422805537    0.068759117758894    0.081601668281532    0.081619874712058
0.01111428878464     -0.078665943300766   -0.080513608586763   0.1760213082848      0.19355855442844     -0.16376183807849    -0.16751843326954    0.16779171742134     0.16795619848905     0.16866680955054     0.16883159122966     0.068682610480738    0.068701951897206    0.081253472555651    0.081289553522126
0.01667143317696     -0.079354361336726   -0.082103747587581   0.17753756621416     0.20507305766152     -0.16340356038782    -0.16909167183135    0.12789747726194     0.12798838854538     0.12870680667403     0.12879759713353     0.068674337940345    0.068703212656509    0.081149440004048    0.081202999439394
0.02222857756928     -0.080522584899135   -0.084147358000396   0.18143951409292     0.22068726320219     -0.16326572332881    -0.17095085402181    0.14198512334207     0.14209887354063     0.14331664902236     0.14343044641558     0.06870548905933     0.068744007645139    0.08120938106002     0.081280909929879
0.0277857219616      -0.082188321333606   -0.086653914848755   0.18780152291847     0.24142142017712     -0.16334652288336    -0.17311885029408    0.16730777931623     0.16746900324958     0.16958265187611     0.16974467695619     0.068747674797432    0.068795921420357    0.081292859106181    0.081382697408513
0.03334286635392     -0.084378236589956   -0.089642805368553   0.19683792760016     0.26889892554483     -0.16364665855396    -0.17562364673236    0.16718148724353     0.16734161789653     0.16990391631165     0.17006498115517     0.068784482931432    0.06884239149825     0.081318488101274    0.081426343887067
0.03890001074624     -0.087132442023618   -0.093148514595392   0.20898902642876     0.3058903445478      -0.16416898949252    -0.1784989172485     0.16707284448553     0.16723170773344     0.17024322863143     0.17040314989414     0.06882886670987     0.068896434734381    0.081350414634983    0.081476280898806
0.04445715513856     -0.090514900488991   -0.097232093842273   0.22485653119006     0.35700379949901     -0.1649188030196     -0.18178540004117    0.16698178467164     0.16713920935913     0.17060066987148     0.17075926286434     0.068880828844797    0.06895805398385     0.081388640036819    0.081532510946632
0.05001429953088     -0.094632318054954   -0.10200115140279    0.24532190465726     0.43066054598805     -0.1659039234141     -0.18553240230253    0.16690825697485     0.16706407051873     0.17097630427066     0.17113338485181     0.068940374427214    0.069027253445423    0.081433168340175    0.081595035629315
0.0555714439232      -0.099672348313182   -0.10764831510722    0.27168907744605     0.54400305570399     -0.16713493694167    -0.18979979825661    0.16685222405679     0.16700625702441     0.17137018769053     0.17152556907627     0.06900750633294     0.06910403582471     0.08148400125237     0.081663856159138
