x[nm]                 E_11[eV]              Psi^2_11_hh1[nm^-1/2]
7.1142317671146       2.9525116792099       2.9525116792099
7.260978922993        2.9525116792099       2.9525116792099
7.4003918486039       2.9525116792099       2.9525116792099
7.532837099151        2.9525116792099       2.9525116792099
7.6586629098899       2.9525116792099       2.9525116792099
7.7782001117354       2.9525116792099       2.9525116792099
7.891763001107        2.9525116792099       2.9525116792099
7.9996501663019       2.9525116792099       2.9525116792099
8.1021452725658       2.9525116792099       2.9525116792099
8.1995178079279       2.9525116792099       2.9525116792099
8.2920237917592       2.9525116792099       2.9525116792099
8.3799064479186       2.9525116792099       2.9525116792099
8.4633968442558       2.9525116792099       2.9525116792099
8.5427145001525       2.9525116792099       2.9525116792099
8.6180679636999       2.9525116792099       2.9525116792099
8.6896553600291       2.9525116792099       2.9525116792099
8.7576649122373       2.9525116792099       2.9525116792099
8.8222754362784       2.9525116792099       2.9525116792099
8.8836568111193       2.9525116792099       2.9525116792099
8.9419704253995       2.9525116792099       2.9525116792099
8.9973696017656       2.9525116792099       2.9525116792099
9.05                  2.9525116792099       2.9525116792099
9.1                   2.9525116792099       2.9525116792099
9.15                  2.9525116792099       2.9525116792099
9.2                   2.9525116792099       2.9525116792099
9.25                  2.9525116792099       2.9525116792099
9.3                   2.9525116792099       2.9525116792099
9.35                  2.9525116792099       2.9525116792099
9.4                   2.9525116792099       2.9525116792099
9.45                  2.9525116792099       2.9525116792099
9.5                   2.9525116792099       2.9525116792099
9.55                  2.9525116792099       2.9525116792099
9.6                   2.9525116792099       2.9525116792099
9.65                  2.9525116792099       2.9525116792099
9.7                   2.9525116792099       2.9525116792099
9.75                  2.9525116792099       2.9525116792099
9.8                   2.9525116792099       2.9525116792099
9.85                  2.9525116792099       2.9525116792099
9.9                   2.9525116792099       2.9525116792099
9.95                  2.9525116792099       2.9525116792099
10                    2.9525116792099       2.9525116792099
10.05                 2.9525116792099       2.9525116792099
10.1                  2.9525116792099       2.9525116792099
10.15                 2.9525116792099       2.9525116792099
10.2                  2.9525116792099       2.9525116792099
10.25                 2.9525116792099       2.9525116792099
10.3                  2.9525116792099       2.9525116792099
10.35                 2.9525116792099       2.9525116792099
10.4                  2.9525116792099       2.9525116792099
10.45                 2.9525116792099       2.9525116792099
10.5                  2.9525116792099       2.9525116792099
10.55                 2.9525116792099       2.9525116792099
10.6                  2.9525116792099       2.9525116792099
10.65                 2.9525116792099       2.9525116792099
10.7                  2.9525116792099       2.9525116792099
10.75                 2.9525116792099       2.9525116792099
10.8                  2.9525116792099       2.9525116792099
