x[nm]                   E_3_real[eV]            Psi_3_lh2_real[nm^-1/2] E_3_imag[eV]            Psi_3_lh2_imag[nm^-1/2]
7.1142317671146         1.4167478423565         1.4151524309354         1.4167478423565         1.4172111369507
7.260978922993          1.4167478423565         1.4357364494001         1.4167478423565         1.4112337041986
7.4003918486039         1.4167478423565         1.4226060941495         1.4167478423565         1.4150466533395
7.532837099151          1.4167478423565         1.4152707897289         1.4167478423565         1.4171767665127
7.6586629098899         1.4167478423565         1.4074120857358         1.4167478423565         1.4194588706956
7.7782001117354         1.4167478423565         1.3997885931736         1.4167478423565         1.4216726713781
7.891763001107          1.4167478423565         1.3922761676018         1.4167478423565         1.4238542191034
7.9996501663019         1.4167478423565         1.3848415767347         1.4167478423565         1.426013164259
8.1021452725658         1.4167478423565         1.3774519166972         1.4167478423565         1.4281590618645
8.1995178079279         1.4167478423565         1.3700806125642         1.4167478423565         1.4302996290635
8.2920237917592         1.4167478423565         1.3627067194345         1.4167478423565         1.4324409480863
8.3799064479186         1.4167478423565         1.3553141369798         1.4167478423565         1.4345876943382
8.4633968442558         1.4167478423565         1.3478898422413         1.4167478423565         1.4367436495812
8.5427145001525         1.4167478423565         1.3404179997157         1.4167478423565         1.4389134123176
8.6180679636999         1.4167478423565         1.3328583099029         1.4167478423565         1.4411086851969
8.6896553600291         1.4167478423565         1.3253966675174         1.4167478423565         1.443275485895
8.7576649122373         1.4167478423565         1.3180978659019         1.4167478423565         1.4453949989484
8.8222754362784         1.4167478423565         1.3109801492103         1.4167478423565         1.4474619264021
8.8836568111193         1.4167478423565         1.3040668553649         1.4167478423565         1.4494694911119
8.9419704253995         1.4167478423565         1.29737906241           1.4167478423565         1.451411572184
8.9973696017656         1.4167478423565         1.2909341435168         1.4167478423565         1.4532831245897
9.05                    1.4167478423565         1.2847454748505         1.4167478423565         1.4550802639986
9.1                     1.4167478423565         1.2788224915138         1.4167478423565         1.4568002505332
9.15                    1.4167478423565         1.2728733180523         1.4167478423565         1.4585278424685
9.2                     1.4167478423565         1.2669147463972         1.4167478423565         1.4602581635634
9.25                    1.4167478423565         1.2609644224936         1.4167478423565         1.4619860895778
9.3                     1.4167478423565         1.2550404561285         1.4167478423565         1.4637063615759
9.35                    1.4167478423565         1.2491609235582         1.4167478423565         1.4654137303588
9.4                     1.4167478423565         1.2433432219442         1.4167478423565         1.4671031439312
9.45                    1.4167478423565         1.2376032296606         1.4167478423565         1.4687699913415
9.5                     1.4167478423565         1.2319542164596         1.4167478423565         1.4704104191609
9.55                    1.4167478423565         1.2264054327461         1.4167478423565         1.4720217411465
9.6                     1.4167478423565         1.2209602873702         1.4167478423565         1.4736029673957
9.65                    1.4167478423565         1.2155965305736         1.4167478423565         1.4751605590586
9.7                     1.4167478423565         1.2102948060699         1.4167478423565         1.4767001370445
9.75                    1.4167478423565         1.2050591834508         1.4167478423565         1.478220519577
9.8                     1.4167478423565         1.1998924187101         1.4167478423565         1.4797209063375
9.85                    1.4167478423565         1.194796393655          1.4167478423565         1.4812007508645
9.9                     1.4167478423565         1.1897724140746         1.4167478423565         1.4826596739675
9.95                    1.4167478423565         1.1848214115676         1.4167478423565         1.4840974051176
10                      1.4167478423565         1.1799440796853         1.4167478423565         1.4855137429131
10.05                   1.4167478423565         1.1751409653225         1.4167478423565         1.4869085285403
10.1                    1.4167478423565         1.1704125296439         1.4167478423565         1.4882816280806
10.15                   1.4167478423565         1.1657591883017         1.4167478423565         1.4896329208319
10.2                    1.4167478423565         1.1611813375957         1.4167478423565         1.4909622917121
10.25                   1.4167478423565         1.1566793711176         1.4167478423565         1.4922696264253
10.3                    1.4167478423565         1.1522536899738         1.4167478423565         1.4935548084933
10.35                   1.4167478423565         1.1479047086945         1.4167478423565         1.49481771754
10.4                    1.4167478423565         1.1436328582664         1.4167478423565         1.4960582284104
10.45                   1.4167478423565         1.1394385872625         1.4167478423565         1.4972762108423
10.5                    1.4167478423565         1.1353223617338         1.4167478423565         1.4984715294985
10.55                   1.4167478423565         1.1312846643097         1.4167478423565         1.4996440442272
10.6                    1.4167478423565         1.1273259928106         1.4167478423565         1.5007936104654
10.65                   1.4167478423565         1.1234468585765         1.4167478423565         1.5019200797241
10.7                    1.4167478423565         1.1196477846463         1.4167478423565         1.503023300117
10.75                   1.4167478423565         1.1159293038783         1.4167478423565         1.5041031169063
10.8                    1.4167478423565         1.1122919570708         1.4167478423565         1.5051593730487
10.85                   1.4167478423565         1.1087362911198         1.4167478423565         1.5061919097299
10.9                    1.4167478423565         1.1052628572367         1.4167478423565         1.5072005668825
10.95                   1.4167478423565         1.101872209241          1.4167478423565         1.508185183682
11                      1.4167478423565         1.0985649019336         1.4167478423565         1.5091455990185
11.05                   1.4167478423565         1.0953414895555         1.4167478423565         1.5100816519449
11.1                    1.4167478423565         1.0922025243305         1.4167478423565         1.5109931821
11.15                   1.4167478423565         1.089148555092          1.4167478423565         1.511880030107
11.2                    1.4167478423565         1.0861801259901         1.4167478423565         1.5127420379489
11.25                   1.4167478423565         1.0832977752773         1.4167478423565         1.5135790493217
11.3                    1.4167478423565         1.0805020341676         1.4167478423565         1.5143909099652
11.35                   1.4167478423565         1.0777934257667         1.4167478423565         1.5151774679736
11.4                    1.4167478423565         1.0751724640695         1.4167478423565         1.5159385740869
11.45                   1.4167478423565         1.0726396530207         1.4167478423565         1.5166740819638
11.5                    1.4167478423565         1.0701954856362         1.4167478423565         1.5173838484363
11.55                   1.4167478423565         1.0678404431805         1.4167478423565         1.5180677337491
11.6                    1.4167478423565         1.065574994399          1.4167478423565         1.5187256017824
11.65                   1.4167478423565         1.063399594801          1.4167478423565         1.5193573202599
11.7                    1.4167478423565         1.0613146859905         1.4167478423565         1.5199627609434
11.75                   1.4167478423565         1.0593206950438         1.4167478423565         1.5205417998134
11.8                    1.4167478423565         1.0574180339304         1.4167478423565         1.5210943172373
11.85                   1.4167478423565         1.0556070989749         1.4167478423565         1.5216201981256
11.9                    1.4167478423565         1.053888270359          1.4167478423565         1.5221193320766
11.95                   1.4167478423565         1.0522619116608         1.4167478423565         1.5225916135102
12                      1.4167478423565         1.0507283694303         1.4167478423565         1.523036941791
12.05                   1.4167478423565         1.0492879727997         1.4167478423565         1.5234552213418
12.1                    1.4167478423565         1.0479410331262         1.4167478423565         1.5238463617468
12.15                   1.4167478423565         1.046687843667          1.4167478423565         1.5242102778466
12.2                    1.4167478423565         1.0455286792857         1.4167478423565         1.524546889823
12.25                   1.4167478423565         1.0444637961874         1.4167478423565         1.5248561232761
12.3                    1.4167478423565         1.0434934316835         1.4167478423565         1.5251379092926
12.35                   1.4167478423565         1.0426178039844         1.4167478423565         1.525392184506
12.4                    1.4167478423565         1.0418371120194         1.4167478423565         1.5256188911488
12.45                   1.4167478423565         1.0411515352841         1.4167478423565         1.5258179770969
12.5                    1.4167478423565         1.040561233714          1.4167478423565         1.5259893959063
12.55                   1.4167478423565         1.0400663475834         1.4167478423565         1.5261331068426
12.6                    1.4167478423565         1.0396669974315         1.4167478423565         1.526249074902
12.65                   1.4167478423565         1.0393632840131         1.4167478423565         1.5263372708264
12.7                    1.4167478423565         1.0391552882751         1.4167478423565         1.5263976711091
12.75                   1.4167478423565         1.039043071359          1.4167478423565         1.5264302579955
12.8                    1.4167478423565         1.0390266746282         1.4167478423565         1.5264350194737
12.85                   1.4167478423565         1.0391061197222         1.4167478423565         1.5264119492599
12.9                    1.4167478423565         1.0392814086361         1.4167478423565         1.5263610467747
12.95                   1.4167478423565         1.0395525238275         1.4167478423565         1.5262823171123
13                      1.4167478423565         1.0399194283497         1.4167478423565         1.5261757710017
13.05                   1.4167478423565         1.0403820660128         1.4167478423565         1.52604142476
13.1                    1.4167478423565         1.0409403615738         1.4167478423565         1.5258793002372
13.15                   1.4167478423565         1.0415942209548         1.4167478423565         1.5256894247527
13.2                    1.4167478423565         1.0423435314922         1.4167478423565         1.5254718310231
13.25                   1.4167478423565         1.0431881622166         1.4167478423565         1.5252265570809
13.3                    1.4167478423565         1.0441279641647         1.4167478423565         1.5249536461838
13.35                   1.4167478423565         1.0451627707257         1.4167478423565         1.5246531467142
13.4                    1.4167478423565         1.0462923980217         1.4167478423565         1.5243251120689
13.45                   1.4167478423565         1.0475166453249         1.4167478423565         1.5239696005375
13.5                    1.4167478423565         1.0488352955136         1.4167478423565         1.5235866751704
13.55                   1.4167478423565         1.0502481155674         1.4167478423565         1.5231764036349
13.6                    1.4167478423565         1.051754857105          1.4167478423565         1.5227388580589
13.65                   1.4167478423565         1.0533552569665         1.4167478423565         1.5222741148619
13.7                    1.4167478423565         1.0550490378416         1.4167478423565         1.5217822545726
13.75                   1.4167478423565         1.0568359089478         1.4167478423565         1.5212633616318
13.8                    1.4167478423565         1.0587155667603         1.4167478423565         1.5207175241807
13.85                   1.4167478423565         1.0606876957965         1.4167478423565         1.520144833833
13.9                    1.4167478423565         1.0627519694594         1.4167478423565         1.5195453854298
13.95                   1.4167478423565         1.0649080509415         1.4167478423565         1.5189192767771
14                      1.4167478423565         1.0671555941951         1.4167478423565         1.5182666083645
14.05                   1.4167478423565         1.0694942449709         1.4167478423565         1.5175874830632
14.1                    1.4167478423565         1.0719236419295         1.4167478423565         1.5168820058031
14.15                   1.4167478423565         1.074443417831          1.4167478423565         1.5161502832277
14.2                    1.4167478423565         1.077053200806          1.4167478423565         1.5153924233251
14.25                   1.4167478423565         1.0797526157127         1.4167478423565         1.5146085350332
14.3                    1.4167478423565         1.0825412855851         1.4167478423565         1.5137987278199
14.35                   1.4167478423565         1.0854188331757         1.4167478423565         1.512963111235
14.4                    1.4167478423565         1.0883848825969         1.4167478423565         1.5121017944331
14.45                   1.4167478423565         1.0914390610639         1.4167478423565         1.5112148856679
14.5                    1.4167478423565         1.09458100074           1.4167478423565         1.5103024917562
14.55                   1.4167478423565         1.0978103406828         1.4167478423565         1.5093647175128
14.6                    1.4167478423565         1.1011267288874         1.4167478423565         1.5084016651571
14.65                   1.4167478423565         1.1045298244137         1.4167478423565         1.5074134336953
14.7                    1.4167478423565         1.1080192995795         1.4167478423565         1.5064001182837
14.75                   1.4167478423565         1.1115948421853         1.4167478423565         1.5053618095824
14.8                    1.4167478423565         1.115256157718          1.4167478423565         1.5042985931158
14.85                   1.4167478423565         1.1190029714512         1.4167478423565         1.5032105486622
14.9                    1.4167478423565         1.122835030317          1.4167478423565         1.5020977497103
14.95                   1.4167478423565         1.1267521043594         1.4167478423565         1.5009602630377
15                      1.4167478423565         1.1307539874883         1.4167478423565         1.4997981484911
15.05                   1.4167478423565         1.1348404971121         1.4167478423565         1.4986114590938
15.1                    1.4167478423565         1.1390114720302         1.4167478423565         1.497400241657
15.15                   1.4167478423565         1.1432667676658         1.4167478423565         1.4961645381647
15.2                    1.4167478423565         1.1476062472919         1.4167478423565         1.4949043883214
15.25                   1.4167478423565         1.1520297672636         1.4167478423565         1.4936198338402
15.3                    1.4167478423565         1.1565371533433         1.4167478423565         1.4923109253186
15.35                   1.4167478423565         1.1611281638423         1.4167478423565         1.4909777329408
15.4                    1.4167478423565         1.1658024333069         1.4167478423565         1.4896203628316
15.45                   1.4167478423565         1.170559387556          1.4167478423565         1.4882389817288
15.5                    1.4167478423565         1.1753981165984         1.4167478423565         1.4868338538862
15.55                   1.4167478423565         1.1803171856947         1.4167478423565         1.4854053959407
15.6                    1.4167478423565         1.1853143556528         1.4167478423565         1.4839542581356
