x[nm]                    E_14_real[eV]            Psi_14_cb2_real[nm^-1/2] E_14_imag[eV]            Psi_14_cb2_imag[nm^-1/2]
7.1142317671146          3.0911484520155          3.0915235893031          3.0911484520155          3.0897812463318
7.260978922993           3.0911484520155          3.0838345158108          3.0911484520155          3.1178044403165
7.4003918486039          3.0911484520155          3.0875692889868          3.0911484520155          3.1041928818752
7.532837099151           3.0911484520155          3.0893224704758          3.0911484520155          3.0978033285687
7.6586629098899          3.0911484520155          3.0911968824426          3.0911484520155          3.0909719450208
7.7782001117354          3.0911484520155          3.0929561044814          3.0911484520155          3.0845603766433
7.891763001107           3.0911484520155          3.0946430169837          3.0911484520155          3.0784123438104
7.9996501663019          3.0911484520155          3.0962696931664          3.0911484520155          3.0724838451085
8.1021452725658          3.0911484520155          3.0978468082635          3.0911484520155          3.0667359741397
8.1995178079279          3.0911484520155          3.0993824406406          3.0911484520155          3.0611392889167
8.2920237917592          3.0911484520155          3.100882651523           3.0911484520155          3.0556716990157
8.3799064479186          3.0911484520155          3.1023518390403          3.0911484520155          3.0503171752441
8.4633968442558          3.0911484520155          3.1037927648233          3.0911484520155          3.045065652707
8.5427145001525          3.0911484520155          3.1052054113494          3.0911484520155          3.0399171952662
8.6180679636999          3.0911484520155          3.1065814929957          3.0911484520155          3.0349020002691
8.6896553600291          3.0911484520155          3.1078548020152          3.0911484520155          3.0302613649971
8.7576649122373          3.0911484520155          3.1090488083022          3.0911484520155          3.0259097523053
8.8222754362784          3.0911484520155          3.1101819193872          3.0911484520155          3.0217800750725
8.8836568111193          3.0911484520155          3.1112562231518          3.0911484520155          3.0178647239157
8.9419704253995          3.0911484520155          3.1122713540969          3.0911484520155          3.0141650309132
8.9973696017656          3.0911484520155          3.1132269744898          3.0911484520155          3.0106822269482
9.05                     3.0911484520155          3.1141232862544          3.0911484520155          3.0074155760995
9.1                      3.0911484520155          3.1149611158116          3.0911484520155          3.0043620664366
9.15                     3.0911484520155          3.1157824684437          3.0911484520155          3.0013686077107
9.2                      3.0911484520155          3.1165843055419          3.0911484520155          2.998446274276
9.25                     3.0911484520155          3.1173637941411          3.0911484520155          2.995605391009
9.3                      3.0911484520155          3.1181185225952          3.0911484520155          2.9928547472682
9.35                     3.0911484520155          3.1188467983974          3.0911484520155          2.9902005114748
9.4                      3.0911484520155          3.1195480574494          3.0911484520155          2.9876447395126
9.45                     3.0911484520155          3.1202234225498          3.0911484520155          2.9851833392882
9.5                      3.0911484520155          3.1208764605878          3.0911484520155          2.9828033111048
9.55                     3.0911484520155          3.1215142036572          3.0911484520155          2.9804790261613
9.6                      3.0911484520155          3.1221485202398          3.0911484520155          2.9781672292123
