x[nm]                   E_4_real[eV]            Psi_4_so1_real[nm^-1/2] E_4_imag[eV]            Psi_4_so1_imag[nm^-1/2]
7.1142317671146         1.4167478423565         1.4178636950278         1.4167478423565         1.4166399123939
7.260978922993          1.4167478423565         1.4016675188594         1.4167478423565         1.4182064746594
7.4003918486039         1.4167478423565         1.4091875195715         1.4167478423565         1.4174791085682
7.532837099151          1.4167478423565         1.411968422573          1.4167478423565         1.4172101279359
7.6586629098899         1.4167478423565         1.4147653951932         1.4167478423565         1.4169395929826
7.7782001117354         1.4167478423565         1.4171139401053         1.4167478423565         1.4167124318428
7.891763001107          1.4167478423565         1.4191536287563         1.4167478423565         1.4165151445794
7.9996501663019         1.4167478423565         1.4209331881679         1.4167478423565         1.4163430181099
8.1021452725658         1.4167478423565         1.4224862662074         1.4167478423565         1.416192797871
8.1995178079279         1.4167478423565         1.4238330601574         1.4167478423565         1.4160625302968
8.2920237917592         1.4167478423565         1.4249846720876         1.4167478423565         1.4159511415482
8.3799064479186         1.4167478423565         1.4259461832122         1.4167478423565         1.415858140149
8.4633968442558         1.4167478423565         1.4267196073488         1.4167478423565         1.4157833313142
8.5427145001525         1.4167478423565         1.4273093453438         1.4167478423565         1.4157262893754
8.6180679636999         1.4167478423565         1.427738919927          1.4167478423565         1.4156847391153
8.6896553600291         1.4167478423565         1.4279367363224         1.4167478423565         1.4156656054817
8.7576649122373         1.4167478423565         1.4279182782939         1.4167478423565         1.4156673908199
8.8222754362784         1.4167478423565         1.427719249457          1.4167478423565         1.4156866417259
8.8836568111193         1.4167478423565         1.4273663690729         1.4167478423565         1.4157207738006
8.9419704253995         1.4167478423565         1.4268830393518         1.4167478423565         1.4157675234836
8.9973696017656         1.4167478423565         1.4262905740347         1.4167478423565         1.4158248292205
9.05                    1.4167478423565         1.4256085683654         1.4167478423565         1.4158907956767
9.1                     1.4167478423565         1.4248550410513         1.4167478423565         1.4159636800072
9.15                    1.4167478423565         1.4240020052613         1.4167478423565         1.4160461892159
9.2                     1.4167478423565         1.4230537134857         1.4167478423565         1.4161379119841
9.25                    1.4167478423565         1.422015961568          1.4167478423565         1.4162382877134
9.3                     1.4167478423565         1.4208964723854         1.4167478423565         1.4163465694147
9.35                    1.4167478423565         1.4197053478067         1.4167478423565         1.4164617799928
9.4                     1.4167478423565         1.4184556196597         1.4167478423565         1.4165826589544
9.45                    1.4167478423565         1.4171639347456         1.4167478423565         1.4167075961509
9.5                     1.4167478423565         1.4158514172785         1.4167478423565         1.4168345483596
9.55                    1.4167478423565         1.4145447642271         1.4167478423565         1.4169609333374
9.6                     1.4167478423565         1.4132776452965         1.4167478423565         1.4170834944087
9.65                    1.4167478423565         1.4120753721039         1.4167478423565         1.4171997833276
9.7                     1.4167478423565         1.4109408470862         1.4167478423565         1.4173095193581
9.75                    1.4167478423565         1.4098671548841         1.4167478423565         1.4174133713828
9.8                     1.4167478423565         1.4088487111956         1.4167478423565         1.417511879539
9.85                    1.4167478423565         1.4078809005533         1.4167478423565         1.4176054902541
9.9                     1.4167478423565         1.4069598248743         1.4167478423565         1.417694580567
9.95                    1.4167478423565         1.4060821279409         1.4167478423565         1.4177794751052
10                      1.4167478423565         1.4052448719963         1.4167478423565         1.4178604580209
10.05                   1.4167478423565         1.4044454501731         1.4167478423565         1.4179377814613
10.1                    1.4167478423565         1.4036815236175         1.4167478423565         1.4180116716501
10.15                   1.4167478423565         1.4029509756863         1.4167478423565         1.4180823333181
10.2                    1.4167478423565         1.4022518779986         1.4167478423565         1.4181499529862
10.25                   1.4167478423565         1.401582464763          1.4167478423565         1.4182147014493
10.3                    1.4167478423565         1.4009411129258         1.4167478423565         1.4182767356959
10.35                   1.4167478423565         1.4003263264504         1.4167478423565         1.4183362004291
10.4                    1.4167478423565         1.3997367235646         1.4167478423565         1.4183932292995
10.45                   1.4167478423565         1.3991710261713         1.4167478423565         1.4184479459302
10.5                    1.4167478423565         1.3986280508639         1.4167478423565         1.4185004647852
10.55                   1.4167478423565         1.398106701156          1.4167478423565         1.4185508919213
10.6                    1.4167478423565         1.3976059606504         1.4167478423565         1.4185993256487
10.65                   1.4167478423565         1.3971248869552         1.4167478423565         1.4186458571194
10.7                    1.4167478423565         1.3966626062029         1.4167478423565         1.4186905708577
10.75                   1.4167478423565         1.396218308075          1.4167478423565         1.418733545241
10.8                    1.4167478423565         1.3957912412525         1.4167478423565         1.4187748529399
10.85                   1.4167478423565         1.3953807092384         1.4167478423565         1.4188145613226
10.9                    1.4167478423565         1.3949860665055         1.4167478423565         1.4188527328273
10.95                   1.4167478423565         1.3946067149351         1.4167478423565         1.4188894253064
11                      1.4167478423565         1.3942421005194         1.4167478423565         1.4189246923459
11.05                   1.4167478423565         1.3938917103019         1.4167478423565         1.4189585835612
11.1                    1.4167478423565         1.393555069537          1.4167478423565         1.4189911448716
11.15                   1.4167478423565         1.3932317390518         1.4167478423565         1.4190224187557
11.2                    1.4167478423565         1.3929213127934         1.4167478423565         1.4190524444888
11.25                   1.4167478423565         1.3926234155501         1.4167478423565         1.4190812583629
11.3                    1.4167478423565         1.3923377008321         1.4167478423565         1.4191088938918
11.35                   1.4167478423565         1.3920638489033         1.4167478423565         1.419135382002
11.4                    1.4167478423565         1.3918015649516         1.4167478423565         1.4191607512087
11.45                   1.4167478423565         1.3915505773902         1.4167478423565         1.4191850277811
11.5                    1.4167478423565         1.3913106362808         1.4167478423565         1.4192082358942
11.55                   1.4167478423565         1.391081511871          1.4167478423565         1.4192303977706
11.6                    1.4167478423565         1.3908629932385         1.4167478423565         1.4192515338116
11.65                   1.4167478423565         1.3906548870361         1.4167478423565         1.4192716627186
11.7                    1.4167478423565         1.3904570163308         1.4167478423565         1.4192908016053
11.75                   1.4167478423565         1.3902692195312         1.4167478423565         1.4193089661014
11.8                    1.4167478423565         1.3900913493991         1.4167478423565         1.4193261704486
11.85                   1.4167478423565         1.3899232721389         1.4167478423565         1.419342427588
11.9                    1.4167478423565         1.3897648665623         1.4167478423565         1.4193577492414
11.95                   1.4167478423565         1.3896160233221         1.4167478423565         1.4193721459855
12                      1.4167478423565         1.3894766442135         1.4167478423565         1.419385627319
12.05                   1.4167478423565         1.3893466415382         1.4167478423565         1.4193982017244
12.1                    1.4167478423565         1.3892259375285         1.4167478423565         1.4194098767238
12.15                   1.4167478423565         1.3891144638287         1.4167478423565         1.4194206589288
12.2                    1.4167478423565         1.3890121610321         1.4167478423565         1.4194305540855
12.25                   1.4167478423565         1.3889189782697         1.4167478423565         1.4194395671141
