model,wavelength_nm,k_per_nm,F_real,F_imag,cumulative_real_pm_per_V,cumulative_imag_pm_per_V,cumulative_magnitude_pm_per_V
demo21,1520.0,0.005849625676129089,61.72017999244498,-18.038688469739668,0.019057788385407937,-0.005569936893390098,0.019855062204368383
demo21,1520.0,0.011699251352258178,61.439165599817414,-17.852195747555186,0.07605761183035983,-0.022164578148090617,0.07922139131459702
demo21,1520.0,0.01754887702838727,60.97602855827593,-17.54727070187026,0.17048368091192673,-0.04944387728627856,0.17750882360711034
demo21,1520.0,0.023398502704516357,60.33842243303975,-17.132365046925976,0.30149224719415896,-0.08685881136520227,0.31375472622728673
demo21,1520.0,0.029248128380645444,59.53671510304201,-16.6185669204159,0.46793469979541263,-0.13367632889297582,0.48665413198587554
demo21,1520.0,0.03509775405677454,58.58365776447445,-16.018945365400313,0.6683884299142491,-0.18901122396611814,0.6945994068730588
demo21,1520.0,0.040947379732903626,57.49398372906812,-15.347819074537323,0.9011940851192178,-0.2518623440173319,0.9357272141964071
demo21,1520.0,0.04679700540903271,56.28395643838428,-14.6200095945984,1.1644975796935677,-0.3211503598590843,1.207970267328545
demo21,1520.0,0.0526466310851618,54.970889872791446,-13.850131977405713,1.4562950782030262,-0.3957544253681914,1.5091113013945874
demo21,1520.0,0.05849625676129089,53.57266634286215,-13.051962327264885,1.774479141590823,-0.47454537056775004,1.8368368279921292
demo21,1520.0,0.06434588243741998,52.10727568950543,-12.237903978163214,2.1168843185421538,-0.5564135146392089,2.188788527328037
demo21,1520.0,0.07019550811354908,50.59239555271803,-11.418554126478607,2.4813306599291334,-0.6402896453701189,2.5626105193479054
demo21,1520.0,0.07604513378967816,49.04502382575767,-10.602351806371718,2.865663886658702,-0.7251580718982574,2.9559911604297904
demo21,1520.0,0.08189475946580725,47.481159852244105,-9.795265896496257,3.2677911725515623,-0.8100607952538259,3.3666983291368973
demo21,1520.0,0.08774438514193633,45.91550532898111,-9.000456487098408,3.685711572658924,-0.8940916161629994,3.792607231829429
demo21,1520.0,0.09359401081806543,44.36110628599843,-8.217811504988234,4.117539752422054,-0.9763782350552542,4.231719280702052
demo21,1520.0,0.09944363649419452,42.828752018526075,-7.443223666547954,4.561520233342164,-1.05604887906947,4.682168949768241
demo21,1520.0,0.1052932621703236,41.32570986681506,-6.667455562243402,5.016025411130537,-1.1321776057830506,5.142211300223272
demo21,1520.0,0.1111428878464527,39.85284109068024,-5.874575276086956,5.47952069964138,-1.2037000327514922,5.6101729801000175
demo21,1520.0,0.11699251352258178,38.398043022562135,-5.040776441560023,5.950456928270647,-1.2692943465038833,6.084327883445374
demo21,1520.0,0.12284213919871087,36.922463348950686,-4.137818479471418,6.427002944937706,-1.3272548395388166,6.562619314215715
demo21,1520.0,0.12869176487483996,35.33861503124626,-3.1558630191894874,6.906478847250627,-1.3755238818447635,7.042124396589827
demo21,1520.0,0.13454139055096906,33.509268313183114,-2.1750696330636536,7.384516292417259,-1.412409051614297,7.518376167900748
