solver_case_id,case_id,quantity,row_band,row_state,column_band,column_state,value,absolute_value,unit,source
Solve_01,Solve_01,overlap,electron,3,heavy_hole,4,-0.03797750691827362,0.03797750691827362,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,3,heavy_hole,5,0.19562785214416017,0.19562785214416017,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,3,heavy_hole,6,-0.0823877637045804,0.0823877637045804,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,4,heavy_hole,1,-0.002717254526110935,0.002717254526110935,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,4,heavy_hole,2,0.0008756726359935603,0.0008756726359935603,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,4,heavy_hole,3,-0.00320072566621726,0.00320072566621726,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,4,heavy_hole,4,0.011415222894259556,0.011415222894259556,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,4,heavy_hole,5,0.0007817973456708703,0.0007817973456708703,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,4,heavy_hole,6,0.00400225376209983,0.00400225376209983,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,5,heavy_hole,1,0.020107340889165253,0.020107340889165253,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,5,heavy_hole,2,-0.005211175097551677,0.005211175097551677,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,5,heavy_hole,3,0.020615341316337816,0.020615341316337816,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,5,heavy_hole,4,-0.08749529599863146,0.08749529599863146,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,5,heavy_hole,5,-0.008659303496453115,0.008659303496453115,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,5,heavy_hole,6,-0.030411207168580198,0.030411207168580198,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,6,heavy_hole,1,-0.053672445250703305,0.053672445250703305,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,6,heavy_hole,2,0.010540074193184631,0.010540074193184631,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,6,heavy_hole,3,-0.04482847846768913,0.04482847846768913,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,6,heavy_hole,4,0.24249011879395566,0.24249011879395566,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,6,heavy_hole,5,0.0345806280419014,0.0345806280419014,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,overlap,electron,6,heavy_hole,6,0.08515085932474237,0.08515085932474237,dimensionless,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,1,electron,1,63.63869373314017,63.63869373314017,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,1,electron,2,1.109214623485876,1.109214623485876,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,1,electron,3,1.541132922725616,1.541132922725616,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,1,electron,4,-0.00035646539900424656,0.00035646539900424656,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,1,electron,5,0.0032399330182910635,0.0032399330182910635,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,1,electron,6,-0.010266577395400045,0.010266577395400045,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,2,electron,1,1.109214623485876,1.109214623485876,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,2,electron,2,69.60848075631561,69.60848075631561,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,2,electron,3,-2.0840854290812203,2.0840854290812203,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,2,electron,4,-0.000670307655601176,0.000670307655601176,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,2,electron,5,0.009196493183713655,0.009196493183713655,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,2,electron,6,-0.04249131316481758,0.04249131316481758,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,3,electron,1,1.541132922725616,1.541132922725616,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,3,electron,2,-2.0840854290812167,2.0840854290812167,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,3,electron,3,64.18979009393699,64.18979009393699,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,3,electron,4,0.044311656550612366,0.044311656550612366,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,3,electron,5,-0.31803323813273554,0.31803323813273554,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,3,electron,6,0.8266094710376688,0.8266094710376688,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,4,electron,1,-0.00035646539900424656,0.00035646539900424656,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,4,electron,2,-0.000670307655601176,0.000670307655601176,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,4,electron,3,0.044311656550612366,0.044311656550612366,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,4,electron,4,32.30133629592736,32.30133629592736,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,4,electron,5,-5.961748093517594,5.961748093517594,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,4,electron,6,-1.5528281731741864,1.5528281731741864,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,5,electron,1,0.0032399330182910635,0.0032399330182910635,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,5,electron,2,0.009196493183713655,0.009196493183713655,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,5,electron,3,-0.31803323813273554,0.31803323813273554,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,5,electron,4,-5.961748093517594,5.961748093517594,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,5,electron,5,41.019920302001225,41.019920302001225,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,5,electron,6,-8.325156510012178,8.325156510012178,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,6,electron,1,-0.010266577395399601,0.010266577395399601,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,6,electron,2,-0.04249131316481758,0.04249131316481758,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,6,electron,3,0.8266094710376688,0.8266094710376688,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,6,electron,4,-1.5528281731741855,1.5528281731741855,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,6,electron,5,-8.325156510012178,8.325156510012178,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,electron,6,electron,6,44.56796046567774,44.56796046567774,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,1,heavy_hole,1,63.65155833467244,63.65155833467244,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,1,heavy_hole,2,0.8358007374857435,0.8358007374857435,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,1,heavy_hole,3,-1.2317477931278367,1.2317477931278367,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,1,heavy_hole,4,0.01453514746633644,0.01453514746633644,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,1,heavy_hole,5,0.08985965263873741,0.08985965263873741,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,1,heavy_hole,6,-0.07946603005896336,0.07946603005896336,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,2,heavy_hole,1,0.8358007374857452,0.8358007374857452,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,2,heavy_hole,2,68.52255719744338,68.52255719744338,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,2,heavy_hole,3,3.0083441827055957,3.0083441827055957,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,2,heavy_hole,4,0.7149108067664818,0.7149108067664818,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,2,heavy_hole,5,-0.4584970222329483,0.4584970222329483,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,2,heavy_hole,6,-0.43921821473934664,0.43921821473934664,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,3,heavy_hole,1,-1.2317477931278358,1.2317477931278358,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,3,heavy_hole,2,3.0083441827055957,3.0083441827055957,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,3,heavy_hole,3,65.3978452316258,65.3978452316258,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,3,heavy_hole,4,-1.4704683765239999,1.4704683765239999,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,3,heavy_hole,5,-0.3009086561344123,0.3009086561344123,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,3,heavy_hole,6,-0.2873074396970834,0.2873074396970834,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,4,heavy_hole,1,0.01453514746633644,0.01453514746633644,nm,python_trapezoidal_envelope_integral
Solve_01,Solve_01,z,heavy_hole,4,heavy_hole,2,0.7149108067664818,0.7149108067664818,nm,python_trapezoidal_envelope_integral
