combo_id,design_role,r_e_hh_nm,electrostatic_field_kV_per_cm,hh_relative_weight,wells_per_period_for_Nz,spin_degeneracy,kmax_fraction_2pi_over_a,well1_nm,well2_nm,tunneling_barrier_nm,electron_mass_scale,hh_mass_scale,cb_offset_scale,hh_offset_scale,solver_case_id,requires_new_nextnano_solve,period_barrier_nm,broadening_meV,states_per_band,target_wavelength_nm,chi2_1550_pm_per_V,paper_target_pm_per_V,absolute_error_pm_per_V,percent_error,ratio_to_paper,ratio_to_demo18b,chi_e_real,chi_e_imag,chi_e_abs,chi_e_raw_real,chi_e_raw_imag,chi_e_raw_abs,chi_hh_raw_real,chi_hh_raw_imag,chi_hh_raw_abs,chi_hh_weighted_real,chi_hh_weighted_imag,chi_hh_weighted_abs,chi_total_real,chi_total_imag,chi_total_abs,chi_total_after_weight_real,chi_total_after_weight_imag,chi_total_after_weight_abs,chi_total_raw_unweighted_real,chi_total_raw_unweighted_imag,chi_total_raw_unweighted_abs,cancellation_factor,raw_cancellation_factor,delta_z_e_nm,delta_z_hh_nm,O11,O12,O21,O22,z_e11_nm,z_e12_nm,z_e21_nm,z_e22_nm,z_hh11_nm,z_hh12_nm,z_hh21_nm,z_hh22_nm,transition_e1_hh1_eV,transition_e1_hh2_eV,transition_e2_hh1_eV,transition_e2_hh2_eV,peak_chi2_pm_per_V,peak_wavelength_nm,electron_orthonormality_error,hh_orthonormality_error,orthonormality_pass,bound_state_pass,solver_pass,physical_valid,spectral_match_flag,selected_electron_states,selected_heavy_hole_states
Combo_10,maximin_latin_hypercube,0.989704,-13.48485,0.796893,2,1,0.175,7.175821,2.976328,1.850312,1.0,1.0,1.0,1.0,Solve_10,True,17.997539000000003,5.0,2,1550.0,999.8690030916541,2340.0,1340.1309969083459,57.270555423433585,0.42729444576566417,11.77569513247525,2503.1385323066497,-4150.084952749169,4846.535631454014,2503.1385323066497,-4150.084952749169,4846.535631454014,-2469.29238314383,4148.143688557947,4827.47355605137,-1967.761815080636,3305.626668406008,3846.9798845024447,535.3767172260136,-844.4582843431613,999.8690030916541,535.3767172260136,-844.4582843431613,999.8690030916541,33.84614916281953,-1.941264191222217,33.90177458204733,8.694654488813628,285.3540649942334,6.355004115536758,0.24793709289733812,0.9780773791789562,0.07751526301865663,-0.11036709744130155,0.2449799094989043,63.71219073016144,0.9937361965023133,0.9937361965023133,70.0671948456982,63.40605300116931,1.4819119359324757,1.4819119359324704,63.65399009406665,1.487764082231,1.52046921196,1.583720499054,1.616425628783,1523.8743579704296,1665.0,8.1601392309949e-15,1.2476131239225197e-14,True,True,True,True,SPECTRAL_MISMATCH,"[1, 2]","[1, 2]"
Combo_11,maximin_latin_hypercube,0.749842,-6.334734,0.908619,2,2,0.2,7.056995,2.83542,1.729391,1.0,1.0,1.0,1.0,Solve_11,True,18.378194,5.0,2,1550.0,552.484190507176,2340.0,1787.515809492824,76.38956450824034,0.23610435491759657,6.506737755454263,3213.2758561200017,-4738.217284125322,5725.019192902996,3213.2758561200017,-4738.217284125322,5725.019192902996,-3158.0614373925027,4738.770216377045,5694.672528422309,-2869.4746251821384,4305.736655234294,5174.28765810255,343.80123093786324,-432.4806288910286,552.484190507176,343.80123093786324,-432.4806288910286,552.484190507176,55.21441872749892,0.5529322517222681,55.21718726529429,19.727816719968168,206.8140788566196,5.946013366713039,0.15311221875356296,0.9800771387155581,0.04333264410282123,-0.10348060840000602,0.33841454014798245,63.61992923903977,1.0784107661920181,1.0784107661920181,69.56594260575281,63.4440656824387,1.4625680138424757,1.4625680138424757,63.59717790119226,1.489601629666,1.523177046002,1.596549588585,1.630125004921,824.3841539947477,1663.0,2.0539125955565396e-15,4.385380947269368e-15,True,True,True,True,SPECTRAL_MISMATCH,"[1, 2]","[1, 2]"
Combo_12,maximin_latin_hypercube,0.873306,-9.518561,1.443178,2,2,0.15,7.00962,2.965709,1.840218,1.0,1.0,1.0,1.0,Solve_12,True,18.184453,5.0,2,1550.0,3291.082660473733,2340.0,951.0826604737331,40.644558139903125,1.4064455813990313,38.759863487799045,3902.9264427813005,-6441.537164084048,7531.682139737274,3902.9264427813005,-6441.537164084048,7531.682139737274,-3841.623724332555,6440.084785585754,7498.850904297794,-5544.146843234808,9294.188680692077,10822.17665036268,-1641.2204004535079,2852.65151660803,3291.082660473733,-1641.2204004535079,2852.65151660803,3291.082660473733,61.30271844874551,-1.4523784982939105,61.319920845582224,5.576845276641584,245.1166413258333,6.270360111338313,0.20444726967533455,0.9791003653177236,0.05817660778726334,-0.10657817987707724,0.2827561913811021,63.61808074128712,0.9926909958448302,0.9926909958448284,69.88844085262544,63.39058496525897,1.4553460488302985,1.4553460488302985,63.5950322349343,1.4899985931220001,1.523859318565,1.5872753789830003,1.6211361044260002,5034.340180817856,1662.0,2.220446049250313e-16,1.124100812432971e-15,True,True,True,True,AMPLITUDE_MATCH_BUT_SPECTRAL_MISMATCH,"[1, 2]","[1, 2]"
Combo_13,maximin_latin_hypercube,0.696202,-9.160953,0.92931,2,2,0.1,7.068565,2.939511,1.8921,1.0,1.0,1.0,1.0,Solve_13,True,18.099824,5.0,2,1550.0,337.0467132301508,2340.0,2002.9532867698492,85.59629430640382,0.14403705693596186,3.9694793299210303,2008.656421612253,-4089.7120585072435,4556.363170510413,2008.656421612253,-4089.7120585072435,4556.363170510413,-1976.2382889171993,4088.9761045503146,4541.502323919459,-1836.5380042736424,3799.9263837196527,4220.463524641592,172.1184173386107,-289.7856747875908,337.0467132301508,172.1184173386107,-289.7856747875908,337.0467132301508,32.41813269505383,-0.7359539569288245,32.42648540407728,26.040386541787132,280.5689664192196,6.349732302689681,0.18447582813229246,0.979855226210531,0.05497789911873742,-0.10050190757073017,0.26885475316569507,63.63617936003411,0.962533472445882,0.962533472445882,69.9859116627238,63.41965033824834,1.46624042116526,1.46624042116526,63.60412616638063,1.4892900319499998,1.522704463434,1.588489489921,1.6219039214050002,505.4756024337155,1663.0,2.0816681711721685e-15,3.816391647148976e-15,True,True,True,True,SPECTRAL_MISMATCH,"[1, 2]","[1, 2]"
Combo_14,maximin_latin_hypercube,0.909992,3.777444,1.295469,1,2,0.175,7.049757,2.905859,1.726138,1.0,1.0,1.0,1.0,Solve_14,True,18.318246000000002,5.0,2,1550.0,1725.3211526870148,2340.0,614.6788473129852,26.26832680824723,0.7373167319175277,20.319517693650013,4944.69223090261,-3619.900118745115,6128.103958651447,4944.69223090261,-3619.900118745115,6128.103958651447,-4859.469000279889,3623.0115356261135,6061.406730451366,-6295.2914463235875,4693.4991310460255,7852.3645156911,-1350.599215420977,1073.5990123009105,1725.3211526870148,-1350.599215420977,1073.5990123009105,1725.3211526870148,85.22323062272153,3.111416880998604,85.28000910401536,8.103110804947454,142.9351476057579,5.965205798108357,4.139810297466383,0.9812414021612772,0.05199093598587955,-0.08211760122906572,0.894389161704527,63.58031899737635,1.0781727739218478,1.0781727739218478,69.54552479548471,63.57702952771204,0.9521753140307379,0.9521753140307379,67.71683982517843,1.489565020973,1.5221967332480002,1.598552858637,1.631184570912,2272.1405478257675,1663.0,8.881784197001252e-16,4.746203430272544e-15,True,True,True,True,AMPLITUDE_MATCH_BUT_SPECTRAL_MISMATCH,"[1, 2]","[1, 2]"
Combo_15,maximin_latin_hypercube,0.735996,-16.996749,0.983167,2,1,0.15,7.147311,2.841983,1.807262,1.0,1.0,1.0,1.0,Solve_15,True,18.203443999999998,5.0,2,1550.0,57.15219895728697,2340.0,2282.847801042713,97.55759833515867,0.024424016648413236,0.673095044441426,1347.4897972116564,-2294.2933933323716,2660.735035338558,1347.4897972116564,-2294.2933933323716,2660.735035338558,-1328.6198788652052,2293.323128362424,2650.3889815643684,-1306.2552204442673,2254.7196201426996,2605.7749838376953,41.23457676738917,-39.57377318967201,57.15219895728697,41.23457676738917,-39.57377318967201,57.15219895728697,18.869918346451186,-0.9702649699474932,18.894846718447923,92.14886067834784,281.08849444740014,6.114539694598591,0.2972506517152027,0.9760507047451014,0.09420364751726162,-0.12118892600611983,0.2588301503348255,63.716755363738656,1.0544312121287494,1.0544312121287494,69.83129505833725,63.347852140587364,1.474082825616037,1.4740828256160379,63.645102792302566,1.4879980460479998,1.5210183445589998,1.5880661694649998,1.6210864679759998,80.74033439845385,1665.0,2.220446049250313e-16,3.913536161803677e-15,True,True,True,True,SPECTRAL_MISMATCH,"[1, 2]","[1, 2]"
Combo_16,hh_low_weight_diagnostic,0.751,0.0,0.6,2,2,0.1,7.1,2.9,1.8,1.0,1.0,1.0,1.0,Solve_00,False,18.2,5.0,2,1550.0,2264.456953247341,2340.0,75.54304675265894,3.228335331310211,0.9677166466868979,26.6690482849283,2918.533250443399,-4772.367365883146,5594.043851176905,2918.533250443399,-4772.367365883146,5594.043851176905,-2833.6232818745902,4772.678411757451,5550.484674840328,-1700.1739691247542,2863.6070470544705,3330.290804904197,1218.359281318645,-1908.7603188286753,2264.456953247341,1218.359281318645,-1908.7603188286753,2264.456953247341,84.90996856880884,0.3110458743049094,84.91053828525659,3.941048489918598,131.25023997112393,6.12521552407253,0.319391472091894,0.9816465917796985,0.020461928073581215,-0.08551048643041244,0.45081628193777923,63.61108467764518,1.0299145818605986,1.0299145818605986,69.73630020171771,63.55102288391265,1.4510322677788023,1.451032267778806,63.870414356004545,1.4890044887679998,1.5220478880709998,1.5964786648559999,1.6295220641589998,3371.9695106210256,1663.0,2.0011770018868447e-14,1.0766387781302456e-13,True,True,True,True,AMPLITUDE_MATCH_BUT_SPECTRAL_MISMATCH,"[1, 2]","[1, 2]"
Combo_17,hh_high_weight_diagnostic,0.751,0.0,1.4,2,2,0.1,7.1,2.9,1.8,1.0,1.0,1.0,1.0,Solve_00,False,18.2,5.0,2,1550.0,2178.3424767739116,2340.0,161.65752322608841,6.908441163508052,0.9309155883649195,25.654857607641286,2918.533250443399,-4772.367365883146,5594.043851176905,2918.533250443399,-4772.367365883146,5594.043851176905,-2833.6232818745902,4772.678411757451,5550.484674840328,-3967.072594624426,6681.74977646043,7770.678544776459,-1048.539344181027,1909.3824105772846,2178.3424767739116,-1048.539344181027,1909.3824105772846,2178.3424767739116,84.90996856880884,0.3110458743049094,84.91053828525659,6.13527144535431,131.25023997112393,6.12521552407253,0.319391472091894,0.9816465917796985,0.020461928073581215,-0.08551048643041244,0.45081628193777923,63.61108467764518,1.0299145818605986,1.0299145818605986,69.73630020171771,63.55102288391265,1.4510322677788023,1.451032267778806,63.870414356004545,1.4890044887679998,1.5220478880709998,1.5964786648559999,1.6295220641589998,3299.8848546674108,1663.0,2.0011770018868447e-14,1.0766387781302456e-13,True,True,True,True,AMPLITUDE_MATCH_BUT_SPECTRAL_MISMATCH,"[1, 2]","[1, 2]"
Combo_18,combined_high_side_bounded,1.0,20.0,0.75,2,2,0.2,7.2,3.0,1.7,1.0,1.0,1.0,1.0,Solve_16,True,18.1,5.0,2,1550.0,3863.335023515954,2340.0,1523.3350235159542,65.09978732974163,1.6509978732974162,45.499415714328094,13178.783687913761,-8828.617641027933,15862.686687452775,13178.783687913761,-8828.617641027933,15862.686687452775,-13309.670869642545,8878.571619185672,15999.261628438377,-9982.253152231908,6658.928714389254,11999.446221328782,3196.5305356818535,-2169.688926638679,3863.335023515954,3196.5305356818535,-2169.688926638679,3863.335023515954,-130.88718172878362,49.953978157738675,140.0958752950545,7.211938063664154,227.42959597337915,5.919069749632044,6.512729975041744,0.9776534870548291,0.051943127554215276,-0.031470185843504125,0.9187683911099171,63.57562671369023,1.118611245900592,1.118611245900592,69.49469646332227,63.876602921058414,0.20931577974299542,0.20931577974299542,70.38933289610016,1.487295425566,1.507820282581,1.602256500735,1.62278135775,5068.723558334086,1524.0,2.2620794126737565e-14,6.8833827526759706e-15,True,True,True,True,SPECTRAL_MATCH,"[1, 2]","[1, 2]"
Combo_19,convention_cross_check,0.751,0.0,1.0,1,1,0.2,7.1,2.9,1.8,1.0,1.0,1.0,1.0,Solve_00,False,18.2,5.0,2,1550.0,23.907115462277748,2340.0,2316.092884537722,98.97832839904795,0.010216716009520404,0.2815597866422325,920.3378274847482,-1193.9993489529286,1507.5331379440265,920.3378274847482,-1193.9993489529286,1507.5331379440265,-896.4308031679983,1194.0653644435922,1493.1109400952869,-896.4308031679983,1194.0653644435922,1493.1109400952869,23.907024316749926,0.06601549066363077,23.907115462277748,23.907024316749926,0.06601549066363077,23.907115462277748,23.907024316749926,0.06601549066363077,23.907115462277748,125.51259405485078,125.51259405485078,6.12521552407253,0.319391472091894,0.9816465917796985,0.020461928073581215,-0.08551048643041244,0.45081628193777923,63.61108467764518,1.0299145818605986,1.0299145818605986,69.73630020171771,63.55102288391265,1.4510322677788023,1.451032267778806,63.870414356004545,1.4890044887679998,1.5220478880709998,1.5964786648559999,1.6295220641589998,39.08623633388786,1520.0,2.0011770018868447e-14,1.0766387781302456e-13,True,True,True,True,SPECTRAL_MATCH,"[1, 2]","[1, 2]"
