x[nm]                E_1[eV]              E_2[eV]              E_3[eV]              E_4[eV]              E_5[eV]              E_6[eV]              Psi_1[nm^-1/2]       Psi_2[nm^-1/2]       Psi_3[nm^-1/2]       Psi_4[nm^-1/2]       Psi_5[nm^-1/2]       Psi_6[nm^-1/2]      
7.1142317671146      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088
7.260978922993       2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      2.9484180464493      3.0562585389682      3.1437447447121      3.4255394939105      3.5939275604611      3.8475473384221
7.4003918486039      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      2.955479221159       3.0516583196696      3.1605470418918      3.4582875501142      3.6229250181383      3.9171101080195
7.532837099151       2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      2.9624796596521      3.0471567119397      3.1768710944793      3.4891604655538      3.6497117090449      3.9797428092895
7.6586629098899      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      2.9695228230364      3.0427046176769      3.1928609741559      3.5181765666986      3.6741653949522      4.0347809202965
7.7782001117354      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      2.976685361589       3.0382658147941      3.2086238237415      3.5453755776665      3.6962466716641      4.08197043439
7.891763001107       2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      2.9840227993722      3.0338142732557      3.224237466742       3.5708132923928      3.7159801008019      4.1213734809785
7.9996501663019      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      2.9915737900886      3.0293320769565      3.2397564010357      3.594557164438       3.7334380452673      4.1532850094818
8.1021452725658      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      2.9993633651502      3.024807792262       3.2552165677316      3.6166826945386      3.7487271385724      4.1781620897185
8.1995178079279      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      3.0074054647518      3.0202351696591      3.2706391811743      3.6372705037865      3.7619771963741      4.1965659192116
8.2920237917592      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      3.0157049534323      3.0156120970544      3.2860338307542      3.6564039901488      3.7733323132146      4.2091157263273
8.3799064479186      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      3.0242592599678      3.0109397459347      3.3014010109287      3.6741674767585      3.7829438612711      4.2164532658119
8.4633968442558      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      3.0330597387301      3.00622186769        3.3167341966051      3.6906447712375      3.7909651075841      4.2192163946704
8.5427145001525      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      3.0420928199854      3.0014642088341      3.3320215525111      3.7059180657494      3.797547181932       4.2180201936171
8.6180679636999      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      3.051340996014       2.9966740220123      3.3472473443534      3.7200671172062      3.8028361522175      4.2134441897478
8.6896553600291      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      3.060558558952       2.9919758418374      3.3620243892334      3.7328258937783      3.8068393464419      4.206110200621
8.7576649122373      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      3.0696130749982      2.9874333278259      3.3761627616421      3.7441237099033      3.8096358853002      4.1965385757482
8.8222754362784      2.9411581380883      3.0610228581581      3.1262734386424      3.3909257375704      3.5629458497216      3.7722312324088      3.0784504357189      2.983068809408       3.3896049527382      3.7540121177314      3.811343379074       4.1851607841944
